Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Adjusted_Volume__Cubic_Feet__d,Product_Group_Code_Description_s,energy_per_volume,source,adj_volume,annual_energy_use,regexed_model_no,exists_in_other_db
4w3ig80-35,MRT118FFF***,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,MRT118FFF...,False
4w3ig80-35,ART318FFD*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,ART318FFD.,False
4w3ig80-35,ART308FFD*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,ART308FFD.,False
4w3g80-35,WRT318FZD***,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183,doe,22.0,411.0,WRT318FZD...,False
4w3g80-35,WRT108FZD*0*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183,doe,22.0,411.0,WRT108FZD.0.,False
4w3ig80-34,MRT118FFF***,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,MRT118FFF...,False
4w3ig80-34,ART318FFD*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,ART318FFD.,False
4w3g80-34,WRT318FZD***,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183,doe,22.0,411.0,WRT318FZD...,False
4w3g80-34,WRT108FZD*0*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183,doe,22.0,411.0,WRT108FZD.0.,False
4w3g80-34,ART308FFD*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183,doe,22.0,411.0,ART308FFD.,False
4w3ig80-33,WRT318FZD***,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,WRT318FZD...,False
4w3g80-33,ART318FFD*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183,doe,22.0,411.0,ART318FFD.,False
4w3g80-33,ART308FFD*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183,doe,22.0,411.0,ART308FFD.,False
4w3ig80-32,MRT118FFF***,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,MRT118FFF...,False
4w3ig80-32,ART318FFD*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,ART318FFD.,False
4w5ibic10,KBFN406EPA**,656.0,25.0,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.24,doe,25.0,656.0,KBFN406EPA..,False
4w5ibic10,KBFN506EBS**,656.0,25.0,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.24,doe,25.0,656.0,KBFN506EBS..,False
4w5ibic10,KBFN506EPA**,656.0,25.0,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.24,doe,25.0,656.0,KBFN506EPA..,False
4w5ig01-21,7947*41*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366,doe,24.5,618.0,7947.41.,False
7W7Z40-05,MSS25C4M**0*,701.0,31.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.32484076433121,doe,31.4,701.0,MSS25C4M..0.,False
7W7Z40-04,WRS555SI**0*,701.0,31.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.32484076433121,doe,31.4,701.0,WRS555SI..0.,False
7W7Z40-04,MSS25C4M**0*,701.0,31.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.32484076433121,doe,31.4,701.0,MSS25C4M..0.,False
7W7Z40-03,MSS25C4M**0*,701.0,31.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.32484076433121,doe,31.4,701.0,MSS25C4M..0.,False
7W7Z40-02,WRS555SI**0*,701.0,31.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.32484076433121,doe,31.4,701.0,WRS555SI..0.,False
7W7Z40-01,MSS25C4M**0*,701.0,31.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.32484076433121,doe,31.4,701.0,MSS25C4M..0.,False
7W7Z40-01,5133*71*,701.0,31.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.32484076433121,doe,31.4,701.0,5133.71.,False
7w7P41-17,5004*71*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,5004.71.,False
7w7P41-16,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7w7P41-16,5004*71*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,5004.71.,False
7w7P41-15,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7w7P41-14,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7w7P41-14,ASI2575G**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,ASI2575G..0.,False
7w7P41-13,ASI2575G**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,ASI2575G..0.,False
7w7P41-13,5004*71*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,5004.71.,False
7w7P41-11,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7w7P41-11,ASI2575G**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,ASI2575G..0.,False
7w7P41-10,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7w7P41-10,ASI2575G**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,ASI2575G..0.,False
7w7P41-09,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7w7P41-09,ASI2575G**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,ASI2575G..0.,False
7w7P41-07,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7w7P41-07,ASI2575G**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,ASI2575G..0.,False
7w7P41-06,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7w7P41-05,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7w7P41-05,ASI2575G**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,ASI2575G..0.,False
7w7P41-04,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7W7P41-03,ASI2575G**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,ASI2575G..0.,False
7W7P41-02,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS315SD..0.,False
7W7P41-01,ASI2575G**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,ASI2575G..0.,False
7w7P40-18,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7w7P40-16,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7w7P40-15,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7w7P40-13,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7w7P40-10,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7w7P40-09,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7w7P40-08,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7w7P40-06,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7w7P40-05,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7w7P40-04,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7w7P40-03,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285,doe,31.5,702.0,WRS325SDH.0.,False
7W7P11-05,ASI2175G**0*,660.0,26.6,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.81203007518797,doe,26.6,660.0,ASI2175G..0.,False
7W7P11-04,WRS311SD**0*,660.0,26.6,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.81203007518797,doe,26.6,660.0,WRS311SD..0.,False
7W7P11-02,ASI2175G**0*,660.0,26.6,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.81203007518797,doe,26.6,660.0,ASI2175G..0.,False
7W7P11-01,WRS311SD**0*,660.0,26.6,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.81203007518797,doe,26.6,660.0,WRS311SD..0.,False
7W7P10-18,WRS321SDH*0*,659.0,26.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.867924528301888,doe,26.5,659.0,WRS321SDH.0.,False
7W7P10-17,WRS321SDH*0*,659.0,26.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.867924528301888,doe,26.5,659.0,WRS321SDH.0.,False
7W7P10-09,WRS321SDH*0*,659.0,26.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.867924528301888,doe,26.5,659.0,WRS321SDH.0.,False
7W7P10-08,WRS321SDH*0*,659.0,26.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.867924528301888,doe,26.5,659.0,WRS321SDH.0.,False
7W7P10-05,WRS321SDH*0*,659.0,26.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.867924528301888,doe,26.5,659.0,WRS321SDH.0.,False
7W7P10-04,WRS321SDH*0*,659.0,26.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.867924528301888,doe,26.5,659.0,WRS321SDH.0.,False
7W7P10-02,WRS321SDH*0*,659.0,26.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.867924528301888,doe,26.5,659.0,WRS321SDH.0.,False
7W7P10-01,WRS321SDH*0*,659.0,26.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.867924528301888,doe,26.5,659.0,WRS321SDH.0.,False
7W7m80-11,WRS588FI**0*,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826,doe,36.8,747.0,WRS588FI..0.,False
7W7m80-10,WRSA88FI**,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826,doe,36.8,747.0,WRSA88FI..,False
7W7m80-07,WRSA88FI**,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826,doe,36.8,747.0,WRSA88FI..,False
7W7m80-07,WRS588FI**0*,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826,doe,36.8,747.0,WRS588FI..0.,False
7W7m80-06,WRSA88FI**,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826,doe,36.8,747.0,WRSA88FI..,False
7W7m80-05,WRS588FI**0*,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826,doe,36.8,747.0,WRS588FI..0.,False
7W7m80-04,WRSA88FI**,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826,doe,36.8,747.0,WRSA88FI..,False
7W7m80-03,WRS588FI**0*,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826,doe,36.8,747.0,WRS588FI..0.,False
7W7m80-02,WRSA88FI**,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826,doe,36.8,747.0,WRSA88FI..,False
7w5ad40-01,KRFC704F****,739.0,28.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,25.92982456140351,doe,28.5,739.0,KRFC704F....,False
7w5ad40-01,JFFCC72E****,739.0,28.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,25.92982456140351,doe,28.5,739.0,JFFCC72E....,False
7W4P50-03,MSS25N4MK***,574.0,32.4,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,17.71604938271605,doe,32.4,574.0,MSS25N4MK...,False
7W4P50-03,WRS315SN**0*,574.0,32.4,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,17.71604938271605,doe,32.4,574.0,WRS315SN..0.,False
7W4iP50-03,WRS315SN**0*,658.0,32.4,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.308641975308642,doe,32.4,658.0,WRS315SN..0.,False
7W4iP50-03,WRSA15SN**0*,658.0,32.4,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.308641975308642,doe,32.4,658.0,WRSA15SN..0.,False
7W4P50-02,MSS25N4MK***,574.0,32.4,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,17.71604938271605,doe,32.4,574.0,MSS25N4MK...,False
7W4iP50-02,WRSA15SN**0*,658.0,32.4,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.308641975308642,doe,32.4,658.0,WRSA15SN..0.,False
7W4iP50-02,MSS25N4MK***,658.0,32.4,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.308641975308642,doe,32.4,658.0,MSS25N4MK...,False
7W4P50-01,WRS315SN**0*,574.0,32.4,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,17.71604938271605,doe,32.4,574.0,WRS315SN..0.,False
7W4P50-01,WRSA15SN**0*,574.0,32.4,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,17.71604938271605,doe,32.4,574.0,WRSA15SN..0.,False
7W4iP50-01,WRS315SN**0*,658.0,32.4,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.308641975308642,doe,32.4,658.0,WRS315SN..0.,False
7W4P50,WRSA15SN**0*,574.0,32.4,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,17.71604938271605,doe,32.4,574.0,WRSA15SN..0.,False
7W4iP50,WRSA15SN**0*,658.0,32.4,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.308641975308642,doe,32.4,658.0,WRSA15SN..0.,False
7W4iP50,WRS315SN**0*,658.0,32.4,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.308641975308642,doe,32.4,658.0,WRS315SN..0.,False
7W4P10-02,WRS312SN**0*,528.0,27.1,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.48339483394834,doe,27.1,528.0,WRS312SN..0.,False
7W4iP10-02,WRS312SN**0*,612.0,27.1,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,22.5830258302583,doe,27.1,612.0,WRS312SN..0.,False
7W4P10,WRS312SN**0*,528.0,27.1,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.48339483394834,doe,27.1,528.0,WRS312SN..0.,False
7W4iP10,WRS312SN**0*,612.0,27.1,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,22.5830258302583,doe,27.1,612.0,WRS312SN..0.,False
6w5ad40,KRFC704F****,739.0,28.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,25.92982456140351,doe,28.5,739.0,KRFC704F....,False
6w3n80-27,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3n80-27,WRT518SZF***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZF...,False
6w3n80-26,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3n80-26,WRT518SZF***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZF...,False
6w3in80-26,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-25,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3in80-25,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-24,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3in80-24,WRT518SZKV***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZKV...,False
6w3in80-24,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-23,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3in80-23,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-22,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3in80-22,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-21,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3in80-21,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-20,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3in80-20,WRT518SZKV***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZKV...,False
6w3in80-20,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-19,WRT518SZF***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZF...,False
6w3in80-19,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-18,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3in80-18,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-17,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3in80-17,WRT518SZKV***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZKV...,False
6w3in80-17,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3in80-16,WRT518SZKV***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZKV...,False
6w3in80-16,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3in80-15,WRT518SZKV***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZKV...,False
6w3in80-15,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3in80-14,WRT518SZKV***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZKV...,False
6w3in80-14,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-13,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3in80-13,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-12,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZKV...,False
6w3in80-12,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3n80-09,WRT518SZF***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454,doe,20.7,400.0,WRT518SZF...,False
6w3in80-09,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
