Product Class,Model Number,Annual Energy Use (kWh/yr),Adjusted Volume (ft3),Compact,energy_per_volume,code,adj_volume,annual_energy_use,regexed_model_no
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,2ATMW212E,396,25.6,No,15.46875,3,25.6,396.0,2ATMW212E
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ABM*171E,451,20.9,No,21.578947368421055,5,20.9,451.0,ABM.171E
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ABM*171E*,451,20.9,No,21.578947368421055,5,20.9,451.0,ABM.171E.
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ATMB212E,396,25.6,No,15.46875,3,25.6,396.0,ATMB212E
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ATMSL212E,396,25.6,No,15.46875,3,25.6,396.0,ATMSL212E
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ATMW212E,396,25.6,No,15.46875,3,25.6,396.0,ATMW212E
4 - Freestanding Cooler,VCS5297TPGVCS5297TPG,159,19.1,No,8.324607329842932,4,19.1,159.0,VCS5297TPGVCS5297TPG
4 - Freestanding Cooler,WCN311942G,199,18.3,No,10.87431693989071,4,18.3,199.0,WCN311942G
4 - Freestanding Cooler,AWC243TDZLHA,242,14.7,No,16.462585034013607,4,14.7,242.0,AWC243TDZLHA
4 - Freestanding Cooler,AWC243TSZLH,247,15.3,No,16.143790849673202,4,15.3,247.0,AWC243TSZLH
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF10B***,297,12.2,No,24.34426229508197,3,12.2,297.0,FF10B...
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF14V0W,332,17.0,No,19.529411764705884,3,17.0,332.0,FF14V0W
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF14V1B,332,17.0,No,19.529411764705884,3,17.0,332.0,FF14V1B
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF14V3S,332,17.0,No,19.529411764705884,3,17.0,332.0,FF14V3S
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF18H**,358,21.8,No,16.42201834862385,3,21.8,358.0,FF18H..
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF18H0W,358,21.8,No,16.42201834862385,3,21.8,358.0,FF18H0W
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF18H3S,358,21.8,No,16.42201834862385,3,21.8,358.0,FF18H3S
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,FFFDD18L3S,442,22.7,No,19.47136563876652,5,22.7,442.0,FFFDD18L3S
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,FFFDS175L3S,435,21.7,No,20.046082949308758,5,21.7,435.0,FFFDS175L3S
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ARD1033F*14R/L,297,12.1,No,24.545454545454547,3,12.1,297.0,ARD1033F.14R/L
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ARD1033FB21R/L,263,12.0,No,21.916666666666668,3,12.0,263.0,ARD1033FB21R/L
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ARD1033FS21R/L,263,12.0,No,21.916666666666668,3,12.0,263.0,ARD1033FS21R/L
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ARD1033FW21R/L,263,12.0,No,21.916666666666668,3,12.0,263.0,ARD1033FW21R/L
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,RDBM191**,466,23.0,No,20.26086956521739,5,23.0,466.0,RDBM191..
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,RDTM116WE,311,13.9,No,22.374100719424458,3,13.9,311.0,RDTM116WE
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ART348FFF***,370,22.1,No,16.7420814479638,3,22.1,370.0,ART348FFF...
3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,ART348FFF***,455,22.1,No,20.588235294117645,3I,22.1,455.0,ART348FFF...
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,HD676REWNSS,466,23.0,No,20.26086956521739,5,23.0,466.0,HD676REWNSS
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,HD774FWSS,396,25.6,No,15.46875,3,25.6,396.0,HD774FWSS
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,2ATMSL212E,396,25.6,No,15.46875,3,25.6,396.0,2ATMSL212E
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,B09IB81NSP,394,10.9,No,36.146788990825684,5-BI,10.9,394.0,B09IB81NSP
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,B09IB91NS*,388,10.1,No,38.415841584158414,5-BI,10.1,388.0,B09IB91NS.
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B10CB80NVB,345,12.3,No,28.048780487804876,5,12.3,345.0,B10CB80NVB
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B10CB80NVS,345,12.3,No,28.048780487804876,5,12.3,345.0,B10CB80NVS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B10CB80NVW/01,345,12.3,No,28.048780487804876,5,12.3,345.0,B10CB80NVW/01
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B10CB81NV*,383,12.3,No,31.13821138211382,5,12.3,383.0,B10CB81NV.
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B11CB50SSS/01,357,14.5,No,24.620689655172413,5,14.5,357.0,B11CB50SSS/01
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B11CB81SSS/01,482,14.2,No,33.943661971830984,5I,14.2,482.0,B11CB81SSS/01
7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,B20CS30SNS,593,25.5,No,23.254901960784313,7,25.5,593.0,B20CS30SNS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B24CB50ESS,406,15.4,No,26.363636363636363,5,15.4,406.0,B24CB50ESS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B24CB80ES*,490,15.4,No,31.818181818181817,5I,15.4,490.0,B24CB80ES.
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,B26FT50SNS,693,30.9,No,22.42718446601942,5A,30.9,693.0,B26FT50SNS
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B30IB900SP,498,19.4,No,25.670103092783506,5I-BI,19.4,498.0,B30IB900SP
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B30IB905SP,470,19.4,No,24.226804123711343,5I-BI,19.4,470.0,B30IB905SP
3A-BI - Built-In All-Refrigerators - automatic defrost,B30IR900SP,289,16.8,No,17.202380952380953,3A-BI,16.8,289.0,B30IR900SP
3A-BI - Built-In All-Refrigerators - automatic defrost,B30IR905SP,279,16.8,No,16.607142857142858,3A-BI,16.8,279.0,B30IR905SP
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,B36CD50SN*,656,26.4,No,24.84848484848485,5A,26.4,656.0,B36CD50SN.
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,B36CD51SN*,656,26.4,No,24.84848484848485,5A,26.4,656.0,B36CD51SN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CL80EN*,568,25.1,No,22.629482071713145,5I,25.1,568.0,B36CL80EN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CL80SN*,568,25.1,No,22.629482071713145,5I,25.1,568.0,B36CL80SN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CL81EN*,568,25.1,No,22.629482071713145,5I,25.1,568.0,B36CL81EN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CT80SN*,570,25.4,No,22.440944881889767,5I,25.4,570.0,B36CT80SN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CT81EN*,570,25.4,No,22.440944881889767,5I,25.4,570.0,B36CT81EN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CT81SN*,570,25.4,No,22.440944881889767,5I,25.4,570.0,B36CT81SN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CT82EN*,570,25.4,No,22.440944881889767,5I,25.4,570.0,B36CT82EN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CT82SN*,570,25.4,No,22.440944881889767,5I,25.4,570.0,B36CT82SN.
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,B36FD50SN*,702,32.4,No,21.666666666666668,5A,32.4,702.0,B36FD50SN.
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,B36FD51SN*,702,32.4,No,21.666666666666668,5A,32.4,702.0,B36FD51SN.
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36IT900NP,585,23.6,No,24.78813559322034,5I-BI,23.6,585.0,B36IT900NP
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36IT905NP,579,23.6,No,24.533898305084744,5I-BI,23.6,579.0,B36IT905NP
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CFBI7360****,595,24.8,No,23.991935483870968,5I-BI,24.8,595.0,CFBI7360....
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CMVBI7360****,595,24.8,No,23.991935483870968,5I-BI,24.8,595.0,CMVBI7360....
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CVBI7360****,595,24.8,No,23.991935483870968,5I-BI,24.8,595.0,CVBI7360....
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,CFE28TP*M***,725,34.7,No,20.89337175792507,5A,34.7,725.0,CFE28TP.M...
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,CFE28UP*M***,725,34.7,No,20.89337175792507,5A,34.7,725.0,CFE28UP.M...
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CGE29DM*T***,681,35.2,No,19.346590909090907,5I,35.2,681.0,CGE29DM.T...
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CGE29DP*T***,681,35.2,No,19.346590909090907,5I,35.2,681.0,CGE29DP.T...
3A - All-Refrigerators - automatic defrost,VF108K0W,249,11.1,No,22.43243243243243,3A,11.1,249.0,VF108K0W
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ARBM150SE,423,17.6,No,24.034090909090907,5,17.6,423.0,ARBM150SE
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ARBM171DSE,453,21.1,No,21.46919431279621,5,21.1,453.0,ARBM171DSE
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ARBM172BSE,451,20.9,No,21.578947368421055,5,20.9,451.0,ARBM172BSE
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ARBM172SE,451,20.9,No,21.578947368421055,5,20.9,451.0,ARBM172SE
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ARBM172WE,451,20.9,No,21.578947368421055,5,20.9,451.0,ARBM172WE
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ARBM184FSE,465,22.7,No,20.484581497797357,5,22.7,465.0,ARBM184FSE
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,ARBM184FSE,549,22.7,No,24.185022026431717,5I,22.7,549.0,ARBM184FSE
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ARBM188**,466,23.0,No,20.26086956521739,5,23.0,466.0,ARBM188..
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ARBM188SE2,466,23.0,No,20.26086956521739,5,23.0,466.0,ARBM188SE2
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ARBM188WE2,466,23.0,No,20.26086956521739,5,23.0,466.0,ARBM188WE2
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BBBF2410IM2,400,9.5,No,42.10526315789474,5I-BI,9.5,400.0,BBBF2410IM2
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BBBF2813IM,515,15.5,No,33.225806451612904,5I-BI,15.5,515.0,BBBF2813IM
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BBBF3019IMWESS,556,20.0,No,27.8,5I-BI,20.0,556.0,BBBF3019IMWESS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBD30216SS,355,20.1,No,17.661691542288555,5,20.1,355.0,BFBD30216SS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFBD30216SSIM,438,20.1,No,21.791044776119403,5I,20.1,438.0,BFBD30216SSIM
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFBD30216SSIML,438,20.1,No,21.791044776119403,5I,20.1,438.0,BFBD30216SSIML
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBD30216SSL,355,20.1,No,17.661691542288555,5,20.1,355.0,BFBD30216SSL
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBF2412SL,294,13.3,No,22.105263157894736,5,13.3,294.0,BFBF2412SL
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBF2412SS,294,13.3,No,22.105263157894736,5,13.3,294.0,BFBF2412SS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBF2412WH,294,13.3,No,22.105263157894736,5,13.3,294.0,BFBF2412WH
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBF2414SL,286,13.8,No,20.724637681159418,5,13.8,286.0,BFBF2414SL
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBF2414SS,286,13.8,No,20.724637681159418,5,13.8,286.0,BFBF2414SS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBF2414WH,286,13.8,No,20.724637681159418,5,13.8,286.0,BFBF2414WH
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBF2815SS,327,17.1,No,19.12280701754386,5,17.1,327.0,BFBF2815SS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFBF2815SSIM,420,16.7,No,25.149700598802397,5I,16.7,420.0,BFBF2815SSIM
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBF30116SS,355,20.1,No,17.661691542288555,5,20.1,355.0,BFBF30116SS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFBF30116SSIM,438,20.1,No,21.791044776119403,5I,20.1,438.0,BFBF30116SSIM
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFBF30116WHIM,438,20.1,No,21.791044776119403,5I,20.1,438.0,BFBF30116WHIM
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBF30216SS,355,20.1,No,17.661691542288555,5,20.1,355.0,BFBF30216SS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFBF30216SSIM,438,20.1,No,21.791044776119403,5I,20.1,438.0,BFBF30216SSIM
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFBF30216SSIML,438,20.1,No,21.791044776119403,5I,20.1,438.0,BFBF30216SSIML
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BFBF30216SSL,355,20.1,No,17.661691542288555,5,20.1,355.0,BFBF30216SSL
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFFD30216SSIM,525,20.0,No,26.25,5I,20.0,525.0,BFFD30216SSIM
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFFD30216SSIMX,525,20.0,No,26.25,5I,20.0,525.0,BFFD30216SSIMX
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFFD3614ZSS,566,25.6,No,22.109375,5I,25.6,566.0,BFFD3614ZSS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFFD3616ZSS,565,26.2,No,21.564885496183205,5I,26.2,565.0,BFFD3616ZSS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFFD3624SS,566,24.9,No,22.73092369477912,5I,24.9,566.0,BFFD3624SS
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFFD3624XSS,566,24.9,No,22.73092369477912,5I-BI,24.9,566.0,BFFD3624XSS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFFD3624ZSS,566,25.6,No,22.109375,5I,25.6,566.0,BFFD3624ZSS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFFD3626SS,565,24.7,No,22.874493927125506,5I,24.7,565.0,BFFD3626SS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BFFD3626ZSS,565,26.2,No,21.564885496183205,5I,26.2,565.0,BFFD3626ZSS
7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,BFSB3622XSS,594,25.6,No,23.203125,7,25.6,594.0,BFSB3622XSS
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,BFTF2716BK,326,16.3,No,20.0,3,16.3,326.0,BFTF2716BK
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,BFTF2716SS,326,16.3,No,20.0,3,16.3,326.0,BFTF2716SS
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,BFTF2716WH,326,16.3,No,20.0,3,16.3,326.0,BFTF2716WH
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,K60340N,294,13.3,No,22.105263157894736,5,13.3,294.0,K60340N
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,REF24BMBIPNV,464,10.2,No,45.490196078431374,5I-BI,10.2,464.0,REF24BMBIPNV
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,REF24BMBPNB,372,10.4,No,35.76923076923077,5-BI,10.4,372.0,REF24BMBPNB
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,REF24BMFXNV,391,13.4,No,29.17910447761194,5,13.4,391.0,REF24BMFXNV
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,REF24PR,390,10.6,No,36.79245283018868,5-BI,10.6,390.0,REF24PR
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,REF28BMBIPNV,499,14.9,No,33.489932885906036,5I-BI,14.9,499.0,REF28BMBIPNV
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,REF30BMBPNB,467,19.4,No,24.07216494845361,5-BI,19.4,467.0,REF30BMBPNB
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,REF30BMBZPNV,551,19.4,No,28.402061855670105,5I-BI,19.4,551.0,REF30BMBZPNV
3A-BI - Built-In All-Refrigerators - automatic defrost,REF30RCBPNV,325,16.7,No,19.46107784431138,3A-BI,16.7,325.0,REF30RCBPNV
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,REF31BMFIX,535,20.9,No,25.598086124401917,5I,20.9,535.0,REF31BMFIX
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,REF31BMFX,451,20.9,No,21.578947368421055,5,20.9,451.0,REF31BMFX
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,REF36FDFIXNB,588,27.5,No,21.381818181818183,5I,27.5,588.0,REF36FDFIXNB
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,REF36FDFIXNV,588,27.5,No,21.381818181818183,5I,27.5,588.0,REF36FDFIXNV
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,REF36FDFZXNT,658,26.7,No,24.644194756554306,5A,26.7,658.0,REF36FDFZXNT
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BRFB1044SS,294,13.3,No,22.105263157894736,5,13.3,294.0,BRFB1044SS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BRFB1044WH,294,13.3,No,22.105263157894736,5,13.3,294.0,BRFB1044WH
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BRFB1045SS,286,13.8,No,20.724637681159418,5,13.8,286.0,BRFB1045SS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BRFB1045WH,286,13.8,No,20.724637681159418,5,13.8,286.0,BRFB1045WH
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,BRFB1051FFBI2,320,10.2,No,31.372549019607845,5-BI,10.2,320.0,BRFB1051FFBI2
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BRFB1052FFBI2,400,9.5,No,42.10526315789474,5I-BI,9.5,400.0,BRFB1052FFBI2
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,BRFB1312FBI,420,15.4,No,27.272727272727273,5-BI,15.4,420.0,BRFB1312FBI
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BRFB1312SS,395,14.0,No,28.214285714285715,5,14.0,395.0,BRFB1312SS
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BRFB1322FBI,515,15.5,No,33.225806451612904,5I-BI,15.5,515.0,BRFB1322FBI
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BRFB1532SS,327,17.1,No,19.12280701754386,5,17.1,327.0,BRFB1532SS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BRFB1542SS,420,16.7,No,25.149700598802397,5I,16.7,420.0,BRFB1542SS
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BRFB1920SS,556,20.0,No,27.8,5I-BI,20.0,556.0,BRFB1920SS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,BRFB21612SS,355,20.1,No,17.661691542288555,5,20.1,355.0,BRFB21612SS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BRFB21622SS,438,20.1,No,21.791044776119403,5I,20.1,438.0,BRFB21622SS
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BRFD2230XSS,566,24.9,No,22.73092369477912,5I-BI,24.9,566.0,BRFD2230XSS
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,K76540NEBU,473,20.0,No,23.65,5-BI,20.0,473.0,K76540NEBU
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,K76540NEBWU,557,20.0,No,27.85,5I-BI,20.0,557.0,K76540NEBWU
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BBB36*3,605,26.7,No,22.65917602996255,5I-BI,26.7,605.0,BBB36.3
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,FBFD361,566,24.9,No,22.73092369477912,5I-BI,24.9,566.0,FBFD361
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,CTMR101C1*,297,12.2,No,24.34426229508197,3,12.2,297.0,CTMR101C1.
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,CTMR142C1B,332,17.0,No,19.529411764705884,3,17.0,332.0,CTMR142C1B
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,CTMR142C1S,332,17.0,No,19.529411764705884,3,17.0,332.0,CTMR142C1S
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,CTMR142C1W,332,17.0,No,19.529411764705884,3,17.0,332.0,CTMR142C1W
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,CTMR145A1*,325,17.2,No,18.895348837209305,3,17.2,325.0,CTMR145A1.
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,CTMR145A1B,325,17.2,No,18.895348837209305,3,17.2,325.0,CTMR145A1B
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,CTMR145A1S,325,17.2,No,18.895348837209305,3,17.2,325.0,CTMR145A1S
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,CTMR145A1W,325,17.2,No,18.895348837209305,3,17.2,325.0,CTMR145A1W
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,CTMR180M1W,362,21.0,No,17.238095238095237,3,21.0,362.0,CTMR180M1W
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,CTMR183**#*,370,22.2,No,16.666666666666668,3,22.2,370.0,CTMR183....
