Product Class,Model Number,Annual Energy Use (kWh/yr),Adjusted Volume (ft3),Compact,energy_per_volume,code,adj_volume,annual_energy_use,regexed_model_no
3A-BI - Built-In All-Refrigerators - automatic defrost,CL3650R**/S/*/*,370,22.8,No,16.228070175438596,3A-BI,22.8,370.0,CL3650R../S/./.
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CL3650U**/S/*/*,596,24.7,No,24.129554655870447,5I-BI,24.7,596.0,CL3650U../S/./.
3A-BI - Built-In All-Refrigerators - automatic defrost,DEC2450R/*,302,13.3,No,22.706766917293233,3A-BI,13.3,302.0,DEC2450R/.
3A-BI - Built-In All-Refrigerators - automatic defrost,DEC3050R**/*,332,17.5,No,18.97142857142857,3A-BI,17.5,332.0,DEC3050R../.
3A-BI - Built-In All-Refrigerators - automatic defrost,DEC3650R**/*,362,21.7,No,16.682027649769587,3A-BI,21.7,362.0,DEC3650R../.
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,DET3050CI**/*,550,19.3,No,28.49740932642487,5I-BI,19.3,550.0,DET3050CI../.
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,MDTF18WHS*,362,21.1,No,17.156398104265403,3,21.1,362.0,MDTF18WHS.
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,MDTF18WHSR*,362,21.1,No,17.156398104265403,3,21.1,362.0,MDTF18WHSR.
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,MDTF18WHSRPRO*,362,21.1,No,17.156398104265403,3,21.1,362.0,MDTF18WHSRPRO.
3A - All-Refrigerators - automatic defrost,VSF11US2A16,249,11.1,No,22.43243243243243,3A,11.1,249.0,VSF11US2A16
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,VBBM0840EWEI,464,10.2,No,45.490196078431374,5I-BI,10.2,464.0,VBBM0840EWEI
