Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Adjusted_Volume__Cubic_Feet__d,Product_Group_Code_Description_s,energy_per_volume,source,adj_volume,annual_energy_use,regexed_model_no,exists_in_other_db
**KR*24***31A,MOKR224-SS31A,311.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.56140350877193,doe,5.7,311.0,MOKR224-SS31A,False
**KR*24***31A,MLKR224-IS01A,311.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.56140350877193,doe,5.7,311.0,MLKR224-IS01A,False
**KR*24***31A,LOKR224-SS51A,311.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.56140350877193,doe,5.7,311.0,LOKR224-SS51A,False
**KR*24***31A,LOKR224-SS41A,311.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.56140350877193,doe,5.7,311.0,LOKR224-SS41A,False
**KR*24***31A,GOKR224-DSS41A,311.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.56140350877193,doe,5.7,311.0,GOKR224-DSS41A,False
**KR*24***31A,DOKR224-FSS51A,311.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.56140350877193,doe,5.7,311.0,DOKR224-FSS51A,False
MPBD424-SS31A,MPBD424-IS31A,154.0,4.9,(13A.) Compact all-refrigerators - automatic defrost,31.428571428571427,doe,4.9,154.0,MPBD424-IS31A,False
MPBD424-SG31A,MPBD424-IG31A,170.0,4.9,(13A.) Compact all-refrigerators - automatic defrost,34.69387755102041,doe,4.9,170.0,MPBD424-IG31A,False
MPBD424-SS31A,MLBD224-SS01A,154.0,4.9,(13A.) Compact all-refrigerators - automatic defrost,31.428571428571427,doe,4.9,154.0,MLBD224-SS01A,False
MPBD424-SG31A,MLBD224-IG01A,170.0,4.9,(13A.) Compact all-refrigerators - automatic defrost,34.69387755102041,doe,4.9,170.0,MLBD224-IG01A,False
MPWD424-SG31A,MPWD424-SG31A,129.0,4.9,(13A.) Compact all-refrigerators - automatic defrost,26.326530612244895,doe,4.9,129.0,MPWD424-SG31A,False
MPWD424-IS31A,MPWD424-IS31A,129.0,4.9,(13A.) Compact all-refrigerators - automatic defrost,26.326530612244895,doe,4.9,129.0,MPWD424-IS31A,False
MPWD424-IG31A,MPWD424-IG31A,129.0,4.9,(13A.) Compact all-refrigerators - automatic defrost,26.326530612244895,doe,4.9,129.0,MPWD424-IG31A,False
MLWD224-SS01A,MLWD224-SS01A,129.0,4.9,(13A.) Compact all-refrigerators - automatic defrost,26.326530612244895,doe,4.9,129.0,MLWD224-SS01A,False
MLWD224-IG01A,MLWD224-IG01A,129.0,4.9,(13A.) Compact all-refrigerators - automatic defrost,26.326530612244895,doe,4.9,129.0,MLWD224-IG01A,False
MLDR*24-SS71A,MLDR*24-SS71A,217.0,5.0,(13A.) Compact all-refrigerators - automatic defrost,43.4,doe,5.0,217.0,MLDR.24-SS71A,False
MLDR*24-IS71A,MLDR*24-IS71A,217.0,5.0,(13A.) Compact all-refrigerators - automatic defrost,43.4,doe,5.0,217.0,MLDR.24-IS71A,False
VRUO5241DSS,VRUO5241DSS,219.0,5.0,(13A.) Compact all-refrigerators - automatic defrost,43.8,doe,5.0,219.0,VRUO5241DSS,False
MCUF3STE,321755187,244.0,5.3,(16.) Compact upright freezers with manual defrost,46.0377358490566,doe,5.3,244.0,321755187,False
MCUF3BE,321755151,244.0,5.3,(16.) Compact upright freezers with manual defrost,46.0377358490566,doe,5.3,244.0,321755151,False
MCUF3WE,321755150,244.0,5.3,(16.) Compact upright freezers with manual defrost,46.0377358490566,doe,5.3,244.0,321755150,False
HMAR265SE,318796657,215.0,2.6,(11A.) Compact all-refrigerators - manual defrost,82.6923076923077,doe,2.6,215.0,318796657,False
HMBR265BE1,203532988,215.0,2.6,(11A.) Compact all-refrigerators - manual defrost,82.6923076923077,doe,2.6,215.0,203532988,False
HMBR265WE1,203405145,215.0,2.6,(11A.) Compact all-refrigerators - manual defrost,82.6923076923077,doe,2.6,215.0,203405145,False
HMCF5B4,311895691,218.0,8.8,(18.) Compact chest freezers,24.77272727272727,doe,8.8,218.0,311895691,False
HMCF5W4,311895690,218.0,8.8,(18.) Compact chest freezers,24.77272727272727,doe,8.8,218.0,311895690,False
HMCR320WE,305971707,322.0,3.9,(12.) Compact refrigerator-freezers - partial automatic defrost,82.56410256410257,doe,3.9,322.0,305971707,False
HVDR430ST,300182722,329.0,5.3,(12.) Compact refrigerator-freezers - partial automatic defrost,62.07547169811321,doe,5.3,329.0,300182722,False
HMR440WE,305026421,228.0,4.4,(11A.) Compact all-refrigerators - manual defrost,51.81818181818181,doe,4.4,228.0,305026421,False
MCR170WE,310499379,208.0,1.7,(11A.) Compact all-refrigerators - manual defrost,122.3529411764706,doe,1.7,208.0,310499379,False
MCAR170STE,306192666,245.0,1.7,(13A.) Compact all-refrigerators - automatic defrost,144.11764705882354,doe,1.7,245.0,306192666,False
MCAR170BE,305216326,245.0,1.7,(13A.) Compact all-refrigerators - automatic defrost,144.11764705882354,doe,1.7,245.0,305216326,False
HMAR170WE,305026543,245.0,1.7,(13A.) Compact all-refrigerators - automatic defrost,144.11764705882354,doe,1.7,245.0,305026543,False
HMCF35W5,313922431,191.0,6.2,(18.) Compact chest freezers,30.806451612903224,doe,6.2,191.0,313922431,False
HMCF9W3,313864036,217.0,15.3,(10.) Chest freezers and all other freezers except compact freezers,14.183006535947712,doe,15.3,217.0,313864036,False
HMDR310SE,205429696,320.0,3.7,(12.) Compact refrigerator-freezers - partial automatic defrost,86.48648648648648,doe,3.7,320.0,205429696,False
HMDR310WE,205429697,320.0,3.7,(12.) Compact refrigerator-freezers - partial automatic defrost,86.48648648648648,doe,3.7,320.0,205429697,False
GLR40TRDER,308105315,325.0,5.0,(12.) Compact refrigerator-freezers - partial automatic defrost,65.0,doe,5.0,325.0,308105315,False
GLR40TBKER,308105317,325.0,5.0,(12.) Compact refrigerator-freezers - partial automatic defrost,65.0,doe,5.0,325.0,308105317,False
WHR31TS4E,313862801,320.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,84.21052631578948,doe,3.8,320.0,313862801,False
GLR31TBKER,307781509,320.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,84.21052631578948,doe,3.8,320.0,307781509,False
GLR76TWEER,314311874,347.0,8.6,(12.) Compact refrigerator-freezers - partial automatic defrost,40.348837209302324,doe,8.6,347.0,314311874,False
GLR76TBEER,314311876,347.0,8.6,(12.) Compact refrigerator-freezers - partial automatic defrost,40.348837209302324,doe,8.6,347.0,314311876,False
GLR76TRDER,308494638,325.0,8.6,(12.) Compact refrigerator-freezers - partial automatic defrost,37.79069767441861,doe,8.6,325.0,308494638,False
GLR31TBEER,308105308,320.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,84.21052631578948,doe,3.8,320.0,308105308,False
PD5180TCIM,T24UC920DS,499.0,6.6,(15I.) Compact refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker,75.60606060606061,doe,6.6,499.0,T24UC920DS,False
PR5181SRR,SRVBC050L,304.0,5.0,(13A.) Compact all-refrigerators - automatic defrost,60.8,doe,5.0,304.0,SRVBC050L,False
HD-273FN,BVIREF7W,375.0,8.2,(12.) Compact refrigerator-freezers - partial automatic defrost,45.73170731707317,doe,8.2,375.0,BVIREF7W,False
A224BEV-S,A224BEV-S,309.0,5.6,(13A.) Compact all-refrigerators - automatic defrost,55.17857142857143,doe,5.6,309.0,A224BEV-S,False
A115R-S,A115R-S,285.0,3.0,(13A.) Compact all-refrigerators - automatic defrost,95.0,doe,3.0,285.0,A115R-S,False
A124R-O,A124R-O,305.0,5.1,(13A.) Compact all-refrigerators - automatic defrost,59.80392156862745,doe,5.1,305.0,A124R-O,False
C1BIR24,C1BIR24,252.0,5.1,(13A.) Compact all-refrigerators - automatic defrost,49.411764705882355,doe,5.1,252.0,C1BIR24,False
DCM5QR*WW,DCM5QRWW,216.0,8.7,(18.) Compact chest freezers,24.827586206896555,doe,8.7,216.0,DCM5QRWW,False
DCM7QR*WW,317213435,249.0,12.2,(18.) Compact chest freezers,20.40983606557377,doe,12.2,249.0,317213435,False
FAB10U,FAB10ULDUN3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULDUN3,False
FAB10U,FAB10URDUN3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URDUN3,False
FAB10U,FAB10ULDCC3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULDCC3,False
FAB10U,FAB10URDCC3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URDCC3,False
FAB10U,FAB10ULWHM3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULWHM3,False
FAB10U,FAB10URWHM3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URWHM3,False
FAB10U,FAB10URDSP3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URDSP3,False
FAB10U,FAB10URDUJ3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URDUJ3,False
FAB10U,FAB10URDUS3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URDUS3,False
FAB10U,FAB10URDIT3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URDIT3,False
FAB10U,FAB10URWH3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URWH3,False
FAB10U,FAB10UROR3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10UROR3,False
FAB10U,FAB10URLI3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URLI3,False
FAB10U,FAB10URSV3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URSV3,False
FAB10U,FAB10URBL3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10URBL3,False
FAB10U,FAB10ULDMM3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULDMM3,False
FAB10U,FAB10ULDGC3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULDGC3,False
FAB10U,FAB10ULDAG3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULDAG3,False
FAB10U,FAB10ULDSP3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULDSP3,False
FAB10U,FAB10ULDIT3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULDIT3,False
FAB10U,FAB10ULYW3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULYW3,False
FAB10U,FAB10ULBE3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULBE3,False
FAB10U,FAB10ULPK3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULPK3,False
FAB10U,FAB10ULPG3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULPG3,False
FAB10U,FAB10ULPB3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULPB3,False
FAB10U,FAB10ULSV3,299.0,4.7,(12.) Compact refrigerator-freezers - partial automatic defrost,63.61702127659574,doe,4.7,299.0,FAB10ULSV3,False
GZF5_13A_N6,ZIFS240N****,308.0,5.4,(13A.) Compact all-refrigerators - automatic defrost,57.03703703703703,doe,5.4,308.0,ZIFS240N....,False
GZD5_13A_N6,ZIDS240N****,305.0,5.1,(13A.) Compact all-refrigerators - automatic defrost,59.80392156862745,doe,5.1,305.0,ZIDS240N....,False
GZD5_13A_N6,ZIDI240H****,305.0,5.1,(13A.) Compact all-refrigerators - automatic defrost,59.80392156862745,doe,5.1,305.0,ZIDI240H....,False
GZOD5_13A_N6,ZDOD240N****,308.0,5.4,(13A.) Compact all-refrigerators - automatic defrost,57.03703703703703,doe,5.4,308.0,ZDOD240N....,False
QF9_10_M,XCM9DM****,227.0,16.5,(10.) Chest freezers and all other freezers except compact freezers,13.757575757575758,doe,16.5,227.0,XCM9DM....,False
QF9_10_M,HCM9DM****,227.0,16.5,(10.) Chest freezers and all other freezers except compact freezers,13.757575757575758,doe,16.5,227.0,HCM9DM....,False
F9_10_R,FCM9SR****,220.0,15.5,(10.) Chest freezers and all other freezers except compact freezers,14.193548387096774,doe,15.5,220.0,FCM9SR....,False
QF16S_10_L,FCM16SL****,308.0,27.6,(10.) Chest freezers and all other freezers except compact freezers,11.159420289855072,doe,27.6,308.0,FCM16SL....,False
QF5_18_M,HF50C*20*,219.0,9.0,(18.) Compact chest freezers,24.333333333333332,doe,9.0,219.0,HF50C.20.,False
1W1060,WZC5116LW,313.0,28.2,(10.) Chest freezers and all other freezers except compact freezers,11.099290780141844,doe,28.2,313.0,WZC5116LW,False
1W1060,AZC5216LW,313.0,28.2,(10.) Chest freezers and all other freezers except compact freezers,11.099290780141844,doe,28.2,313.0,AZC5216LW,False
1W1060,MZC5216LW,313.0,28.2,(10.) Chest freezers and all other freezers except compact freezers,11.099290780141844,doe,28.2,313.0,MZC5216LW,False
4w10g20-08,WZC3122D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,WZC3122D.,False
4w10g20-08,WZC5422D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,WZC5422D.,False
4w10j50-16,WZC3115D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC3115D.,False
4w10j50-16,WZC5415D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC5415D.,False
4w10g20-04,AZC31T22D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,AZC31T22D.,False
4w10g20-04,MZC3122F***,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,MZC3122F...,False
4w10g20-04,WZC5422D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,WZC5422D.,False
4w10g20-05,AZC31T22D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,AZC31T22D.,False
4w10g20-05,MZC3122F***,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,MZC3122F...,False
4w10g20-05,WZC3122D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,WZC3122D.,False
4w10g20-06,MZC3122F***,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,MZC3122F...,False
4w10g20-06,WZC3122D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,WZC3122D.,False
4w10g20-06,WZC5422D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,WZC5422D.,False
4w10g20-07,AZC31T22D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,AZC31T22D.,False
4w10g20-07,WZC5422D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,WZC5422D.,False
4w10j50-08,WZC5415D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC5415D.,False
4w10j50-09,WZC3115D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC3115D.,False
4w10j50-09,WZC5415D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC5415D.,False
4w10j50-10,AZC31T15D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,AZC31T15D.,False
4w10j50-10,WZC5415D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC5415D.,False
4w10j50-11,WZC3115D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC3115D.,False
4w10j50-11,WZC5415D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC5415D.,False
4w10j50-12,WZC5415D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC5415D.,False
4w10j50-12,WZC3115D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC3115D.,False
4w10j50-13,AZC31T15D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,AZC31T15D.,False
4w10j50-13,WZC5415D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC5415D.,False
4w10j50-14,AZC31T15D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,AZC31T15D.,False
4w10j50-14,WZC3115D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC3115D.,False
4w10j50-14,WZC5415D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC5415D.,False
4w10j50-15,AZC31T15D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,AZC31T15D.,False
4w10j50-15,MZC31T15D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,MZC31T15D.,False
4w10j50-15,WZC3115D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC3115D.,False
4w10j50-15,WZC5415D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC5415D.,False
BD-150-01,AQC0501GRW,215.0,8.8,(18.) Compact chest freezers,24.43181818181818,doe,8.8,215.0,AQC0501GRW,False
BD-255,AQC0902GRW,219.0,15.8,(10.) Chest freezers and all other freezers except compact freezers,13.860759493670885,doe,15.8,219.0,AQC0902GRW,False
800-127V80WT,800-127V80WT,203.0,1.9,(16.) Compact upright freezers with manual defrost,106.8421052631579,doe,1.9,203.0,800-127V80WT,False
800-127V80BK,800-127V80BK,203.0,1.9,(16.) Compact upright freezers with manual defrost,106.8421052631579,doe,1.9,203.0,800-127V80BK,False
800-128V80BK,800-128V80WT,312.0,3.9,(12.) Compact refrigerator-freezers - partial automatic defrost,80.0,doe,3.9,312.0,800-128V80WT,False
800-129V80WT,800-129V80WT,218.0,3.2,(11A.) Compact all-refrigerators - manual defrost,68.125,doe,3.2,218.0,800-129V80WT,False
800-129V80BK,800-129V80BK,218.0,3.2,(11A.) Compact all-refrigerators - manual defrost,68.125,doe,3.2,218.0,800-129V80BK,False
HCM9CTCD,HCM9CTCD,220.0,15.5,(10.) Chest freezers and all other freezers except compact freezers,14.193548387096774,doe,15.5,220.0,HCM9CTCD,False
BD-200B-E,HBFRF713,250.0,12.3,(18.) Compact chest freezers,20.32520325203252,doe,12.3,250.0,HBFRF713,False
BD-150B-E,HBFRF513-B,218.0,8.8,(18.) Compact chest freezers,24.77272727272727,doe,8.8,218.0,HBFRF513-B,False
WL50,CRP48,190.0,1.8,(11A.) Compact all-refrigerators - manual defrost,105.55555555555556,doe,1.8,190.0,CRP48,False
WL50,CRP50,190.0,1.8,(11A.) Compact all-refrigerators - manual defrost,105.55555555555556,doe,1.8,190.0,CRP50,False
WL60,CRP58,190.0,2.1,(11A.) Compact all-refrigerators - manual defrost,90.47619047619047,doe,2.1,190.0,CRP58,False
WL60,CRP60,190.0,2.1,(11A.) Compact all-refrigerators - manual defrost,90.47619047619047,doe,2.1,190.0,CRP60,False
FLOW45,CRW45,180.0,1.6,(11A.) Compact all-refrigerators - manual defrost,112.5,doe,1.6,180.0,CRW45,False
FLOW45,P45 PRO,180.0,1.6,(11A.) Compact all-refrigerators - manual defrost,112.5,doe,1.6,180.0,P45 PRO,False
FLOW45,CRT45,180.0,1.6,(11A.) Compact all-refrigerators - manual defrost,112.5,doe,1.6,180.0,CRT45,False
FLOW55,CRT55,160.0,1.9,(11A.) Compact all-refrigerators - manual defrost,84.21052631578948,doe,1.9,160.0,CRT55,False
FLOW55,CRW55,160.0,1.9,(11A.) Compact all-refrigerators - manual defrost,84.21052631578948,doe,1.9,160.0,CRW55,False
CR50,CRT35,168.0,1.7,(11A.) Compact all-refrigerators - manual defrost,98.82352941176471,doe,1.7,168.0,CRT35,False
CR50,CR40,168.0,1.7,(11A.) Compact all-refrigerators - manual defrost,98.82352941176471,doe,1.7,168.0,CR40,False
CR50,CR32,168.0,1.7,(11A.) Compact all-refrigerators - manual defrost,98.82352941176471,doe,1.7,168.0,CR32,False
CR50,CRT55,168.0,1.7,(11A.) Compact all-refrigerators - manual defrost,98.82352941176471,doe,1.7,168.0,CRT55,False
CR50,CRT45,168.0,1.7,(11A.) Compact all-refrigerators - manual defrost,98.82352941176471,doe,1.7,168.0,CRT45,False
CR50,E50,168.0,1.7,(11A.) Compact all-refrigerators - manual defrost,98.82352941176471,doe,1.7,168.0,E50,False
CR50,E40,168.0,1.7,(11A.) Compact all-refrigerators - manual defrost,98.82352941176471,doe,1.7,168.0,E40,False
CR50,CR42,168.0,1.7,(11A.) Compact all-refrigerators - manual defrost,98.82352941176471,doe,1.7,168.0,CR42,False
D61 PRO,D51 PRO,232.0,1.8,(11A.) Compact all-refrigerators - manual defrost,128.88888888888889,doe,1.8,232.0,D51 PRO,False
D61 PRO,D43 PRO,232.0,1.8,(11A.) Compact all-refrigerators - manual defrost,128.88888888888889,doe,1.8,232.0,D43 PRO,False
D61 PRO,ETERNAL61,232.0,1.8,(11A.) Compact all-refrigerators - manual defrost,128.88888888888889,doe,1.8,232.0,ETERNAL61,False
SPR623OSCSS,FF65BSS***,294.0,4.6,(13A.) Compact all-refrigerators - automatic defrost,63.913043478260875,doe,4.6,294.0,FF65BSS...,False
SPR623OSCSS,CL681ROS***,294.0,4.6,(13A.) Compact all-refrigerators - automatic defrost,63.913043478260875,doe,4.6,294.0,CL681ROS...,False
BC-75WSD/HC,SDR30***,280.0,2.5,(13A.) Compact all-refrigerators - automatic defrost,112.0,doe,2.5,280.0,SDR30...,False
SPR618OS,ASDS2413CSS***,215.0,3.1,(13A.) Compact all-refrigerators - automatic defrost,69.35483870967742,doe,3.1,215.0,ASDS2413CSS...,False
BC-82WS/HC,SPR618OS***,215.0,3.1,(13A.) Compact all-refrigerators - automatic defrost,69.35483870967742,doe,3.1,215.0,SPR618OS...,False
ASDS2413,SDSS2447***,215.0,3.1,(13A.) Compact all-refrigerators - automatic defrost,69.35483870967742,doe,3.1,215.0,SDSS2447...,False
ASDS2413,ADSS2443***,215.0,3.1,(13A.) Compact all-refrigerators - automatic defrost,69.35483870967742,doe,3.1,215.0,ADSS2443...,False
ASDS2413,LASS2432***,215.0,3.1,(13A.) Compact all-refrigerators - automatic defrost,69.35483870967742,doe,3.1,215.0,LASS2432...,False
HFC88N6AWD,LC88D6EWD,220.0,15.4,(10.) Chest freezers and all other freezers except compact freezers,14.285714285714285,doe,15.4,220.0,LC88D6EWD,False
HFC88N6AWD,LC88D6E*D,220.0,15.4,(10.) Chest freezers and all other freezers except compact freezers,14.285714285714285,doe,15.4,220.0,LC88D6E.D,False
HFC105N6AWD,HFC105N6AWD,242.0,18.5,(10.) Chest freezers and all other freezers except compact freezers,13.08108108108108,doe,18.5,242.0,HFC105N6AWD,False
FC70D6EWD,FC70D6E*D,250.0,12.3,(18.) Compact chest freezers,20.32520325203252,doe,12.3,250.0,FC70D6E.D,False
FC70D6EWD,LC70D6E*D,250.0,12.3,(18.) Compact chest freezers,20.32520325203252,doe,12.3,250.0,LC70D6E.D,False
FC70D6EWD,LC70D6EWD,250.0,12.3,(18.) Compact chest freezers,20.32520325203252,doe,12.3,250.0,LC70D6EWD,False
FC70D6EWD,2PA*CF70,250.0,12.3,(18.) Compact chest freezers,20.32520325203252,doe,12.3,250.0,2PA.CF70,False
FC50D6EWD,HSC-185HU*,218.0,8.9,(18.) Compact chest freezers,24.49438202247191,doe,8.9,218.0,HSC-185HU.,False
FC50D6EWD,FC50D6E*D,218.0,8.9,(18.) Compact chest freezers,24.49438202247191,doe,8.9,218.0,FC50D6E.D,False
FC50D6EWD,DSC-185H*,218.0,8.9,(18.) Compact chest freezers,24.49438202247191,doe,8.9,218.0,DSC-185H.,False
FC50D6EWD,LC50D6E*D,218.0,8.9,(18.) Compact chest freezers,24.49438202247191,doe,8.9,218.0,LC50D6E.D,False
FC50D6EWD,LC50D6EWD,218.0,8.9,(18.) Compact chest freezers,24.49438202247191,doe,8.9,218.0,LC50D6EWD,False
FC50D6EWD,WFC050M6XWD,218.0,8.9,(18.) Compact chest freezers,24.49438202247191,doe,8.9,218.0,WFC050M6XWD,False
FC50D6EWD,2PA*CF50,218.0,8.9,(18.) Compact chest freezers,24.49438202247191,doe,8.9,218.0,2PA.CF50,False
FC34D6EWD,FC34D6E*D,191.0,6.0,(18.) Compact chest freezers,31.833333333333332,doe,6.0,191.0,FC34D6E.D,False
FC34D6EWD,LC34D6EWD,191.0,6.0,(18.) Compact chest freezers,31.833333333333332,doe,6.0,191.0,LC34D6EWD,False
FC34D6EWD,FC34D6EWD,191.0,6.0,(18.) Compact chest freezers,31.833333333333332,doe,6.0,191.0,FC34D6EWD,False
FC34D6EWD,2AW*CF34,191.0,6.0,(18.) Compact chest freezers,31.833333333333332,doe,6.0,191.0,2AW.CF34,False
FC34D6EWD,LC34D6E*D,191.0,6.0,(18.) Compact chest freezers,31.833333333333332,doe,6.0,191.0,LC34D6E.D,False
FC87D6EWD,LC87D6EWD,218.0,15.3,(10.) Chest freezers and all other freezers except compact freezers,14.248366013071895,doe,15.3,218.0,LC87D6EWD,False
FC87D6EWD,FC87D6E*D,218.0,15.3,(10.) Chest freezers and all other freezers except compact freezers,14.248366013071895,doe,15.3,218.0,FC87D6E.D,False
FC70D6EWE,LC70D6E*E,225.0,12.3,(18.) Compact chest freezers,18.29268292682927,doe,12.3,225.0,LC70D6E.E,False
FC70D6EWE,LC70D6EWE,225.0,12.3,(18.) Compact chest freezers,18.29268292682927,doe,12.3,225.0,LC70D6EWE,False
