Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1816HR,206520610,18000.0,1600.0,11.1,No,No,http://www.lg.com/global/support/ftclabel,206520610
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1216HR,206520620,12000.0,1060.0,11.2,No,No,http://www.lg.com/global/support/ftclabel,206520620
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1217ERSM,300422888,12000.0,990.0,12.0,No,No,http://www.lg.com/global/support/ftclabel,300422888
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1017ERSM,300422896,10000.0,820.0,12.0,No,No,http://www.lg.com/global/support/ftclabel,300422896
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1816ER,206520618,18000.0,1510.0,11.8,No,No,http://www.lg.com/global/support/ftclabel,206520618
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1516ER,206520622,15000.0,1260.0,11.8,No,No,http://www.lg.com/global/support/ftclabel,206520622
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1216ER,206520589,12000.0,990.0,12.0,No,No,http://www.lg.com/global/support/ftclabel,206520589
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8016ER,206520588,8000.0,660.0,12.0,No,No,http://www.lg.com/global/support/ftclabel,206520588
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW6017R,300422895,6000.0,520.0,11.3,No,No,http://www.lg.com/global/support/ftclabel,300422895
LG,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",LT1430CNR,313217844,14000.0,1500.0,9.3,No,No,http://www.lg.com/global/support/ftclabel,313217844
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1037HNR,301771201,10000.0,1020.0,9.7,No,No,http://www.lg.com/global/support/ftclabel,301771201
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1236CER,206795968,11800.0,1110.0,10.5,No,No,http://www.lg.com/global/support/ftclabel,206795968
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1216CER,206795958,11800.0,1110.0,10.5,No,No,http://www.lg.com/global/support/ftclabel,206795958
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1016CER,206795952,9800.0,920.0,10.6,No,No,http://www.lg.com/global/support/ftclabel,206795952
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT0816CER,206795936,8000.0,750.0,10.6,No,No,http://www.lg.com/global/support/ftclabel,206795936
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8022IVSM,1006792754,8000.0,700.0,15.5,No,No,http://www.lg.com/global/support/ftclabel,1006792754
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2422IVSM,1006800232,23500.0,2570.0,14.3,No,No,http://www.lg.com/global/support/ftclabel,1006800232
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1822ERSM,1006792751,18000.0,1580.0,11.8,No,No,http://www.lg.com/global/support/ftclabel,1006792751
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1222IVSM,1006876065,12000.0,1020.0,15.0,No,No,http://www.lg.com/global/support/ftclabel,1006876065
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1022IVSM,1006792755,10000.0,970.0,15.0,No,No,http://www.lg.com/global/support/ftclabel,1006792755
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1022ERSM,1006876067,10000.0,820.0,12.0,No,No,http://www.lg.com/global/support/ftclabel,1006876067
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1521ERSM,315545386,15000.0,1260.0,11.8,No,No,http://www.lg.com/global/support/ftclabel,315545386
OLMO,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",OW-P08AC115V5SC,OW-P08AC115V5SC,8000.0,750.0,10.6,No,No,http://www.olmo-comfort.com/,OW-P08AC115V5SC
OLMO,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",OW-P12AC230V5SC,OW-P12AC230V5SC,12000.0,1140.0,10.5,No,No,http://www.olmo-comfort.com/,OW-P12AC230V5SC
OLMO,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",OW-P12HS230V6TW,OW-P12HS230V6TW,12000.0,1260.0,9.5,No,No,http://www.olmo-comfort.com/,OW-P12HS230V6TW
OLMO,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",OW-P14AC230V5SC,OW-P14AC230V5SC,14000.0,1500.0,9.3,No,No,http://www.olmo-comfort.com/,OW-P14AC230V5SC
OLMO,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",OW-P14HS230V6TW,OW-P14HS230V6TW,14000.0,1500.0,9.3,No,No,http://www.olmo-comfort.com/,OW-P14HS230V6TW
Brothers,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",102087,102087,18000.0,1510.0,11.8,No,No,By annual report date,102087
Brothers,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",102054,102054,18500.0,1720.0,10.7,No,No,By annual report date,102054
Brothers,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",102132,102132,12000.0,1260.0,9.5,No,No,By annual report date,102132
MIDEA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MAW08V1QWT,315241074,8000.0,690.0,15.0,No,No,https://www.midea.com/us/Air-Conditioners/Window-Air-Conditioners,315241074
TOSHIBA,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",RAC-WK1823ESCWRU,318519287,18000.0,1510.0,11.8,No,No,"https://www.toshiba-lifestyle.com/us/Air-Conditioners/Window-Air-Conditioners/18,000-BTU-Smart-Window-AC",318519287
TOSHIBA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",RAC-WK0812ESCWRU,311290366,8000.0,680.0,11.4,No,No,https://www.homedepot.com/p/Toshiba-8-000-BTU-115-Volt-Smart-Wi-Fi-Window-Air-Conditioner-with-Remote-and-ENERGY-STAR-in-White-RAC-WK0812ESCWR/311290366,311290366
TOSHIBA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",RAC-WK1212ESCWRU,311290365,12000.0,1030.0,11.4,No,No,https://www.homedepot.com/p/Toshiba-12-000-BTU-115-Volt-Smart-Wi-Fi-Window-Air-Conditioner-with-Remote-and-ENERGY-STAR-in-White-RAC-WK1212ESCWR/311290365,311290365
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA051WA1,FFRA051WA1,5000.0,450.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA051WA1_EG.pdf,FFRA051WA1
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA082WA1,FFRA082WA1,8000.0,720.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA082WA1_EG.pdf,FFRA082WA1
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC8001W,WAC8001W,8000.0,730.0,10.9,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562013440/Koldfront/WAC8001W_Energy_Guide.pdf,WAC8001W
Koldfront,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTC12001W,WTC12001W,12000.0,1250.0,9.5,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029441/Koldfront/WTC12001W_Energy_Guide.pdf,WTC12001W
Koldfront,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",WTC14012WCO230V,WTC14012WCO230V,14000.0,1510.0,9.3,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029522/Koldfront/WTC14012WCO230V_Energy_Guide.pdf,WTC14012WCO230V
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ10DCH** (230),AJEQ10DCH**,10100.0,950.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJEQ10DCH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DCH** (208),AJEQ12DCH**,11800.0,1110.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJEQ12DCH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DCH** (208),AJEM12DCH**,11800.0,1110.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJEM12DCH..
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ08ACH**,AJEQ08ACH**,8600.0,800.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJEQ08ACH..
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AJCQ14DCH** (230),AJCQ14DCH**,14100.0,1400.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJCQ14DCH..
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ08AWH**,AJEQ08AWH**,8300.0,780.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJEQ08AWH..
GE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",AJHQ08ACH**,AJHQ08ACH**,8300.0,790.0,9.8,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJHQ08ACH..
GE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",AJHQ12DCH** (230),AJHQ12DCH**,11700.0,1140.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJHQ12DCH..
GE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",AJHQ08AWH**,AJHQ08AWH**,8300.0,790.0,9.8,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJHQ08AWH..
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AJEQ14DWH** (208),AJEQ14DWH**,14000.0,1430.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJEQ14DWH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DWH** (230),AJEM12DWH**,12000.0,1150.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJEM12DWH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DWH** (230),AJEQ12DWH**,12000.0,1150.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJEQ12DWH..
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ10DWH** (230),AJEQ10DWH**,10100.0,940.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJEQ10DWH..
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AJCQ14DWH** (230),AJCQ14DWH**,14300.0,1470.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJCQ14DWH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DWH** (230),AJCM12DWH**,12100.0,1100.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJCM12DWH..
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DWH** (230),AJCM10DWH**,10200.0,940.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJCM10DWH..
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AKEQ14DCH** (230),AKEQ14DCH**,14200.0,1430.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AKEQ14DCH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKEQ14DCH** (208),AKEQ14DCH**,13900.0,1410.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AKEQ14DCH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKEQ12DCH** (230),AKEQ12DCH**,12100.0,1180.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AKEQ12DCH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKEQ12DCH** (208),AKEQ12DCH**,11600.0,1170.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AKEQ12DCH..
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKEQ10DCH** (208),AKEQ10DCH**,9800.0,940.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AKEQ10DCH..
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AKCQ14DCH** (230),AKCQ14DCH**,14400.0,1500.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AKCQ14DCH..
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AKCQ14DCH** (208),AKCQ14DCH**,14100.0,1460.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AKCQ14DCH..
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA101ZAE,FFRA101ZAE,10100.0,920.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA101ZAE_EG.pdf,FFRA101ZAE
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA052ZA1,FFRA052ZA1,5000.0,450.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA052ZA1_EG.pdf,FFRA052ZA1
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA051ZA1,FFRA051ZA1,5000.0,450.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA051ZA1_EG.pdf,FFRA051ZA1
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA102ZA1,FFRA102ZA1,10100.0,920.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA102ZA1_EG.pdf,FFRA102ZA1
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA082ZA1,FFRA082ZA1,8000.0,730.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA082ZA1_EG.pdf,FFRA082ZA1
Frigidaire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",FFTH1422U2,FFTH1422U2 (208V),14000.0,1500.0,9.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH1422U_EG.pdf,FFTH1422U2 
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTH1222U2,FFTH1222U2 (208V),11700.0,1220.0,9.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH1222U_EG.pdf,FFTH1222U2 
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTH1022U2,FFTH1022U2 (208V),9800.0,1010.0,9.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH1022U_EG.pdf,FFTH1022U2 
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTH1022U2,FFTH1022U2 (230V),10000.0,1030.0,9.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH1022U_EG.pdf,FFTH1022U2 
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTH0822U1,FFTH0822U1,8400.0,860.0,9.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH0822U_EG.pdf,FFTH0822U1
Frigidaire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",FFTA1422U2,FFTA1422U2 (230V),14100.0,1510.0,9.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1422U_EG.pdf,FFTA1422U2 
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTA1233U2,FFTA1233U2 (230V),12200.0,1150.0,10.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1233U2_EG.pdf,FFTA1233U2 
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTA1233U1,FFTA1233U1,12000.0,1130.0,10.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1233U1_EG.pdf,FFTA1233U1
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA1033U2,FFTA1033U2 (230V),10000.0,930.0,10.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1033U2_EG.pdf,FFTA1033U2 
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA0833U1,FFTA0833U1,8400.0,780.0,10.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA0833U_EG.pdf,FFTA0833U1
Frigidaire,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",FFRA2822U2,FFRA2822U2E (208V),28000.0,3100.0,9.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA2822U2E_EG.pdf,FFRA2822U2E 
Frigidaire,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",FFRA2822U2,FFRA2822U2E (230V),28300.0,3130.0,9.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA2822U2E_EG.pdf,FFRA2822U2E 
Frigidaire,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",FFRA2822U2,FFRA2822U2 (230V),28300.0,3130.0,9.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA2822U_EG.pdf,FFRA2822U2 
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2533U2,FFRE2533U2E (230V),25000.0,2410.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2533U2E_EG.pdf,FFRE2533U2E 
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2533U2,FFRE2533U2 (230V),25000.0,2410.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2533U_EG.pdf,FFRE2533U2 
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2233U2,FFRE2233U2E (230V),22000.0,2120.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2233U2E_EG.pdf,FFRE2233U2E 
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2233U2,FFRE2233U2 (208V),21600.0,2080.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2233U_EG.pdf,FFRE2233U2 
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2233U2,FFRE2233U2 (230V),22000.0,2120.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2233U_EG.pdf,FFRE2233U2 
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1833U2,FFRE1833U2E (230V),18000.0,1510.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1833U2E_EG.pdf,FFRE1833U2E 
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1833U2,FFRE1833U2 (230V),18000.0,1510.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1833U_EG.pdf,FFRE1833U2 
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1533U1,FFRE1533U1E,15000.0,1260.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1533U1E_EG.pdf,FFRE1533U1E
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1533U1,FFRE1533U1,15000.0,1260.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1533U_EG.pdf,FFRE1533U1
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1233U1,FFRE1233U1,12100.0,1000.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1233U_EG.pdf,FFRE1233U1
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1211U1,FFRA1222U1,12100.0,1100.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA1222U_EG.pdf,FFRA1222U1
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1211U1,FFRA1211U1E,12100.0,1100.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA1211U1E_EG.pdf,FFRA1211U1E
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1211U1,FFRA1211U1,12100.0,1100.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA1211U_EG.pdf,FFRA1211U1
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1033U1,FFRE1033U1E,10200.0,840.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1033U1E_EG.pdf,FFRE1033U1E
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1033U1,FFRE1033U1,10200.0,840.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1033U_EG.pdf,FFRE1033U1
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011U1,FFRA1011U1E,10200.0,920.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA1011U1E_EG.pdf,FFRA1011U1E
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE0833U1,FFRE0833U1,8000.0,660.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE0833U_EG.pdf,FFRE0833U1
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811U1,FFRA0822U1,8000.0,720.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA0822U_EG.pdf,FFRA0822U1
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRE0633U1,FFRE0633U1E,6000.0,490.0,12.1,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE0633U1E_EG.pdf,FFRE0633U1E
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611U1,FFRA0622U1E,6000.0,540.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA0622U1E_EG.pdf,FFRA0622U1E
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611U1,FFRA0622U1,6000.0,540.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA0622U_EG.pdf,FFRA0622U1
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611U1,FFRA0611U1E,6000.0,540.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA0611U1E_EG.pdf,FFRA0611U1E
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRE0533U1,FFRE0533U1E,5200.0,420.0,12.1,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE0533U1E_EG.pdf,FFRE0533U1E
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA0511U1,FFRA0522U1E,5100.0,450.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA0522U1E_EG.pdf,FFRA0522U1E
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA0511U1,FFRA0522U1,5100.0,450.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA0522U_EG.pdf,FFRA0522U1
