Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
Midea,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",MWCUPWHP-09HEFN8-BCL1,MWCUPWHP-09HEFN8-BCL1,9000.0,760.0,16.0,No,No,By annual report date,MWCUPWHP-09HEFN8-BCL1
Genie Aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GA23-12ERN1-MCI5,GA23-12ERN1-MCI5,12000.0,1180.0,9.5,No,No,By annual report date,GA23-12ERN1-MCI5
Genie Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GA23-08CRN1-115,GA23-08CRN1-115,8300.0,760.0,10.6,No,No,By annual report date,GA23-08CRN1-115
Genie Aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GA23-12CRN2-230,GA23-12CRN2-230,12000.0,1120.0,10.5,No,No,By annual report date,GA23-12CRN2-230
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8024RD,LW8024RD,8000.0,710.0,11.4,No,No,http://www.lg.com/global/support/ftclabel,LW8024RD
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8023RSMY,LW8023RSMY,8000.0,710.0,11.4,No,No,http://www.lg.com/global/support/ftclabel,LW8023RSMY
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1023RSM,LW1023RSM,10000.0,870.0,11.4,No,No,http://www.lg.com/global/support/ftclabel,LW1023RSM
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1224RD,LW1224RD,12000.0,1030.0,11.4,No,No,http://www.lg.com/global/support/ftclabel,LW1224RD
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1223RSM,LW1223RSM,12000.0,1030.0,11.4,No,No,http://www.lg.com/global/support/ftclabel,LW1223RSM
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1424RD,LW1424RD,14000.0,1250.0,11.2,No,No,http://www.lg.com/global/support/ftclabel,LW1424RD
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1423RSM,LW1423RSM,14000.0,1250.0,11.2,No,No,http://www.lg.com/global/support/ftclabel,LW1423RSM
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1824RD,LW1824RD,18000.0,1580.0,11.8,No,No,http://www.lg.com/global/support/ftclabel,LW1824RD
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1823RSMY,LW1823RSMY,18000.0,1580.0,11.8,No,No,http://www.lg.com/global/support/ftclabel,LW1823RSMY
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2524RD,LW2524RD,24500.0,2370.0,10.3,No,No,http://www.lg.com/global/support/ftclabel,LW2524RD
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2522RSMY,LW2522RSMY,24500.0,2370.0,10.3,No,No,http://www.lg.com/global/support/ftclabel,LW2522RSMY
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT08124CNR,LT08124CNR,8000.0,750.0,10.6,No,No,http://www.lg.com/global/support/ftclabel,LT08124CNR
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT10124CNR,LT10124CNR,9800.0,920.0,10.6,No,No,http://www.lg.com/global/support/ftclabel,LT10124CNR
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT12324CNR,LT12324CNR,11800.0,1160.0,10.5,No,No,http://www.lg.com/global/support/ftclabel,LT12324CNR
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1033HNR,LT1033HNR,10000.0,930.0,10.7,No,No,http://www.lg.com/global/support/ftclabel,LT1033HNR
PRO SOURCE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",12722104,12722104,8000.0,650.0,12.0,No,No,By annual report date,12722104
PRO SOURCE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",12722054,12722054,12000.0,1000.0,12.0,No,No,By annual report date,12722054
Impecca,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",IWA05-KM15,IWA05-KM15,5000.0,450.0,11.0,No,No,https://impecca.box.com/s/qbvrmd84hptwqtd2c4ncje2qxor9aaa6,IWA05-KM15
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA08-KR15,IWA08-KR15,8000.0,710.0,10.9,No,No,https://impecca.box.com/s/f31wml3gcusqlu1meeb7ubw4au51e00r,IWA08-KR15
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA10-KR15,IWA10-KR15,10000.0,900.0,10.9,No,No,https://impecca.box.com/s/x407p2u3kbw1od0z8vyhrtghlamm0v7z,IWA10-KR15
Impecca,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",IWA06-KR15,IWA06-KR15,6000.0,540.0,11.0,No,No,https://impecca.box.com,IWA06-KR15
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA12-KR15,IWA12-KR15,12000.0,1070.0,10.9,No,No,https://impecca.box.com,IWA12-KR15
MAGNAVOX,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",W-08CR3,W-08CR3,8000.0,710.0,10.9,No,No,https://www.magnavox.com/en/17-air-conditioners,W-08CR3
Ocean Breeze,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",OBZ-08CR3,OBZ-08CR3,8000.0,710.0,10.9,No,No,http://jcwarranty.com/energy.html,OBZ-08CR3
Ocean Breeze,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",OBZ-05CMN3,OBZ-05CMN3,5000.0,450.0,11.0,No,No,http://jcwarranty.com/energy.html,OBZ-05CMN3
Sarasota breeze,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",SBZ-5CM2,SBZ-5CM2,5000.0,450.0,11.0,No,No,http://jcwarranty.com/energy.html,SBZ-5CM2
Sarasota breeze,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",SB-06E,SB-06E,6000.0,540.0,11.0,No,No,http://jcwarranty.com/energy.html,SB-06E
Sea Breeze,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",WA328ZREX,WA328ZREX,28000.0,2970.0,9.4,No,No,https://irpsales.com/?page_id=4651,WA328ZREX
Sea Breeze,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WH412ZRB,WH412ZRB,12000.0,1100.0,10.9,No,No,https://irpsales.com/?page_id=4651,WH412ZRB
Sea Breeze,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WH425ZRC,WH425ZRC,25000.0,2660.0,9.4,No,No,https://irpsales.com/?page_id=4651,WH425ZRC
Sea Breeze,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",STW48AYRE,STW48AYRE,8000.0,750.0,10.6,No,No,https://irpsales.com/?page_id=4651,STW48AYRE
Breeze33,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",BZ338TWHC1,BZ338TWHC1,8000.0,830.0,9.6,No,No,https://breeze33.com/air-conditioners/,BZ338TWHC1
Breeze33,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",BZ3312TWHC2,BZ3312TWHC2,12000.0,1260.0,9.5,No,No,https://breeze33.com/air-conditioners/,BZ3312TWHC2
Breeze33,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",BZ3314TWAC2,BZ3314TWAC2,14000.0,1500.0,9.3,No,No,https://breeze33.com/air-conditioners/,BZ3314TWAC2
Genuine Comfort,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GCTTW-12ERA2,GCTTW-12ERA2,12000.0,1260.0,9.5,No,No,https://genuinecomfort.com/resources/,GCTTW-12ERA2
Genuine Comfort,(16) Casement-Slider,GCCASE-10CRN1-BCJ4,GCCASE-10CRN1-BCJ4,10000.0,960.0,10.4,No,No,https://genuinecomfort.com/resources/,GCCASE-10CRN1-BCJ4
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",4PNC12000,4PNC12000,12000.0,1070.0,10.9,No,No,https://perfectaire.us/resource_category/specs/,4PNC12000
Perfect aire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",4PNC6000,4PNC6000,6000.0,540.0,11.0,No,No,https://perfectaire.us/resource_category/specs/,4PNC6000
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",3PACH12000,3PACH12000,12000.0,1100.0,10.9,No,No,https://perfectaire.us/resource_category/specs/,3PACH12000
Perfect aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",3PACH18000,3PACH18000,18500.0,1720.0,10.7,No,No,https://perfectaire.us/resource_category/specs/,3PACH18000
Perfect aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",3PATW14002,3PATW14002,14000.0,1500.0,9.3,No,No,https://perfectaire.us/resource_category/specs/,3PATW14002
Perfect aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",3PATWH10002,3PATWH10002,10000.0,1040.0,9.6,No,No,https://perfectaire.us/resource_category/specs/,3PATWH10002
Perfect aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",3PATWH12002,3PATWH12002,12000.0,1260.0,9.5,No,No,https://perfectaire.us/resource_category/specs/,3PATWH12002
Perfect Aire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1PAHP8000,1PAHP8000,8000.0,810.0,9.8,No,No,https://perfectaire.us/resource_category/specs/,1PAHP8000
Global Industrial,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",293079,293079,18500.0,1720.0,10.7,No,No,https://perfectaire.us/resource_category/specs/,293079
Global Industrial,(16) Casement-Slider,293081,293081,8000.0,730.0,10.8,No,No,https://perfectaire.us/resource_category/specs/,293081
Perfect Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1PACV12000,1PACV12000,12000.0,1120.0,15.0,No,No,https://perfectaire.us/resource_category/specs/,1PACV12000
Perfect Aire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1PACVP8000,1PACVP8000,8000.0,700.0,14.5,No,No,https://perfectaire.us/resource_category/specs/,1PACVP8000
BLACK+DECKER,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",BD05MWT6,BD05MWT6,5000.0,450.0,11.0,No,No,https://images.squarespace-cdn.com/content/59ce77904c326de45b423ff2/1611936909591-MKTW0GJBE80DZ8GF2MXL/BD05MWT6.jpg?format=750w&content-type=image%2Fjpeg,BD05MWT6
BLACK+DECKER,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",BD145WT6,BD145WT6,14500.0,1260.0,11.3,No,No,https://images.squarespace-cdn.com/content/59ce77904c326de45b423ff2/1611936753833-WZHSMVV4YJH694GN5BLP/BD145WT6.jpg?format=750w&content-type=image%2Fjpeg,BD145WT6
Keystone,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",KSTAW05BE,KSTAW05BE,5000.0,450.0,11.0,No,No,https://access.almo.com/Product/KEYSTN/KSTAW05BE,KSTAW05BE
Keystone,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",KSTAW06BE,KSTAW06BE,6000.0,540.0,11.0,No,No,https://access.almo.com/Product/KEYSTN/KSTAW06BE,KSTAW06BE
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW10BE,KSTAW10BE,10000.0,880.0,10.9,No,No,https://access.almo.com/Product/KEYSTN/KSTAW10BE,KSTAW10BE
Keystone,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KSTAW14CE,KSTAW14CE,14500.0,1260.0,11.3,No,No,https://access.almo.com/Product/KEYSTN/KSTAW14CE,KSTAW14CE
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTHW08A,KSTHW08A,8000.0,730.0,10.9,No,No,https://access.almo.com/Product/KEYSTN/KSTHW08A,KSTHW08A
Keystone,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",KSTHW25A,KSTHW25A,25000.0,2640.0,9.4,No,No,https://access.almo.com/Product/KEYSTN/KSTHW25A,KSTHW25A
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTHW08B,KSTHW08B,8000.0,730.0,10.9,No,No,https://access.almo.com/Product/KEYSTN/KSTHW08B,KSTHW08B
Keystone,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",KSTHW25B,KSTHW25B,23200.0,2370.0,9.4,No,No,https://access.almo.com/Product/KEYSTN/KSTHW25B,KSTHW25B
Keystone,(16) Casement-Slider,KSTSW08A,KSTSW08A,8000.0,730.0,10.8,No,No,https://access.almo.com/Product/KEYSTN/KSTSW08A,KSTSW08A
Keystone,(16) Casement-Slider,KSTSW08B,KSTSW08B,8000.0,710.0,10.8,No,No,https://access.almo.com/Product/KEYSTN/KSTSW08B,KSTSW08B
Keystone,(16) Casement-Slider,KSTSW10B,KSTSW10B,10000.0,920.0,10.4,No,No,https://access.almo.com/Product/KEYSTN/KSTSW10B,KSTSW10B
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT08-1HC,KSTAT08-1HC,8000.0,830.0,9.6,No,No,https://access.almo.com/Product/KEYSTN/KSTAT08-1HC,KSTAT08-1HC
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT10-2HC,KSTAT10-2HC,10000.0,1040.0,9.6,No,No,https://access.almo.com/Product/KEYSTN/KSTAT10-2HC,KSTAT10-2HC
Keystone,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",KSTAT14-2C,KSTAT14-2C,14000.0,1500.0,9.3,No,No,https://access.almo.com/Product/KEYSTN/KSTAT14-2C,KSTAT14-2C
Keystone,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",KSTAT14-2HC,KSTAT14-2HC,14000.0,1500.0,9.3,No,No,https://access.almo.com/Product/KEYSTN/KSTAT12-2HC,KSTAT14-2HC
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT08-1HD,KSTAT08-1HD,8000.0,750.0,9.6,No,No,https://access.almo.com/Product/KEYSTN/KSTAT12-2D,KSTAT08-1HD
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT10-2HD,KSTAT10-2HD,10000.0,1000.0,9.6,No,No,https://access.almo.com/Product/KEYSTN/KSTAT12-2HD,KSTAT10-2HD
Keystone,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",KSTAT14-2HD,KSTAT14-2HD,14000.0,1430.0,9.5,No,No,https://access.almo.com/Product/KEYSTN/KSTAT12-2HD,KSTAT14-2HD
Seasons,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",SW15R1,SW15R1,14500.0,1260.0,11.3,No,No,https://hdsupplysolutions.com/,SW15R1
Seasons,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",SW08R1-H,SW08R1-H,8000.0,730.0,10.9,No,No,https://hdsupplysolutions.com/,SW08R1-H
Seasons,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",SW25R2-H,SW25R2-H,25000.0,2640.0,9.4,No,No,https://hdsupplysolutions.com/,SW25R2-H
Seasons,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",ST14R2,ST14R2,14000.0,1500.0,9.3,No,No,https://hdsupplysolutions.com/,ST14R2
Seasons,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",SW05M1,SW05M1,5000.0,450.0,11.0,No,No,https://hdsupplysolutions.com/,SW05M1
Seasons,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",SW12R2-H,SW12R2-H,12000.0,1100.0,10.9,No,No,https://hdsupplysolutions.com/,SW12R2-H
Garrison,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",2477812,2477812,10000.0,1040.0,9.6,No,No,https://www.supplyworks.com,2477812
Garrison,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",2477813,2477813,12000.0,1260.0,9.5,No,No,https://www.supplyworks.com,2477813
Garrison,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",2498545,2498545,14000.0,1500.0,9.3,No,No,https://www.supplyworks.com,2498545
Garrison,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",314790990,314790990,25000.0,2640.0,9.4,No,No,https://www.supplyworks.com,314790990
Garrison,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",2477801,2477801,8000.0,730.0,10.9,No,No,https://www.supplyworks.com,2477801
Garrison,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",314790694,314790694,18500.0,1720.0,10.7,No,No,https://www.supplyworks.com,314790694
Comfort Aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",REG-183R01,REG-183R01,18800.0,1710.0,10.7,No,No,By annual report date,REG-183R01
Comfort Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",REG-81R01,REG-81R01,8000.0,730.0,10.9,No,No,By annual report date,REG-81R01
Comfort Aire,(16) Casement-Slider,CD-101R01,CD-101R01,10000.0,920.0,10.4,No,No,By annual report date,CD-101R01
Comfort Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",BGE-143R01,BGE-143R01,14000.0,1430.0,9.5,No,No,By annual report date,BGE-143R01
Comfort Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",BGE-103R01,BGE-103R01,10000.0,1000.0,9.6,No,No,By annual report date,BGE-103R01
Comfort Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",BG-143R01,BG-143R01,14000.0,1400.0,9.5,No,No,By annual report date,BG-143R01
Danby,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",DTAC120B1*,DTAC120B1WDB,12000.0,1120.0,10.5,No,No,https://www.danby.com/en-us/product-resources/,DTAC120B1WDB
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC120EB6*,DAC120EB6WDB-6,12000.0,1000.0,12.0,No,No,https://www.danby.com/en-us/product-resources/,DAC120EB6WDB-6
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC120B5*,DAC120B5WDB-6,12000.0,1000.0,12.0,No,No,https://www.danby.com/en-us/product-resources/,DAC120B5WDB-6
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC100EB6*,DAC100EB6WDB,10000.0,830.0,12.0,No,No,https://www.danby.com/en-us/product-resources/,DAC100EB6WDB
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC080EB6*,DAC080EB6WDB,8000.0,670.0,12.0,No,No,https://www.danby.com/en-us/product-resources/,DAC080EB6WDB
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC080B5*,DAC080B5WDB,8000.0,670.0,12.0,No,No,https://www.danby.com/en-us/product-resources/,DAC080B5WDB
Danby,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",DAC050ME1*,DAC050ME1WDB,5000.0,460.0,11.0,No,No,https://www.danby.com/en-us/product-resources/,DAC050ME1WDB
Perfect Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",4PATW14002,4PATW14002,14000.0,1400.0,9.5,No,No,https://perfectaire.us/collections/window-air-conditioners,4PATW14002
Perfect Aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",4PATWH12002,4PATWH12002,12000.0,1180.0,9.5,No,No,https://perfectaire.us/collections/window-air-conditioners,4PATWH12002
Perfect Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",4PATWH14002,4PATWH14002,14000.0,1430.0,9.5,No,No,https://perfectaire.us/collections/window-air-conditioners,4PATWH14002
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCA-08C/X1E,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU,NCA-08C/X1E
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCA1-08C/X1E,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU,NCA1-08C/X1E
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCA-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU,NCA-08C/X1E-W
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCA2-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU,NCA2-08C/X1E-W
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCE1-08C/X1E,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU,NCE1-08C/X1E
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCE-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU,NCE-08C/X1E-W
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCE1-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU,NCE1-08C/X1E-W
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCD-08C/X1E,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU,NCD-08C/X1E
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCD1-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU,NCD1-08C/X1E-W
COWSAR,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,A5408W-12K,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/COWSAR,A5408W-12K
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCD2-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU,NCD2-08C/X1E-W
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCA-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCA-06C/X1E
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCA2-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCA2-06C/X1E
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCA2-06C/X1E-W,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCA2-06C/X1E-W
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCE-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCE-06C/X1E
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCE2-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCE2-06C/X1E
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCE1-06C/X1E-W,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCE1-06C/X1E-W
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCD-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCD-06C/X1E
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCD2-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCD2-06C/X1E
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCD-06C/X1E-W,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCD-06C/X1E-W
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCD1-06C/X1E-W,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCD1-06C/X1E-W
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCD2-06C/X1E-W,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU,NCD2-06C/X1E-W
ZAFRO,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,A5406W-10K,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/ZAFRO,A5406W-10K
R.W.FLAME,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,A5406W-10K,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/RWFLAME,A5406W-10K
Joy Pepple,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,A5406W-10K,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/JOYPEPPLE,A5406W-10K
Perfect Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",4PACH12000,4PACH12000,12000.0,1090.0,10.9,No,No,https://perfectaire.us/collections/window-air-conditioners,4PACH12000
Perfect Aire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",4PACH25000,4PACH25000,23200.0,2370.0,9.4,No,No,https://perfectaire.us/collections/window-air-conditioners,4PACH25000
