ENERGY STAR Unique ID,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Fuel Type,Special Type,Heat Pump Technology,Voltage (V),Drum Capacity (cu-ft),Height (inches),Width (inches),Depth (inches),Combined Energy Factor (CEF),Estimated Annual Energy Use (kWh/yr),Estimated Energy Test Cycle Time (min),Energy Test Cycle Information,Additional Dryer Features,Vented or Ventless,Refrigerant Type,Refrigerant with GWP,Connected,Connects Using,Communication Standard - Application Layer,Direct on-premises Open-standard Based Interconnection,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh),Paired ENERGY STAR Clothes Washer Available,Paired ENERGY STAR Clothes Washer ENERGY STAR Model Identifier,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2282565,Whirlpool,WED85HEFW*,WED85HEFW*,,883049416908,Electric Standard Vented,Electric,,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,03/08/2016,10/27/2016,United States,ES_22856_WED85HEFW*_10272016174516_0316219,No
2327880,Whirlpool,WED8620H**,WED8620H**,,883049457086,Electric Standard Vented,Electric,,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,No,,10/15/2018,09/26/2018,United States,ES_1129244_WED8620H**_10142018191923_4763998,No
2266012,Whirlpool,WED8700E**,WED8700E**,,,Electric Standard Vented,Electric,,,,8.8,42,29,32,3.93,608,64,"ECOBOOST, NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,Yes,Wi-Fi,"Other,Revelation method (proprietary).  A documented standard within Whirlpool and implemented in Whirlpool Connected Appliance Cloud.  Third party interaction with Whirlpool Connected Appliance Cloud (M2M) to initiate commands with the appliance",No,,Yes,ES_0022856_WTW8700E**_04012015081728_70027607,06/01/2016,04/28/2016,United States,ES_22856_WED8700E**_05032016193738_4258822,No
2266015,Whirlpool,WED8740D*+,WED8740D*+,,,Electric Standard Vented,Electric,,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_0022856_WFW8740D*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_WED8740D*+_05032016200233_5753921,No
2266016,Whirlpool,WED87HED*+,WED87HED*+,,,Electric Standard Vented,Electric,,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_0022856_WFW87HED*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_WED87HED*+_05032016201405_6445211,No
2266020,Whirlpool,WED87HED*+,WED87HED*+,,,Electric Standard Vented,Electric,,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_0022856_WFW87HED*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_WED87HED*+_05032016204014_8014653,No
2266036,Whirlpool,WED90HEFC*,WED90HEFC*,,,Electric Standard Vented,Electric,,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_0022856_WFW90HEF**_C_12072015113037_70054797,06/01/2016,04/28/2016,United States,ES_22856_WED90HEFC*_05032016220929_3369874,No
2266037,Whirlpool,WED90HEFW*,WED90HEFW*,,,Electric Standard Vented,Electric,,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_0022856_WFW90HEF**_12072015113037_70054797,06/01/2016,04/28/2016,United States,ES_22856_WED90HEFW*_05032016221206_3526236,No
2266022,Whirlpool,WED9290FC*,WED9290FC*,,883049381497,Electric Standard Ventless,Electric,,Hybrid Heat Pump,,7.4,38,27,31,4.5,531,75,"NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Drum light,Supplementary Drying System,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Ventless,,,No,,,,4.43,Yes,ES_22856_WFW9290F**_04262016215708_7828753,11/01/2015,04/28/2016,United States,ES_22856_WED9290FC*_05032016210958_9798020,Yes
2266023,Whirlpool,WED9290FW*,WED9290FW*,,883049381480,Electric Standard Ventless,Electric,,Hybrid Heat Pump,,7.4,38,27,31,4.5,531,75,"NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Drum light,Supplementary Drying System,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Ventless,,,No,,,,4.43,Yes,ES_22856_WFW7590F**_04262016215255_7575072,11/01/2015,04/28/2016,United States,ES_22856_WED9290FW*_05032016211140_9900631,Yes
2377979,Samsung,DVG60A99***,DVG60A99***,,887276551623,Gas Standard Vented,Gas,,,,7.5,52.2,27,32.5,3.48,687,73,Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / Medium(unselectable) / Normal / Eco dry,Sanitization cycle,Vented,,,No,,,,,Yes,ES_1023593_WV60A99**A*_05232021020358_80078533_,05/30/2021,05/11/2021,"United States, Canada",ES_1023593_DVG60A99***_05142021031426_80078534,No
2290033,Samsung,DVG60M99***,DVG60M99***,,887276197166,Gas Standard Vented,Gas,,,,7.5,38.7,27,32,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1023593_WF45M55**A*_11242016052047_70108499,01/30/2017,01/17/2017,"United States, Canada",ES_1023593_DVG60M99***_02032017114750_70117715,No
2377740,Speed Queen,ADE6H***177T***,ADE6H***177T***,",,Base Model:  RE8",,Electric Standard Vented,Electric,,,,6.9,43,27,28,3.93,608,70,"Regular, Near Dry","Sanitization cycle,Steam cycle,Other,Wrinkle prevention option",Vented,,,No,,,,,No,,04/01/2021,05/06/2021,United States,ES_87091_ADE6H***177T***_043020210846354_1291914,No
2406501,Speed Queen,ADE6H***178T***,ADE6H***178T***,",,Base model RE8",,Electric Standard Vented,Electric,,,,6.9,43,27,28,3.93,608,70,"Regular, Near Dry","Sanitization cycle,Steam cycle,Other,Wrinkle prevention option",Vented,,,No,,,,,No,,02/01/2023,01/04/2023,United States,ES_87091_ADE6H***178T***_121520221922491_5750776,No
2377739,Speed Queen,ADEE9***177T***,ADEE9***177T***,",,Base Model:  RE7",,Electric Standard Vented,Electric,,,,6.9,43,27,28,3.93,608,70,"Regular, Medium Temp, Near Dry, EcoDry","Sanitization cycle,Steam cycle,Drum light,Other,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,04/01/2021,05/06/2021,United States,ES_87091_ADEE9***177T***_043020210846729_9796010,No
2406503,Speed Queen,ADEE9***178T***,ADEE9***178T***,",,Base model RE7",,Electric Standard Vented,Electric,,,,6.9,43,27,28,3.93,608,70,"Regular, Medium Temp, Near Dry, EcoDry","Sanitization cycle,Steam cycle,Drum light,Other,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,02/01/2023,01/05/2023,United States,ES_87091_ADEE9***178T***_121520221922543_7380009,No
2377738,Speed Queen,ADG6H***117T***,ADG6H***117T***,",,Base Model:  RG8",,Gas Standard Vented,Gas,,,,6.9,43,27,28,3.48,687,71,"Regular, Near Dry","Sanitization cycle,Steam cycle,Other,Wrinkle prevention option",Vented,,,No,,,,,No,,04/01/2021,05/06/2021,United States,ES_87091_ADG6H***117T***_043020210846706_6675410,No
2406504,Speed Queen,ADG6H***118T***,ADG6H***118T***,",,Base model RG8",,Gas Standard Vented,Gas,,,,6.9,43,27,28,3.48,687,71,"Regular, Near Dry","Sanitization cycle,Steam cycle,Other,Wrinkle prevention option",Vented,,,No,,,,,No,,02/01/2023,01/05/2023,United States,ES_87091_ADG6H***118T***_121520221922382_6100715,No
2375349,Speed Queen,ADGE9***117T***,ADGE9***117T***,",,Base Model:  RG7",,Gas Standard Vented,Gas,,,,6.9,43,27,28,3.48,687,69,"Regular, Medium Temp, Near Dry, EcoDry","Sanitization cycle,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,04/01/2021,03/23/2021,United States,ES_87091_ADGE9***117T***_031620211547994_9124508,No
2406505,Speed Queen,ADGE9***118T***,ADGE9***118T***,",,Base model RG7",,Gas Standard Vented,Gas,,,,6.9,43,27,28,3.48,687,69,"Regular, Medium Temp, Near Dry, EcoDry","Sanitization cycle,Steam cycle,Drum light,Other,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,02/01/2023,01/05/2023,United States,ES_87091_ADGE9***118T***_121520221922869_6713182,No
2393754,Summit,LD2444,LD2444,,761101084800,Electric Standard Ventless,Electric,,,,4.5,33.27,23.43,25.2,3.93,608,75,Normal,None,Ventless,,,No,,,,,,,02/28/2022,03/14/2022,United States,ES_92282_LD2444_031320222148308_5947233,No
2372815,Summit,LDHP24,LDHP24,,761101084145,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4.2,33.5,23.5,25.5,3,283,78,"Cotton normal, Extra dry ++","Filter cleaning indicator,Drum light,Other,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,,Yes,ES_0092282_LWM24_01272021080735_80069873,01/20/2021,01/21/2021,"United States, Canada",ES_0092282_LDHP24_01282021074825_80069867,No
2372814,Summit,SLD242W,SLD242W,,761101065991,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4.2,33.5,23.5,25.5,3,283,78,"Cotton normal, Extra dry ++","Filter cleaning indicator,Drum light,Other,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,,Yes,ES_0092282_SLW241W_01272021080735_80069873,01/20/2021,01/21/2021,"United States, Canada",ES_0092282_SLD242W_01282021074825_80069867,No
2382714,Walsh,WSHD38WEA5A,WSHD38WEA5A,,,Electric Compact Ventless 240V,Electric,,,240,3.8,23.4,24.8,33.5,2.68,317,79,Normal,None,Ventless,,,No,,,,,,,06/30/2021,07/29/2021,"United States, Canada",ES_1108549_WSHD38WEA5A_072820210222601_7734207,No
2382716,Walsh,WSHD38WEA5C,WSHD38WEA5C,,,Electric Compact Ventless 240V,Electric,,,240,3.8,23.4,24.8,33.5,2.68,317,79,Normal,None,Ventless,,,No,,,,,,,06/30/2021,07/29/2021,"United States, Canada",ES_1108549_WSHD38WEA5C_072820210222967_5395788,No
2381324,Whirlpool,WCD3090J**,WCD3090J**,,883049536408,Electric Compact Ventless 240V,Electric,,,240,4.3,33.63,24,25.75,2.68,317,39,"Normal, Normal Dryness Level, Temperature Non-Adjustable","Drum light,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,,Yes,ES_22856_WFW3090J**_12262018151719_7439988,04/01/2020,10/28/2019,United States,ES_22856_WCD3090J**_062920211646388_1006873,No
2381323,Whirlpool,WCD5090J**,WCD5090J**,,883049536415,Electric Compact Ventless 240V,Electric,,,240,4.3,33.63,24,25.75,2.68,317,39,"Normal, Normal Dryness Level, Temperature Non-Adjustable","Drum light,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,,Yes,ES_22856_WFW5090J**_12262018151657_7417290,04/01/2020,10/28/2019,United States,ES_22856_WCD5090J**_062920211646640_5103087,No
2384396,Whirlpool,WED5605M**,WED5605M**,,883049626567,Electric Standard Vented,Electric,,,,7.4,38,27,31,3.93,608,74,"Regular + Normal, Normal Dryness Level, High Temp, EcoBoost ON","Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,Yes,ES_22856_WFW5605M**_081820210741136_5908275,10/15/2021,09/20/2021,United States,ES_22856_WED5605M**_09152021162431_9463389,No
2327887,Whirlpool,WED560LH**,WED560LH**,,883049457048,Electric Standard Vented,Electric,,,,7.4,38,27,31,3.93,608,70,"REGULAR + NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,Yes,ES_15649_WFW5620H**_10142018184621_2781148,10/15/2018,09/26/2018,United States,ES_1129244_WED560LH**_10142018204649_0009106,No
2395845,Samsung,DVE46BB67***,DVE46BB67***,,887276660035,Electric Standard Vented,Electric,,,,7.5,38.7,27,31.3,3.93,608,73,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Time dry / High / None / Eco dry Default ""On""",Sanitization cycle,Vented,,,No,,,,,Yes,ES_1023593_WF46BB67**A*_05242022084735_80128517,06/03/2022,05/10/2022,"United States, Canada",ES_1023593_DVE46BB67***_05132022120552_80125535,No
2395846,Samsung,DVE46BG65***,DVE46BG65***,,887276660066,Electric Standard Vented,Electric,,,,7.5,38.7,27,31.3,3.93,608,73,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Time dry / High / None / Eco dry Default ""On""",Sanitization cycle,Vented,,,No,,,,,Yes,ES_1023593_WF46BG65**A*_05242022084735_80128517,06/03/2022,05/10/2022,"United States, Canada",ES_1023593_DVE46BG65***_05132022120552_80125535,No
2374793,Samsung,DVE50A5405*,DVE50A5405*,,887276539348,Electric Standard Vented,Electric,,,,7.4,38.7,27,52.6,3.93,608,71,"Normal Setting, Dryness level normal, Dry Temperature Medium, Eco Dry Default ON","Steam cycle,Other",Vented,,,No,,,,,Yes,ES_1023593_WA50A54**A*_02082021053834_80071059,03/25/2021,03/12/2021,"United States, Canada",ES_1023593_DVE50A5405*_03122021052430_80074820,No
2376196,Samsung,DVE50A85***,DVE50A85***,,887276549569,Electric Standard Vented,Electric,,,,7.5,38.7,27,52.6,3.93,608,70,"Normal cycle, Automatic Termination, Normal Dry level, Eco Dry",Wrinkle prevention option,Vented,,,No,,,,,Yes,ES_1023593_WF50R85**A*_07112019020132_80009393,05/15/2021,04/14/2021,"United States, Canada",ES_1023593_DVE50A85***_04182021094231_80078459,No
2371159,Samsung,DVE50A86***,DVE50A86***,,887276521558,Electric Standard Vented,Electric,,,,7.5,38.7,27,52.6,3.93,608,73,"Normal Setting, Dryness level normal, Dry Temperature Medium, Eco Dry Default ON","Sanitization cycle,Steam cycle,Other",Vented,,,No,,,,,Yes,ES_1023593_WF50A86**A*_12182020013638_80066743,01/15/2021,12/11/2020,"United States, Canada",ES_1023593_DVE50A86***_12222020113741_80066001,No
2371158,Samsung,DVE50A88***,DVE50A88***,,887276517735,Electric Standard Vented,Electric,,,,7.5,38.7,27,52.6,3.93,608,73,"Normal Setting, Dryness level normal, Dry Temperature Medium, Eco Dry Default ON","Sanitization cycle,Steam cycle,Other",Vented,,,No,,,,,Yes,ES_1023593_WF50A88**A*_12182020013638_80066743,01/15/2021,12/11/2020,"United States, Canada",ES_1023593_DVE50A88***_12222020113741_80066001,No
2395844,Samsung,DVE50BG83***,DVE50BG83***,,887276660868,Electric Standard Vented,Electric,,,,7.5,38.7,27,31.4,3.93,608,73,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Time dry / High / None / Eco dry Default ""On""",Sanitization cycle,Vented,,,No,,,,,Yes,ES_1023593_WF50BG83**A*_05242022084735_80128517,06/03/2022,05/10/2022,"United States, Canada",ES_1023593_DVE50BG83***_05132022120552_80125535,No
2339824,Samsung,DVE50R85***,DVE50R85***,,887276348803,Electric Standard Vented,Electric,,,,7.5,38.7,27,52.6,3.93,608,70,"Normal cycle, Automatic Termination, Normal Dry level, Eco Dry",Wrinkle prevention option,Vented,,,No,,,,,Yes,"ES_1023593_WF50R85**A*_07112019020132_80009393, ES_1023593_WF50T85**A*_03092020072121_80035216",07/20/2019,05/31/2019,"United States, Canada",ES_1023593_DVE50R85***_06142019045223_80005221,No
2370526,Samsung,DVE50T52***,DVE50T52***,,,Electric Standard Vented,Electric,,,,7.4,38.7,27,52.6,3.93,608,72,"Normal Setting, Dryness level normal, Dry Temperature Medium, Eco Dry Default ON","Sanitization cycle,Steam cycle,Other",Vented,,,No,,,,,Yes,ES_1023593_WA50R52**A*_02042019013708_70211759,01/10/2021,11/30/2020,"United States, Canada",ES_1023593_DVE50T52***_12042020023856_80064516,No
2349760,Samsung,DVE50T73***,DVE50T73***,,887276390383,Electric Standard Vented,Electric,,,,7.4,38.7,27,32.6,3.93,608,72,Normal cycle / Medium(unselectable) temp / Normal dryness/ Eco dry option on,"Sanitization cycle,Other",Vented,,,No,,,,,Yes,ES_1023593_WA50N73**A*_05152018080324_70181753,01/03/2020,11/11/2019,"United States, Canada",ES_1023593_DVE50T73***_11132019035850_80023422,No
2349759,Samsung,DVE50T74***,DVE50T74***,,887276391038,Electric Standard Vented,Electric,,,,7.4,38.7,27,32.6,3.93,608,72,Normal cycle / Medium(unselectable) temp / Normal dryness/ Eco dry option on,"Sanitization cycle,Steam cycle,Other",Vented,,,No,,,,,Yes,"ES_1023593_WA50M74**A*_02092018060252_70172127, ES_1023593_WA50T74**A*_11202019054034_80023423",01/03/2020,11/11/2019,"United States, Canada",ES_1023593_DVE50T74***_11132019035850_80023422,No
2389299,Samsung,DVE52B76***,DVE52B76***,,887276618661,Electric Standard Vented,Electric,,,,7.4,45.8,27,30.2,3.93,608,71,Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / Medium(unselectable) / Normal / Eco dry,Sanitization cycle,Vented,,,No,,,,,Yes,ES_1023593_WA52B76**A*_11162021110147_80105927,01/20/2022,12/14/2021,"United States, Canada",ES_1023593_DVE52B76***_12142021012654_80109545,No
2290031,Samsung,DVE52M77***,DVE52M77***,,887276197005,Electric Standard Vented,Electric,,,,7.4,42.4,27,30.2,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,01/30/2017,01/19/2017,"United States, Canada",ES_1023593_DVE52M77***_02032017114750_70117710,No
2290030,Samsung,DVE52M86***,DVE52M86***,,887276197005,Electric Standard Vented,Electric,,,,7.4,42.4,27,30.2,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,01/30/2017,01/19/2017,"United States, Canada",ES_1023593_DVE52M86***_02032017114750_70117710,No
2349758,Samsung,DVE52T76***,DVE52T76***,,887276387826,Electric Standard Vented,Electric,,,,7.4,38.7,27,32.6,3.93,608,72,Normal cycle / Medium(unselectable) temp / Normal dryness/ Eco dry option on,"Sanitization cycle,Steam cycle,Other",Vented,,,No,,,,,Yes,ES_1023593_WA52T76**A*_11202019054034_80023423,01/03/2020,11/11/2019,"United States, Canada",ES_1023593_DVE52T76***_11132019035850_80023422,No
2395852,Samsung,DVE53BB87***,DVE53BB87***,,887276657233,Electric Standard Vented,Electric,,,,7.6,38.7,27,31.4,3.93,608,71,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Time dry / High / None / Eco dry Default ""On""",Sanitization cycle,Vented,,,No,,,,,Yes,ES_1023593_WF53BB87**A*_05042022110036_80126452,05/27/2022,05/10/2022,"United States, Canada",ES_1023593_DVE53BB87***_05132022122455_80125536,No
2395851,Samsung,DVE53BB89***,DVE53BB89***,,887276657264,Electric Standard Vented,Electric,,,,7.6,38.7,27,31.4,3.93,608,71,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Time dry / High / None / Eco dry Default ""On""",Sanitization cycle,Vented,,,No,,,,,Yes,ES_1023593_WF53BB89**A*_05042022110036_80126452,05/27/2022,05/10/2022,"United States, Canada",ES_1023593_DVE53BB89***_05132022122455_80125536,No
2325656,Samsung,DV22N685*H*,DV22N685*H*,,,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4,33.5,23.6,25.6,5.85,145,60,"Normal cycle, Automatic Termination, Normal Dry level","Drum light,Wrinkle prevention option",Ventless,,,No,,,,5.06,No,,10/01/2018,09/07/2018,"United States, Canada",ES_1023593_DV22N685*H*_09102018024207_70196935,Yes
2396779,Samsung,DV25B68**H*,DV25B68**H*,,887276665177,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4,33.5,23.6,26,5.5,154,57,Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / None / Normal / None,Sanitization cycle,Ventless,,,No,,,,5.16,Yes,ES_1023593_WW25B68**A*_04212022093455_80123569,06/20/2022,05/17/2022,"United States, Canada",ES_1023593_DV25B68**H*_05242022082615_80127881,Yes
2399120,Samsung,DV25B69**H*,DV25B69**H*,,887276665207,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4,33.5,23.6,25.8,6.8,125,58,Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / None / Dry level 2 / None,Sanitization cycle,Ventless,,,No,,,,6.36,Yes,ES_1023593_WW25B69**A*_04212022093455_80123569,09/01/2022,07/22/2022,"United States, Canada",ES_1023593_DV25B69**H*_07222022082624_80135522,Yes
2257200,Samsung,DV45K62**E*,DV45K62**E*,,887276138329,Electric Standard Vented,Electric,,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,01/24/2016,01/13/2016,"United States, Canada",ES_1023593_DV45K62**E*_01112016051621_70059693,No
2257203,Samsung,DV45K62**G*,DV45K62**G*,,887276138367,Gas Standard Vented,Gas,,,,7.5,38.7,27,32.6,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,01/24/2016,01/13/2015,"United States, Canada",ES_1023593_DV45K62**G*_01112016051621_70059693,No
2257199,Samsung,DV45K65**E*,DV45K65**E*,,887276138381,Electric Standard Vented,Electric,,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,01/24/2016,01/13/2016,"United States, Canada",ES_1023593_DV45K65**E*_01112016051621_70059693,No
2257202,Samsung,DV45K65**G*,DV45K65**G*,,887276138428,Gas Standard Vented,Gas,,,,7.5,38.7,27,32.6,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,01/24/2016,01/13/2016,"United States, Canada",ES_1023593_DV45K65**G*_01112016051621_70059693,No
2271286,Samsung,DV45K71**E*,DV45K71**E*,,887276132594,Electric Standard Vented,Electric,,,,7.4,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,07/22/2016,06/30/2016,"United States, Canada",ES_1023593_DV45K71**E*_06302016024435_70086546,No
2271287,Samsung,DV45K71**G*,DV45K71**G*,,887276132617,Gas Standard Vented,Gas,,,,7.4,38.7,27,32.6,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,07/22/2016,06/30/2016,"United States, Canada",ES_1023593_DV45K71**G*_06302016024435_70086546,No
2255003,Samsung,DV45K76**E*,DV45K76**E*,,887276132624,Electric Standard Vented,Electric,,,,7.4,46,27,30,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,12/20/2015,12/09/2015,"United States, Canada",ES_1023593_DV45K76**E*_12072015123900_70055766,No
2255006,Samsung,DV45K76**G*,DV45K76**G*,,887276132648,Gas Standard Vented,Gas,,,,7.4,46,27,30,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,12/20/2015,12/11/2015,"United States, Canada",ES_1023593_DV45K76**G*_12112015082742_70056672,No
2231132,Samsung,DV48J770*E*,DV48J770*E*,,887276095738,Electric Standard Vented,Electric,,,,7.4,44.2,27,30,3.94,607,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1023593_WA48J770*A*_02112015043656_7002369,03/10/2015,01/09/2015,"United States, Canada",ES_1023593_DV48J770*E*_01102015074101_70019623,No
2231175,Samsung,DV48J770*G*,DV48J770*G*,,887276095745,Gas Standard Vented,Gas,,,,7.4,44.2,27,30,3.49,685,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1023593_WA48J770*A*_02112015043656_7002369,03/10/2015,01/10/2015,"United States, Canada",ES_1023593_DV48J770*G*_01102015074124_70019625,No
2231131,Samsung,DV48J777*E*,DV48J777*E*,,887276095769,Electric Standard Vented,Electric,,,,7.4,44.2,27,30,3.94,607,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1023593_WA48J777*A*_02112015043656_7002369,03/10/2015,01/09/2015,"United States, Canada",ES_1023593_DV48J777*E*_01102015074101_70019623,No
