Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Water_Consumption__Gallons_Cycle__d,Capacity__Number_of_Place_Settings__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
Maytag,Standard size dishwasher,MDB8989SH**,MDB7959SH**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB7959SH..
Maytag,Standard size dishwasher,MDB8989SH**-01,MDB4949SH**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB4949SH..
Maytag,Standard size dishwasher,MDB8989SH**-01,MDB7959SH**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB7959SH..
Maytag,Standard size dishwasher,MDB8989SH**-01,MDB7979SH**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB7979SH..
Frigidaire,Standard size dishwasher,FDPC4221****,FDPC4221****`,270.0,4.3,12.0,No,No,https://www.frigidaire.com/Kitchen-Appliances/Dishwashers/Dishwasher/,FDPC4221....`
LG,Standard size dishwasher,LDF755#**,LDF755#**,245.0,2.5,14.0,No,No,https://www.lg.com/us/dishwashers,LDF755...
LG,Standard size dishwasher,LDS504#**,LDS504#**,279.0,3.4,14.0,No,No,https://www.lg.com/us/dishwashers,LDS504...
LG,Standard size dishwasher,LDS554#**,LDS554#**,279.0,3.4,14.0,No,No,https://www.lg.com/us/dishwashers,LDS554...
Galanz,Standard size dishwasher,GLDW09TS2A5A,GLDW09TS2A5A,270.0,3.1,12.0,No,No,By annual report date,GLDW09TS2A5A
Fotile,Compact dishwasher,SD2F-P1X,SD2F-P1XL,169.0,2.5,2.0,Yes,No,By annual report date,SD2F-P1XL
MAGIC CHEF,Compact dishwasher,MCSCD6B5,312969761,203.0,3.1,6.0,No,No,https://mcappliance.com/media/energy_guides/MCSCD6B5_EnergyGuide.pdf,312969761
Midea,Standard size dishwasher,MDT24P5AST,4976188,260.0,3.0,28.0,No,No,https://www.midea.com/content/dam/midea-aem/us/dishwashers/dw_energyguides/MDT24P5AST.pdf,4976188
Bosch,Standard size dishwasher,SHX53CM**,SHE53C8**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHE53C8..
Bosch,Standard size dishwasher,SHX53CM**,SHS43CF**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHS43CF..
Bosch,Standard size dishwasher,SHX53CM**,SHS53C7**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHS53C7..
DECO HOME,Compact dishwasher,DGDISHW01,DGDISHW01,222.0,1.8,4.0,No,No,http://www.messati.cn/,DGDISHW01
ZOKOP,Compact dishwasher,WST5-A6B,WST5-A6B,215.0,1.8,4.0,No,No,http://www.messati.cn/,WST5-A6B
ROVSUN,Compact dishwasher,WST5-A6W,WST5-A6W,215.0,1.8,4.0,No,No,http://www.messati.cn/,WST5-A6W
ROVSUN,Compact dishwasher,WST5-A6B,WST5-A6B,215.0,1.8,4.0,No,No,http://www.messati.cn/,WST5-A6B
COSTWAY,Compact dishwasher,WQP6-8201,FP10217,222.0,3.5,6.0,No,No,https://cdn1.costway.com/media/20220819/3200019828211.pdf,FP10217
ICUIRE,Compact dishwasher,ICD4WUP01,ICD4WUP02,121.0,1.8,3.0,No,No,https://www.amazon.com/stores/page/346471B3-4AB9-4241-9512-B8E33AB7E6C8?ingress=2&visitId=a879779f-3882-4b71-8db4-1bbb280a0973&ref_=ast_bln,ICD4WUP02
IAGREEA,Compact dishwasher,IA-DW01,IA-DW02,121.0,1.8,3.0,No,No,https://www.amazon.com/stores/page/BD6C00A6-2573-41D5-8AB4-168F8A75A707?ingress=2&visitId=259a7d0d-5ad8-4d0d-8a23-5e099fc9b803&ref_=ast_bln,IA-DW02
RAZORRI,Compact dishwasher,CDW04A,CDW04A,121.0,1.8,3.0,No,No,By annual report date,CDW04A
Fisher & Paykel,Compact dishwasher,DD24STX6,DD24STX6PX1,113.0,1.7,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24STX6PX1
Fisher & Paykel,Compact dishwasher,DD24STX6,DD24STX6HI1,120.0,1.8,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24STX6HI1
Fisher & Paykel,Compact dishwasher,DD24S(*)9,DD24SHTI9N,152.0,1.8,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24SHTI9N
Fisher & Paykel,Compact dishwasher,DD24S(*)9,DD24SI9N,144.0,1.6,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24SI9N
Fisher & Paykel,Standard size dishwasher,DD24D(*)9,DD24DV2T9N,263.0,3.3,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24DV2T9N
Fisher & Paykel,Compact dishwasher,DD24S**9,DD24SCTX9N,151.0,1.8,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24SCTX9N
Fisher & Paykel,Compact dishwasher,DD24S**9,DD24SCTW9N,151.0,1.8,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24SCTW9N
Fisher & Paykel,Standard size dishwasher,DD24D**9,DD24DCHTX9N,282.0,3.8,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24DCHTX9N
Fisher & Paykel,Standard size dishwasher,DD24D**9,DD24DCTX9N,265.0,3.4,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24DCTX9N
Fisher & Paykel,Standard size dishwasher,DD24D**9,DD24DCTB9N,265.0,3.4,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24DCTB9N
Taj,Standard size dishwasher,WQP12-7739-US,WQP12-7739A-US,234.0,3.5,10.0,No,No,By annual report date,WQP12-7739A-US
Serenity,Standard size dishwasher,WQP8-7740-US,WQP8-7740-US,234.0,3.1,8.0,No,No,By annual report date,WQP8-7740-US
Arctic Wind,Standard size dishwasher,PDT660#,ADW**24EL,249.0,3.5,14.0,No,No,https://arcticwindac.com/uploads/8/3/7/7/83772766/adww24el_adwb24el_adwss24el_energy_guide_label_crop.pdf,ADW..24EL
KOVA SELECT,Standard size dishwasher,WQP8-7740-US,WQP8-7714D-US,234.0,3.1,8.0,No,No,By annual report date,WQP8-7714D-US
BRAMA,Standard size dishwasher,PDT660#,BR-DWSH01-S,249.0,3.5,14.0,No,No,By annual report date,BR-DWSH01-S
Hestan,Standard size dishwasher,KDW24-OV,KDW24-OV,235.0,2.8,13.0,No,No,By annual report date,KDW24-OV
Hestan,Standard size dishwasher,KDW24-XX,KDW24-XX,235.0,2.8,13.0,No,No,By annual report date,KDW24-XX
VESTA,Compact dishwasher,WQP6-3601-US,DWV362CB,203.0,3.1,6.0,No,No,By annual report date,DWV362CB
Miele,Standard size dishwasher,PFD 104 SCViXXL,PFD 101U,270.0,3.3,16.0,No,No,https://www.miele.com/,PFD 101U
Farberware,Compact dishwasher,WQP4-2601C-US,FDW05ASWWHC,130.0,1.4,1.0,No,No,By annual report date,FDW05ASWWHC
Electrolux,Standard size dishwasher,WQP8-7740-US,EIDW1815**,270.0,3.5,8.0,No,No,https://www.electroluxappliances.com/Kitchen-Appliances/Dishwashers/,EIDW1815..
Crosley Professional,Standard size dishwasher,PDT660#,ZDM6502AS,249.0,3.5,14.0,No,No,https://www.crosley.com/uploads/1/0/8/1/108167455/zdm6502as_energy_guide_final.png,ZDM6502AS
Summit,Standard size dishwasher,DDS25842X,DW18SS4**,220.0,2.4,8.0,No,No,https://eguides.fsiworldwide.com/label/326.pdf,DW18SS4..
Cove,Standard size dishwasher,DW2450,DW2450,262.0,3.1,10.0,No,No,https://www.subzero-wolf.com/-/media/files/united-states/product-downloads/sub-zero-wolf/energy-guides/dw2450-energy-guide.pdf,DW2450
Cove,Standard size dishwasher,DW2410,DW2410,240.0,2.8,10.0,No,No,By annual report date,DW2410
Miele,Standard size dishwasher,G 7916 SCi,PFD 101i,270.0,3.3,16.0,No,No,https://www.miele.com/,PFD 101i
Miele,Standard size dishwasher,G 7916 SCi,PFD 101U,270.0,3.3,16.0,No,No,https://www.miele.com/,PFD 101U
Miele,Standard size dishwasher,G 5482 SCVi SL,PFD 102i,270.0,3.3,16.0,No,No,https://www.miele.com/,PFD 102i
SUMMIT,Standard size dishwasher,DW21UT22N224,ADADW18B**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/562.pdf,ADADW18B..
SUMMIT,Standard size dishwasher,DW21UT22N224,ADADW18SS**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/566.pdf,ADADW18SS..
SUMMIT,Standard size dishwasher,DW21UT22N224,DW186NTADA**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/567.pdf,DW186NTADA..
Summit,Standard size dishwasher,DW11UT22T124,LDW24SSA**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/430.pdf,LDW24SSA..
Summit,Standard size dishwasher,DW11UT22T124,LDW24NTA**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/433.pdf,LDW24NTA..
Summit,Standard size dishwasher,DW11UT22T124,ADADW24NT**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/434.pdf,ADADW24NT..
Big Chill,Standard size dishwasher,DWT 81900 SS,BC24DW,225.0,2.4,12.0,No,No,By annual report date,BC24DW
Comfee,Compact dishwasher,WQP4-2501A-US,CDC22P4A**,203.0,3.1,3.0,No,No,By annual report date,CDC22P4A..
Comfee,Compact dishwasher,WQP4-2605-US,CDC17P2A**,130.0,1.4,1.0,No,No,https://www.amazon.com/dp/B09QC9947J,CDC17P2A..
Bosch,Standard size dishwasher,SHE863WF2N,SHP865YP5N,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHP865YP5N
Bosch,Standard size dishwasher,SHX89PW55N,SHV89PW5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHV89PW5..
Bosch,Standard size dishwasher,SHX89PW55N,SHX89PW5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHX89PW5..
Bosch,Standard size dishwasher,SHP865WD**,SHP865WG5N,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHP865WG5N
Bosch,Standard size dishwasher,SHE863WF2N,SHXM65W5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHXM65W5..
Bosch,Standard size dishwasher,SHE863WF2N,SHP865W7**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHP865W7..
Bosch,Standard size dishwasher,SHE863WF2N,SHV863WB**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHV863WB..
Bosch,Standard size dishwasher,SHE863WF2N,SHX863WB**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHX863WB..
Bosch,Standard size dishwasher,SHXM78Z5**,SHE878ZD**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHE878ZD..
Bosch,Standard size dishwasher,SGE68U55UC,SGE68X5***,259.0,2.9,13.0,No,No,http://www.bshenergyguides.com,SGE68X5...
Bosch,Standard size dishwasher,SPX68U5###,SPV68U5###,259.0,2.9,9.0,No,No,http://www.bshenergyguides.com,SPV68U5...
Bosch,Standard size dishwasher,SPX68U5###,SPX68U5###,259.0,2.9,9.0,No,No,http://www.bshenergyguides.com,SPX68U5...
Bosch,Standard size dishwasher,SPX68U5###,SPE68U5###,259.0,2.9,9.0,No,No,http://www.bshenergyguides.com,SPE68U5...
Bosch,Standard size dishwasher,SPX68U5###,SPE53U5###,259.0,2.9,9.0,No,No,http://www.bshenergyguides.com,SPE53U5...
Thermador,Standard size dishwasher,DWHD770C**,DWHD770C**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,DWHD770C..
Bosch,Standard size dishwasher,SHX53CM**,SHV53CM**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHV53CM..
Bosch,Standard size dishwasher,SHX53CM**,SHS53CM**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHS53CM..
Bosch,Standard size dishwasher,SHX53CM**,SHS53CD**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHS53CD..
Bosch,Standard size dishwasher,SHE4AEM**,SHX4AEF**,269.0,3.5,14.0,No,No,http://www.bshenergyguides.com,SHX4AEF..
Bosch,Standard size dishwasher,SHE4AEM**,SHX5AEM**,269.0,3.5,14.0,No,No,http://www.bshenergyguides.com,SHX5AEM..
Bosch,Standard size dishwasher,SHE4AEM**,SHE3AEM**,269.0,3.5,14.0,No,No,http://www.bshenergyguides.com,SHE3AEM..
Hotpoint,Standard size dishwasher,GSD21**V****,HDA21**H****,307.0,5.0,12.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,HDA21..H....
Crosley,Standard size dishwasher,GDF45***R*** (a),XDF25***R***,307.0,5.0,10.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,XDF25...R...
GE,Standard size dishwasher,GDF45***R*** (a),HDF33***R***,307.0,5.0,10.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,HDF33...R...
GE,Standard size dishwasher,GDF45***R*** (a),GDF45***R***,307.0,5.0,10.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,GDF45...R...
Crosley,Standard size dishwasher,GDF45***R***,XDF25***R***,307.0,5.0,10.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,XDF25...R...
Hotpoint,Standard size dishwasher,GDF45***R***,HDF33***R***,307.0,5.0,10.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,HDF33...R...
Hotpoint,Standard size dishwasher,GDF45***R***,HDF31***R***,307.0,5.0,10.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,HDF31...R...
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FGIP2479****,240.0,3.2,14.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FGIP2479S_EG.pdf,FGIP2479....
Frigidaire,Standard size dishwasher,FGID2479***A,FGIP2479***A,260.0,2.7,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FGIP2479S_EG.pdf,FGIP2479...A
Frigidaire,Standard size dishwasher,FBD2400***B,FBD2400***B,277.0,4.6,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FBD2400_EG.pdf,FBD2400...B
Frigidaire,Standard size dishwasher,FDPC4221***A,FDPC4221***A,280.0,4.3,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FDPC4221A_EG.pdf,FDPC4221...A
Electrolux,Standard size dishwasher,WQP8-7740-US,EIDW1815**,270.0,3.5,8.0,No,No,https://d64w46yf2dsgq.cloudfront.net/EIDW1815U_EG.pdf,EIDW1815..
Electrolux,Standard size dishwasher,FGID2479***A,FFBD2420***A,260.0,2.7,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FFBD2420U_EG.pdf,FFBD2420...A
IKEA,Standard size dishwasher,FGID2466***A,804.655.85 * *,266.0,3.0,12.0,No,No,https://www.ikea.com/us/en/p/essentiell-built-in-dishwasher-black-stainless-steel-80465585/,804.655.85 . .
IKEA,Standard size dishwasher,FGID2466***A,004.621.71 * *,266.0,3.0,12.0,No,No,https://www.ikea.com/us/en/p/essentiell-built-in-dishwasher-stainless-steel-00462171/,004.621.71 . .
Maytag,Standard size dishwasher,MDB8989SH**-02,MDB7979SH**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB7979SH..
Maytag,Standard size dishwasher,MDB8989SH**-03,MDB4949SH**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB4949SH..
Maytag,Standard size dishwasher,MDB8989SH**-03,MDB7979SH**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB7979SH..
Maytag,Standard size dishwasher,MDB8989SH**-04,MDB4949SH**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB4949SH..
Whirlpool,Standard size dishwasher,ADB1300AF**-05,WDF120PAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF120PAF..
Whirlpool,Standard size dishwasher,ADB1300AF**-05,WDF121PAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF121PAF..
Whirlpool,Standard size dishwasher,ADB1300AF**-06,WDF120PAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF120PAF..
Whirlpool,Standard size dishwasher,ADB1300AF**-06,WDF121PAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF121PAF..
Whirlpool,Standard size dishwasher,ADB1300AF**-07,WDF130PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF130PAH..
Whirlpool,Standard size dishwasher,ADB1300AF**-08,WDF120PAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF120PAF..
Whirlpool,Standard size dishwasher,ADB1300AF**-08,WDF121PAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF121PAF..
Whirlpool,Standard size dishwasher,ADB1300AF**-08,WDF130PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF130PAH..
