ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2354266,Avanti,AR17T0W,",AR17T1B,; ,AR17T3S,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,20.2,17.7,1.7,1.7,233,275.0,15.0,,,No,,,,,01/01/2020,01/30/2020,United States,ES_92257_AR17T1B_01102020102044_8042261,No,AR17T0W
2309224,Avanti,AR17T1B,",AR17T0W,; ,AR17T3S,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,20.1,17.7,1.7,1.7,238,275.0,13.0,,,No,,,,,11/15/2017,01/16/2018,"United States, Canada",ES_92257_AR17T1B_11232017092331_4355584,No,AR17T1B
2216363,Avanti,AR2406W,",AR2416B,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,25.0,18.5,2.2,2.2,230,279.0,18.0,,,No,,,,,07/21/2014,07/22/2014,United States,ES_92257_AR2406W_07212014164849_4965174,No,AR2406W
2303594,Avanti,AR24T3S,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,24.9,18.5,2.4,2.4,238,281.0,15.0,,,No,,,,,09/01/2017,09/14/2017,United States,ES_92257_AR24T3S_09122017132724_1491662,No,AR24T3S
2353672,Avanti,AR24T3S,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,24.8,17.7,2.4,2.4,238,281.0,15.0,,,No,,,,,01/01/2020,01/16/2020,United States,ES_92257_AR24T3S_01102020153313_9034234,No,AR24T3S
2215460,Avanti,AR321BB,",AR323SB,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,18.7,3.2,3.2,259,289.0,10.0,,,No,,,,,07/09/2014,07/10/2014,"United States, Canada",ES_92257_AR321BB_07092014154345_4110223,No,AR321BB
2315136,Avanti,AR321BB,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,18.7,3.2,3.2,259,289.0,10.0,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_AR321BB_03012018110822_70170417,No,AR321BB
2398141,Avanti,AR32J1B,,079841103249,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33.0,19.0,3.2,3.2,192,244.0,21.0,,,No,,,,,08/29/2021,12/04/2021,United States,ES_92257_AR32J1B_01142022145001_1066973,Yes,AR32J1B
2215426,Avanti,AR4446B,",AR4456SS,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,32.7,19.7,4.4,4.4,269,300.0,10.0,,,No,,,,,07/09/2014,07/10/2014,"United States, Canada",ES_92257_AR4446B_07092014155859_6016198,No,AR4446B
2369715,Avanti,AR4446B,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,19.5,4.4,4.4,269,300.0,10.0,,,No,,,,,11/17/2020,11/16/2020,"United States, Canada",ES_92257_AR4446B_11192020061719_80063185,No,AR4446B
2369714,Avanti,AR4456SS,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,19.5,4.4,4.4,269,300.0,10.0,,,No,,,,,11/17/2020,11/16/2020,"United States, Canada",ES_92257_AR4456SS_11192020061719_80063185,No,AR4456SS
2394529,Avanti,AR46J0W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,32.1,20.3,4.5,4.5,198,254.0,22.0,,,No,,,,,03/02/2022,03/13/2022,United States,ES_92257_AR46J0W_04082022145005_4376373,Yes,AR46J0W
2394530,Avanti,AR46J1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,32.1,20.3,4.5,4.5,198,254.0,22.0,,,No,,,,,03/02/2022,03/13/2022,United States,ES_92257_AR46J1B_04082022145005_5960687,Yes,AR46J1B
2394531,Avanti,AR46J3S,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,32.1,20.3,4.5,4.5,198,254.0,22.0,,,No,,,,,03/02/2022,03/13/2022,United States,ES_92257_AR46J3S_04082022145005_4352199,Yes,AR46J3S
2349175,Avanti,AR52T3SB,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.3,23.4,5.2,5.2,256,307.0,17.0,,,No,,,,,11/01/2019,10/31/2019,United States,ES_92257_AR52T3SB_10292019154303_1166040,No,AR52T3SB
2389195,Avanti,FF14V0W,,79841211401,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.0,27.6,14.3,17.0,332,371.0,11.0,,,No,,,,,12/15/2021,12/13/2021,United States,ES_92257_FF14V0W_102020212247527_7644327,Yes,FF14V0W
2389196,Avanti,FF14V1B,,79841211418,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.0,27.6,14.3,17.0,332,371.0,11.0,,,No,,,,,12/15/2021,12/13/2021,United States,ES_92257_FF14V1B_102020212247391_3555338,Yes,FF14V1B
2389194,Avanti,FF14V3S,,79841211432,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.0,27.6,14.3,17.0,332,371.0,11.0,,,No,,,,,12/15/2021,12/13/2021,United States,ES_92257_FF14V3S_102020212247204_8702264,Yes,FF14V3S
2384733,Avanti,FFFDD18L3S,,079841120185,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.1,32.9,17.9,22.7,442,518.0,15.0,,,No,,,,,09/30/2021,09/28/2021,"United States, Canada",ES_92257_FFFDD18L3S_09282021032440_2065818,No,FFFDD18L3S
2384736,Avanti,FFFDS175L3S,,079841121755,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,70.1,29.9,17.7,21.7,435,509.0,15.0,,,No,,,,,06/01/2022,09/29/2021,"United States, Canada",ES_92257_FFFDS175L3S_09282021203052_4273167,No,FFFDS175L3S
2378190,Avanti,MCR74V**,"MCR74V0W,MCR74V0W,; MCR74V1B,MCR74V1B,; MCR74V3S,MCR74V3S,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.0,21.3,7.4,8.5,345,386.0,11.0,,,No,,,,,05/20/2021,05/21/2021,"United States, Canada",ES_92257_MCR74V**_051920211117151_2009039,No,MCR74V..
2396578,Avanti,OR1533U3S,,079841201532,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,14.6,3.1,3.1,225,288.0,22.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/11/2022,05/19/2022,"United States, Canada",ES_1131312_OR1533U3S_05162022150729_6040307,No,OR1533U3S
2229666,Absocold,ARD1033F*14R/L,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.0,24.0,10.3,12.1,297,331.0,10.0,,,No,,No,,,12/08/2014,12/04/2014,United States,ES_0092255_ARD1033F*14R/L_12042014111045_70017616,Yes,ARD1033F.14R/L
2403036,Absocold,ARD1033FB21R/L,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,58.8,23.8,10.0,12.0,263,331.0,21.0,,,No,,,,,10/30/2022,10/13/2022,United States,ES_0092255_ARD1033FB21R/L_10142022105159_80144506,Yes,ARD1033FB21R/L
2403038,Absocold,ARD1033FS21R/L,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,58.8,23.8,10.0,12.0,263,331.0,21.0,,,No,,,,,10/30/2022,10/13/2022,United States,ES_0092255_ARD1033FS21R/L_10142022105137_80144506,Yes,ARD1033FS21R/L
2403037,Absocold,ARD1033FW21R/L,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,58.8,23.8,10.0,12.0,263,331.0,21.0,,,No,,,,,10/30/2022,10/13/2022,United States,ES_0092255_ARD1033FW21R/L_1014202210127_80144506,Yes,ARD1033FW21R/L
2374882,Absocold,ARD204AB21R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,22.4,18.8,2.0,2.0,249,278.0,10.0,Other,,No,,No,,,03/05/2021,03/03/2021,United States,ES_0092255_ARD204AB21R/L_03052021010906_5550000_,No,ARD204AB21R/L
2221129,Absocold,ARD204ABS14R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,22.0,19.0,2.0,2.0,249,278.0,10.0,,,No,,No,,,09/30/2014,09/29/2014,United States,ES_0092255_ ARD204ABS14R/L _10022014111547_2767635,No,ARD204ABS14R/L
2374883,Absocold,ARD204ABS21R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,22.4,18.8,2.0,2.0,249,278.0,10.0,Other,,No,,No,,,03/05/2021,03/03/2021,United States,ES_0092255_ARD204ABS21R/L_03052021010906_5550000_,No,ARD204ABS21R/L
2374006,Absocold,ARD244A*21R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,24.8,18.5,2.3,2.3,223,280.0,20.0,,,No,,,,,02/14/2021,02/09/2021,United States,CER_0092255_ARD244A*21R/L_02112021105445_80072181,No,ARD244A.21R/L
2218013,Absocold,ARD369A*14R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.3,18.6,3.6,3.6,262,292.0,10.0,,,No,,No,,,08/18/2014,08/27/2014,United States,ES_0092255_ARD369A*14R/L_08272014021903_2752402,No,ARD369A.14R/L
2218024,Absocold,ARD484F*10R/L,,,Compact Refrigerator,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,46.0,18.6,4.8,5.8,346,408.0,15.0,,,No,,No,,,09/05/2014,08/27/2014,United States,ES_0092255_ARD484F*10R/L_08272014021903_2752402,No,ARD484F.10R/L
2374007,Absocold,ARD484F*21R/L,,,Compact Refrigerator,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,45.8,18.5,4.8,5.8,346,408.0,15.0,,,No,,,,,02/14/2021,02/09/2021,United States,CER_0092255_ARD484F*21R/L_02112021105445_80072181,No,ARD484F.21R/L
2370521,Amana,AMA31**E,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.8,19.1,3.0,3.8,320,358.0,11.0,,,No,,,,,11/25/2020,04/20/2020,United States,ES_1108549_AMA31**E_12032020070711_80062974,No,AMA31..E
2370514,Amana,AMAR27S1E,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.7,19.1,2.6,2.6,214,239.0,10.0,,,No,,,,,11/25/2020,02/08/2018,United States,ES_1108549_AMAR27S1E_12032020065046_80062974,No,AMAR27S1E
2370519,Amana,AMAR31T**E,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.8,19.1,3.0,3.8,320,358.0,11.0,,,No,,,,,11/25/2020,04/20/2020,United States,ES_1108549_AMAR31T**E_12032020070711_80062974,No,AMAR31T..E
2370523,Amana,AMAR43**E,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.9,4.3,4.3,228,253.0,10.0,,,No,,,,,11/25/2020,06/03/2020,United States,ES_1108549_AMAR43**E_12032020071549_8004243,No,AMAR43..E
2370517,Amana,AMAR46TS1E,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,48.1,19.1,4.6,5.6,325,369.0,12.0,,,No,,,,,11/25/2020,02/08/2018,United States,ES_1108549_AMAR46TS1E_12032020065046_80062974,No,AMAR46TS1E
2253717,Amana,ART348FFF***,,883049409634;883049409641;883049409658;883049412344,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65.4,29.8,18.3,22.1,370,412.0,10.0,,,No,,,,,12/14/2015,11/19/2015,"United States, Canada",ES_0022856_ART348FFF***_11222015014057_70054450,Yes,ART348FFF...
2272160,Amana,ART348FFF***,,883049409634;883049409641;883049409658;883049412344,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,No,Yes,No,65.4,29.8,18.3,22.1,455,496.0,10.0,,,No,,,,,12/14/2015,06/14/2016,"United States, Canada",ES_0022856_ART348FFF***_07112016115240_70084302,Yes,ART348FFF...
2453054,APPLIANCE BASICS,CR31TABDDSS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.0,18.5,3.1,3.8,270,358.0,25.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/06/2023,04/07/2023,United States,ES_1127347_CR31TABDDSS_040720230222972_5663021,No,CR31TABDDSS
2395381,APPLIANCE BASICS,CR44CABSDSS,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,19.7,4.4,4.4,226,254.0,11.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/28/2022,05/03/2022,"United States, Canada",ES_1127347_CR44CABSDSS_050320220814569_4504721,No,CR44CABSDSS
2394256,APPLIANCE BASICS,HD676REWNSS,,2022019133942,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.6,29.5,18.7,23.0,466,521.0,11.0,,,No,,,,,03/22/2022,03/25/2022,"United States, Canada",ES_1127347_HD676REWNSS_03312022025576_7355993,No,HD676REWNSS
2394274,APPLIANCE BASICS,HD774FWSS,,2022019133850,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67.0,33.0,21.0,25.6,396,440.0,10.0,,,No,,,,,03/25/2022,03/25/2022,"United States, Canada",ES_1127347_HD774FWSS_033120222237781_8985472,Yes,HD774FWSS
2403873,Arctic King,ABDA049ADBS,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,20.1,5.0,4.9,270,304.0,11.0,,,No,,,,,10/30/2022,10/28/2022,"United States, Canada",ES_1030337_ABDA049ADBS_10312022030227_80146806,No,ABDA049ADBS
2340003,Arctic King,AFRM016AEB,,813084023717,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232.0,11.0,,,No,,,,,06/18/2021,06/24/2021,United States,ES_1030337_AFRM016AEB_06172019094831_4911781,No,AFRM016AEB
2336714,Arctic King,AFRM033AEB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245.0,10.0,,,No,,,,,03/26/2019,04/16/2019,United States,ES_1030337_AFRM033AEB_04162019022335_1415555,No,AFRM033AEB
2336715,Arctic King,AFRM033AES,,817986026449,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245.0,10.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/09/2022,02/16/2022,"United States, Canada",ES_1030337_AFRM033AES_04162019022322_1402305,No,AFRM033AES
2340000,Arctic King,ARM024S1ARBB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238.0,11.0,,,No,,,,,06/18/2019,06/17/2019,"United States, Canada",ES_1030337_ARM024S1ARBB_06172019093932_4372031,No,ARM024S1ARBB
2340001,Arctic King,ARM024S1ARSV,,810004813373,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238.0,11.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/09/2022,02/22/2022,"United States, Canada",ES_1030337_ARM024S1ARSV_06172019093952_4392326,No,ARM024S1ARSV
2392998,Arctic King,ARM17A5ABB,,810040946196,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,19.3,18.6,1.7,1.7,246,275.0,11.0,,,No,,,,,02/12/2022,02/14/2022,"United States, Canada",ES_1030337_ARM17A5ABB_02142022110349_80116053,No,ARM17A5ABB
2378083,Arctic King,ARM32D5ABB,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.0,18.5,3.1,3.8,270,358.0,25.0,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM32D5ABB_051120210920618_8438417,No,ARM32D5ABB
2378082,Arctic King,ARM32D5ASL,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.0,18.5,3.1,3.8,270,358.0,25.0,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM32D5ASL_051120210921641_5173461,No,ARM32D5ASL
2393004,Arctic King,ARM44A5ASL,,810040946219,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.9,19.7,4.4,4.4,269,300.0,10.0,,,No,,,,,02/14/2022,02/14/2022,"United States, Canada",ES_1030337_ARM44A5ASL_02142022112035_80116055,No,ARM44A5ASL
2405394,Arctic Wind,1AW2BF33A,,850012484486,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.7,18.7,3.2,3.9,322,359.0,10.0,,,No,,,,,11/24/2022,07/08/2014,"United States, Canada",ES_1121980_1AW2BF33A_11252022161730_3376886,No,1AW2BF33A
2396580,Avanti,OR525U5D,,079841205257,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,23.6,4.7,4.7,265,302.0,12.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/11/2022,05/19/2022,"United States, Canada",ES_1131312_OR525U5D_05162022171245_1537439,No,OR525U5D
2393670,Avanti,OR543U3S,,079841205431,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,23.6,5.3,5.3,235,308.0,24.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/09/2022,03/09/2022,United States,ES_1131312_OR543U3S_02232022145908_8850519,No,OR543U3S
2315142,Avanti,RA31B0W,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358.0,11.0,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B0W_03012018110822_70170417,No,RA31B0W
2315143,Avanti,RA31B1B,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358.0,11.0,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B1B_03012018110822_70170417,No,RA31B1B
2315144,Avanti,RA31B3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358.0,11.0,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B3S_03012018110822_70170417,No,RA31B3S
2394532,Avanti,RA32J0W,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,34.1,17.7,3.2,3.9,312,359.0,13.0,,,No,,,,,03/07/2022,03/13/2022,United States,ES_92257_RA32J0W_04082022144741_1689652,No,RA32J0W
2394533,Avanti,RA32J1B,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,34.1,17.7,3.2,3.9,312,359.0,13.0,,,No,,,,,03/07/2022,03/13/2022,United States,ES_92257_RA32J1B_04082022144741_9678034,No,RA32J1B
2394534,Avanti,RA32J3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,34.1,17.7,3.2,3.9,312,359.0,13.0,,,No,,,,,03/07/2022,03/13/2022,United States,ES_92257_RA32J3S_04082022144741_2081220,No,RA32J3S
2317775,Avanti,RA45B3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,44.3,18.7,4.5,5.4,327,368.0,11.0,,,No,,,,,03/31/2018,03/14/2017,"United States, Canada",ES_0092257_RA45B3S_03292018034257_70177409,No,RA45B3S
2215469,Avanti,RA7306WT,",RA7316PST,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.3,21.7,7.4,8.4,345,385.0,10.0,,,No,,,,,07/09/2014,07/10/2014,"United States, Canada",ES_92257_RA7306WT_07092014155251_1173822,No,RA7306WT
2391834,Avanti,RA730B0W,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385.0,11.0,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA730B0W_01272022060555_80104253,No,RA730B0W
2391835,Avanti,RA731B1B,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385.0,11.0,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA731B1B_01272022060555_80104253,No,RA731B1B
2295334,Avanti,RA7326BT,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,52.3,21.7,7.4,8.4,345,385.0,10.0,,,No,,,,,05/01/2017,04/28/2017,"United States, Canada",ES_92257_RA7326BT_04262017182802_7628442,No,RA7326BT
2391836,Avanti,RA733B3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385.0,11.0,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA733B3S_01272022060555_80104253,No,RA733B3S
2378191,Avanti,RA75V**,"RA75V0W,RA75V0W,; RA75V1B,RA75V1B,; RA75V3S,RA75V3S,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.0,21.3,7.4,8.5,345,386.0,11.0,,,No,,,,,05/20/2021,05/21/2021,"United States, Canada",ES_92257_RAV75V**_051920211117471_8909741,No,RA75V..
2310828,Avanti,RM24T1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.9,18.5,2.4,2.4,200,238.0,16.0,,,No,,,,,01/01/2018,02/01/2018,United States,ES_92257_RM24T1B_01232018161611_3669244,No,RM24T1B
2353671,Avanti,RM24T1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.7,2.4,2.4,200,238.0,16.0,,,No,,,,,12/01/2019,01/16/2020,United States,ES_92257_RM24T1B_01102020160309_3271295,No,RM24T1B
2315140,Avanti,RM3306W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245.0,10.0,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM3306W_03012018110822_70170417,No,RM3306W
2215457,Avanti,RM3316B,",RM3306W,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245.0,10.0,,,No,,,,,07/09/2014,07/10/2014,"United States, Canada",ES_92257_RM3316B_07092014151134_5711633,No,RM3316B
2315139,Avanti,RM3316B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245.0,10.0,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM3316B_03012018110822_70170417,No,RM3316B
2288537,Bosch,B09IB81NSP,,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,69.8,22.0,9.1,10.9,394,439.0,10.0,R-600a,R-600a (GWP:3 | Lower GWP),Yes,Wi-Fi,No,"802 11 BGN 2,4 Ghz",No,01/01/2017,12/22/2016,"United States, Canada",ES_0031649_B09IB81NSP_12222016042727_70113304,No,B09IB81NSP
2347126,Bosch,B09IB91NS*,,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,69.0,22.0,8.3,10.1,388,432.0,10.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/01/2020,08/26/2019,"United States, Canada",ES_0031649_B09IB91NS*_09252019123159_80001333,No,B09IB91NS.
2357257,Bosch,B10CB81NV*,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,70.0,24.0,10.3,12.3,383,426.0,10.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2020,03/26/2020,"United States, Canada",ES_0031649_B10CB81NV*_03262020045808_80038897,No,B10CB81NV.
2302973,Bosch,B20CS30SNS,,825225947790,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.7,35.9,20.2,25.5,593,651.0,10.0,R-134a,R-134a (GWP:1430),No,,,,,11/01/2017,08/31/2017,"United States, Canada",ES_31649_B20CS30SNS_08312017072633_4393591,No,B20CS30SNS
2397419,Bosch,B24CB80ES*,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,79.5,23.0,12.6,15.4,490,537.0,10.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,10/01/2022,06/13/2022,United States,ES_31649_B24CB50ESS_051720221644885_3399896,No,B24CB80ES.
