Brand Name,energy_per_volume
Asko,9.59946213486682
Gallery,14.264576717789339
Elisii,15.33053513897831
CTM,16.086956521739133
ALPHA,16.147540983606557
SANKEY,16.272110849056606
Gladiator,16.46067415730337
Danby or Danby Designer or Danby Premiere or Simplicity,16.466666666666665
Danby Premiere,16.466666666666665
Conservator,16.70564349004716
