ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2337940,Arctic Wind,AUF-2120*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,05/05/2019,05/09/2019,"United States, Canada",ES_1121980_AUF-2120*_05092019081020_9420338,No
2382055,Arctic Wind,AUFSL138E,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,07/10/2021,07/15/2021,"United States, Canada",ES_1121980_AUFSL138E_071220212159805_9428972,No
2335494,Arctic Wind,AUFW138E,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,393,438,10,,,No,03/29/2019,04/01/2019,"United States, Canada",ES_1121980_AUFW138E_04012019061940_9580349,No
2335491,Arctic Wind,AUFW170E,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,03/29/2019,04/01/2019,"United States, Canada",ES_1121980_AUFW170E_04012019025445_7285665,No
2359780,Arctic Wind,AUFW170ETH,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,04/29/2020,04/16/2020,"United States, Canada",ES_1121980_AUFW170ETH_05182020151031_4631937,No
2331972,Arctic Wind,AUFW210E,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,12/20/2018,12/25/2018,"United States, Canada",ES_1121980_AUFW210E_12252018051558_4958372,No
2334210,Arctic Wind,AUFW210E-LK,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,02/28/2019,02/28/2019,"United States, Canada",ES_1121980_AUFW210E-LK_03042019092455_1495681,No
2359783,Arctic Wind,AUFW210ETH,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,36.9,492,546,10,,,No,04/29/2020,04/16/2020,"United States, Canada",ES_1121980_AUFW210ETH_05182020152732_5652657,No
2359784,Arctic Wind,AUFW210ETH-LK,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,36.9,492,546,10,,,No,04/29/2020,04/16/2020,"United States, Canada",ES_1121980_AUFW210ETH-LK_05182020153745_6265286,No
2255167,Avanti,CF24Q0W,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,2.5,4.4,137,178,23,,,No,01/15/2016,12/18/2015,"United States, Canada",ES_92257_CF24Q0W_12082015163635_6507379,Yes
2508195,Avanti,VF108K0W,,79841169405,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,11.1,19.6,354,397,11,,,No,04/12/2023,05/25/2023,"United States, Canada",ES_0092257_VF108K0W_06092023113756_80169587,No
2293207,Avanti,VF58B0W,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,5.8,10.2,281,314,11,,,No,03/06/2017,03/17/2017,"United States, Canada",ES_92257_VF58B0W_03132017155807_6964227,No
2395030,Avanti,VFM58B0W,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,5.9,10.3,281,315,11,,,No,03/29/2022,03/29/2022,"United States, Canada",ES_0092257_VFM58B0W_04222022111630_80120608,No
2359718,Beko,BUFR2715MG,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,14.3,25.1,305,445,31,,,No,04/15/2020,05/05/2020,"United States, Canada",ES_1036108_BUFR2715MG_05052020193821_7501369,Yes
2359717,Beko,BUFR2715SSIM,,,Upright Freezer,9I - Upright freezers with automatic defrost with automatic icemaker,Automatic,No,No,Yes,Yes,13.8,24.4,450,523,16,R-600a,R-600a (GWP:3 | Lower GWP),No,04/15/2020,05/05/2020,"United States, Canada",ES_1036108_BUFR2715SSIM_05052020193749_7469893,Yes
2359719,Beko,BUFR2715WH,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,14.3,25.1,305,445,31,R-600a,R-600a (GWP:3 | Lower GWP),No,04/15/2020,05/05/2020,"United States, Canada",ES_1036108_BUFR2715WH_05052020193912_7552951,Yes
2453172,Bertazzoni,REF18FCBIPLV,",REF18FCBIPRV,",8057971104093;8057971104109,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.7,15.3,452,496,11,,,No,03/30/2023,04/11/2023,"United States, Canada",ES_1145610_REF18FCBIPLV_03292023113239_2370263,No
2292433,BLACK DECKER,BUFK12W,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.2,2.1,201,244,18,,,No,03/10/2017,03/06/2017,United States,ES_1126481_BUFK12W_03132017065255_2775232,No
2303323,Bosch,B18IF900SP,",,Network Communication",825225946779,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.6,15.1,418,494,17,,,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_B18IF900SP_03082017044344_70122368,No
2365308,Bosch,B18IF905SP,,825225960584,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.6,15.1,404,494,20,R-600a,R-600a (GWP:3 | Lower GWP),No,10/01/2020,08/25/2020,"United States, Canada",ES_0031649_B18IF905SP_08312020054816_80044911,No
2373606,CHiQ,CQFU13Y1GBD1*,",,* can be A-Z, a-z, 0-9, - or blank.",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.4,23.6,386,432,11,,,No,02/08/2021,02/08/2021,"United States, Canada",ES_1144127_CQFU13Y1GBD1*_020820210001753_5284158,No
2373608,CHiQ,CQFU13Y1GBD1S,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.4,23.6,386,432,11,,,No,02/08/2021,02/08/2021,"United States, Canada",ES_1144127_CQFU13Y1GBD1S_020820210000487_7114596,No
2373607,CHiQ,CQFU13Y1GBD1W,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.4,23.6,386,432,11,,,No,02/08/2021,02/08/2021,"United States, Canada",ES_1144127_CQFU13Y1GBD1W_020820210000200_3635181,No
2250041,Commercial Cool,CCUK12W,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.2,2.1,201,244,18,,,No,10/10/2015,10/10/2015,"United States, Canada",ES_1126481_CCUK12W_10122015065255_2775232,No
2397366,Conserv,FR1400SS-N,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,14,24.6,396,440,10,,,No,06/09/2022,07/08/2021,"United States, Canada",ES_1145610_FR1400SS-N _06092022063642_80086091,No
2397367,Conserv,FR1400W-N,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,14,24.6,396,440,10,,,No,06/09/2022,07/08/2021,"United States, Canada",ES_1145610_FR1400W-N _06092022063642_80086091,No
2361734,Cool-living,CL-5UFR,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5,8.8,195,218,11,,,No,06/16/2020,06/10/2020,"United States, Canada",ES_1131297_CL-5UFR_06162020022916_80045629,No
2361735,Cool-living,CL-7UFR,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,224,251,11,,,No,06/16/2020,06/10/2020,"United States, Canada",ES_1131297_CL-7UFR_06162020022916_80045629,No
2386554,Criterion,CUF30M1W,,814982016689,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,10/16/2021,10/27/2021,"United States, Canada",ES_1062598_CUF30M1W_102720210345351_6686802,No
2486190,Criterion,CUF36C1W,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3.6,6.3,252,280,10,R-600a,R-600a (GWP:3 | Lower GWP),No,04/15/2023,04/14/2023,"United States, Canada",ES_1143390_CUF36C1W_04032023185900_1230806,No
2486192,Criterion,CUF66C1W,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,6.6,11.6,293,326,10,R-600a,R-600a (GWP:3 | Lower GWP),No,05/24/2023,04/14/2023,"United States, Canada",ES_1062598_CUF66C1W_05152023150283_2458918,No
2339786,Crosley,XCM22DM****,,,Chest Freezer,10 - Chest freezers and all other freezers except compact freezers,Manual,No,No,No,No,21.7,38.1,346,386,10,,,No,07/01/2019,06/14/2019,United States,ES_1123206_XCM22DM****_06142019121918_80007813,No
2324327,Crosley,XUF21DM****,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21.3,37.5,495,552,10,,,No,09/14/2018,08/13/2018,United States,ES_0092264_XUF21DM****_08142018032330_70194865,No
2293046,Dacor,DRZ18980***,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,9.5,16.7,465,510,10,R-600a,R-600a (GWP:3 | Lower GWP),Yes,04/20/2017,03/24/2017,"United States, Canada",ES_1016518_DRZ18980***_03242017112645_70128926,No
2292830,Dacor,DRZ24980***,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,13.6,23.9,500,581,15,R-600a,R-600a (GWP:3 | Lower GWP),Yes,01/15/2018,12/19/2017,"United States, Canada",ES_1016518_DRZ24980***_03222017113716_70128313,No
2290228,Dacor,DRZ30980***,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,17.6,31,550,651,17,R-600a,R-600a (GWP:3 | Lower GWP),Yes,01/15/2018,12/19/2017,"United States, Canada",ES_1016518_DRZ30980***_02082017105714_70119350,No
2293045,Dacor,DRZ36980***,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,21.4,37.7,580,717,20,R-600a,R-600a (GWP:3 | Lower GWP),Yes,01/15/2018,12/19/2017,"United States, Canada",ES_1016518_DRZ36980***_03242017112645_70128468,No
2382840,Danby,DCF072A1WDB,,067638029353,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7.2,12.7,228,254,10,,,No,08/03/2021,07/30/2021,"United States, Canada",ES_0031682_DCF072A1WDB_08032021104338_80088996,No
2345844,Danby,DUF071A3*,",DUF071A3WDB,",67638020695,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,7.1,12.5,298,334,11,,,No,09/08/2019,05/21/2019,"United States, Canada",ES_0031682_DUF071A3*_09042019010014_80006140,No
2306341,Danby,DUF140E1*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,10/15/2017,11/09/2017,"United States, Canada",ES_31682_DUF140E1*_11132017123230_6350872,No
2382902,Danby,DUF206E1SSLDB*,,67638028639,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,36.9,492,546,10,,,No,07/21/2021,07/21/2021,"United States, Canada",ES_31682_DUF206E1SSLDB*_072120210623569_2864634,No
2371903,Danby,DUFM060B1BSLDB,,67638025676,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,5.9,10.4,281,316,11,,,No,01/09/2021,07/09/2020,"United States, Canada",ES_0031682_DUFM060B1BSLDB_01122021091852_80044264,No
2374764,Danby,DUFM060B1WDB,,67638027038,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,5.9,10.4,281,316,11,,,No,03/02/2021,02/01/2021,"United States, Canada",ES_0031682_DUFM060B1WDB_03122021100652_5550000_,No
2388877,Danby,DUFM060B2BSLDB,,067638029889,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,5.9,10.3,281,315,11,,,No,12/01/2021,11/04/2021,"United States, Canada",ES_0031682_DUFM060B2BSLDB_11262021111451_80100723,No
2307586,Danby Designer,DCF051A3*,",DCF051A3WDD,",67638013383,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5.1,9,196,220,11,,,No,12/12/2017,11/30/2017,"United States, Canada",ES_0031682_DCF051A3*_12012017104808_70163948,No
2307581,Danby Designer,DCF096A3*,,67638013451,Chest Freezer,10 - Chest freezers and all other freezers except compact freezers,Manual,No,No,No,No,9.6,16.9,206,231,11,,,No,12/12/2017,11/30/2017,"United States, Canada",ES_0031682_DCF096A3*_12012017104804_70163948,No
2332298,Danby Designer,DCFM108A1*,",DCFM108A1WDD,",67638018517,Chest Freezer,10 - Chest freezers and all other freezers except compact freezers,Manual,No,No,No,No,10.8,18.9,220,246,11,,,No,01/16/2019,11/20/2018,"United States, Canada",ES_0031682_DCFM108A1*_01072019124232_70202395,No
2250121,Danby Designer,DUF138E1WDD,,67638004060,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,391,438,11,,,No,10/13/2015,09/21/2015,"United States, Canada",ES_0031682_DUF138E1WDD_09302015120456_70047172,No
2306340,Danby Designer,DUF140E1*,,67638014434,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,10/15/2017,11/09/2017,"United States, Canada",ES_31682_DUF140E1*_11132017123132_6292427,No
2406557,Danby Designer,DUF140E1WDD,",,Tested model HS-507FWEN",067638014434,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,01/01/2023,04/25/2023,"United States, Canada",ES_31682_DUF140E1WDD_010620230221614_4380374,No
2292580,Danby Designer,DUF206E1*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,03/05/2017,03/16/2017,"United States, Canada",ES_31682_DUF206E1*_03162017082013_2413623,No
2362301,Danby Designer,DUF206E1WDD*,",,(“*” , can be any of A-Z, a-z, 0-9, version code or blank.)",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,36.9,492,546,10,,,No,06/30/2020,07/01/2020,"United States, Canada",ES_31682_DUF206E1WDD*_07012020084605_3165581,No
2307582,Danby Designer,DUFM043A2*,",DUFM043A2WDD, DUFM043A2WDD-3,",67638013963;67638013970,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,4.3,7.6,260,291,11,,,No,12/12/2017,11/30/2017,"United States, Canada",ES_0031682_DUFM043A2*_12012017104802_70163948,No
2379044,Danby Designer,DUFM085A4TDD,,067638028127,Upright Freezer,8 - Upright freezers with manual defrost,Manual,No,No,No,No,8.5,15,247,277,11,,,No,06/07/2021,06/02/2021,"United States, Canada",ES_0031682_DUFM085A4TDD_06082021103420_80085514,No
2405462,Danby or Danby Designer or Danby Diplomat,DCF035A5WDB,,067638000888,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,3.5,6.1,173,193,10,,,No,12/08/2022,12/01/2022,"United States, Canada",ES_0031682_DCF035A5WDB_12122022014220_80146810,No
2405463,Danby or Danby Designer or Danby Diplomat,DCF050A5WDB,,067638000949,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5,8.7,195,217,10,,,No,12/08/2022,12/01/2022,"United States, Canada",ES_0031682_DCF050A5WDB_12122022014220_80146810,No
2405465,Danby or Danby Designer or Danby Diplomat,DCF070A5WCDB,,067638030649,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,225,251,10,,,No,12/08/2022,12/01/2022,"United States, Canada",ES_0031682_DCF070A5WCDB_12122022014220_80146810,No
2405464,Danby or Danby Designer or Danby Diplomat,DCF070A5WDB,,067638000840,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,225,251,10,,,No,12/08/2022,12/01/2022,"United States, Canada",ES_0031682_DCF070A5WDB_12122022014220_80146810,No
2382842,Danby or Danby Designer or Danby Diplomat,DCF100A1WDD,,067638028837,Chest Freezer,10 - Chest freezers and all other freezers except compact freezers,Manual,No,No,No,No,10,17.5,211,235,10,,,No,08/03/2021,07/30/2021,"United States, Canada",ES_0031682_DCF100A1WDD_08032021104338_80088996,No
2405460,Danby or Danby Designer or Danby Diplomat,DCF100A5WDB,,067638030533,Chest Freezer,10 - Chest freezers and all other freezers except compact freezers,Manual,No,No,No,No,10,17.5,211,235,10,,,No,12/08/2022,12/01/2022,"United States, Canada",ES_0031682_DCF100A5WDB_12122022014220_80146810,No
2405461,Danby or Danby Designer or Danby Diplomat,DUFM068A1SCDB,,067638030663,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,6.8,12,296,330,10,,,No,12/08/2022,12/01/2022,"United States, Canada",ES_0031682_DUFM068A1SCDB_12122022014220_80146810,No
2307584,Danby or Danby Designer or Danby Premiere or Simplicity,DUFM085A4*,",DUFM085A4BSLDD, DUFM085A4WDD, DUFM085A4WDD-6, DUFM085A4BSLDD-6,",67638013888;67638013895;67638022972;67638025669,Upright Freezer,8 - Upright freezers with manual defrost,Manual,No,No,No,No,8.5,15,247,277,11,,,No,12/12/2017,11/30/2017,"United States, Canada",ES_0031682_DUFM085A4*_12012017104801_70163948,No
2219308,Gaggenau,RF471701,,825225900351,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,15.8,27.8,564,619,10,,,No,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_RF471701_06182014123847_2737291,No
2303325,Gaggenau,RF471704,",,Network Communication",825225922681,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,15.8,27.8,493,619,22,,,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_RF471704_03082017044344_70122368,No
2365312,Gaggenau,RF471705,,825225961130,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,15.8,27.8,479,619,24,R-600a,R-600a (GWP:3 | Lower GWP),No,10/01/2020,08/25/2020,"United States, Canada",ES_0031649_RF471705_08312020054816_80044911,No
2303327,Gaggenau,RF491704,",,Network Communication",825225922698,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,19.4,34.2,543,682,22,,,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_RF491704_03082017044344_70122368,No
2365314,Gaggenau,RF491705,,825225961147,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,19.4,34.2,528,682,24,R-600a,R-600a (GWP:3 | Lower GWP),No,10/01/2020,08/25/2020,"United States, Canada",ES_0031649_RF491705_08312020054816_80044911,No
2453343,Galanz,BD-305WE-B-A1-62H,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,11.1,19.6,354,397,11,,,No,04/12/2023,04/02/2023,"United States, Canada",ES_1108549_BD-305WE-A-62H_04142023094115_80162419,No
2453342,Galanz,BD-305WE-B-A-62H,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,11.1,19.6,354,397,11,,,No,04/12/2023,04/02/2023,"United States, Canada",ES_1108549_BD-305WE-A-62H_04142023094113_80162419,No
2381472,Galanz,GL31F**E,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.4,240,272,12,,,No,06/30/2021,05/27/2014,"United States, Canada",ES_1108549_GL31F**E_07022021075342_2720073,No
2366573,Galanz,GLF11U**A16,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,11,19.4,354,396,11,,,No,09/23/2020,08/07/2020,United States,ES_1108549_GLF11U**A16_09302020052229_80056439,No
2366574,Galanz,GLF11U**G16,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,11,19.4,354,396,11,,,No,09/23/2020,08/07/2020,United States,ES_1108549_GLF11U**G16_09302020052229_80056439,No
2364910,Galanz,GLF50*E*,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5,8.7,196,217,10,,,No,08/18/2020,07/01/2020,"United States, Canada",ES_1108549_GLF50*E*_08242020115745_80043260,No
2364911,Galanz,GLF70*E*,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,226,251,10,,,No,08/18/2020,07/01/2020,"United States, Canada",ES_1108549_GLF70*E*_08242020115745_80043260,No
2220968,Gallery,FGVU21F8QF*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,20.5,36.1,484,539,10,,,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FGVU21F8QF*10012014013337_70012088,No
2215216,GE,FCM11PH****,,,Chest Freezer,10 - Chest freezers and all other freezers except compact freezers,Manual,No,No,No,No,10.6,18.7,218,244,11,,,No,08/04/2014,06/23/2014,"United States, Canada",ES_1123206_FCM11PH****_06232014030230_2739746,No
2339784,GE,FCM16DL****,,,Chest Freezer,10 - Chest freezers and all other freezers except compact freezers,Manual,No,No,No,No,15.7,27.6,277,309,10,,,No,08/01/2019,06/14/2019,"United States, Canada",ES_1123206_FCM16DL****_06142019121918_80007813,No
2339785,GE,FCM22DL****,,,Chest Freezer,10 - Chest freezers and all other freezers except compact freezers,Manual,No,No,No,No,21.7,38.1,346,386,10,,,No,07/01/2019,06/14/2019,"United States, Canada",ES_1123206_FCM22DL****_06142019121918_80007813,No
2356447,GE,FUF14DL****,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,14.1,24.8,397,442,10,,,No,04/01/2020,03/12/2020,"United States, Canada",ES_1123206_FUF14DL****_03172020042854_6666666_,No
2356448,GE,FUF17DL****,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17.3,30.4,441,490,10,,,No,04/01/2020,03/12/2020,"United States, Canada",ES_1123206_FUF17DL****_03172020042854_6666666_,No
2356449,GE,FUF21DL****,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21.3,37.5,495,552,10,,,No,04/01/2020,03/12/2020,"United States, Canada",ES_1123206_FUF21DL****_03172020042854_6666666_,No
2261069,Gorenje,ZOF2862E,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,15.1,15.1,323,358,10,,,No,02/01/2016,10/24/2016,"United States, Canada",ES_1123023_ZOF2862E_02292016180304_8984231,No
2453177,HALLMAN,HRBIAF18PR,,616833175183,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.7,15.3,452,496,11,,,No,03/30/2023,04/11/2023,"United States, Canada",ES_1145610_HRBIAF18PR_03292023113240_9315271,No
2318576,Hisense,FC34D6AWE,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,3.4,5.9,172,191,10,,,No,03/29/2018,04/11/2018,United States,ES_1110877_FC34D6AWE_04162018134417_3754693,No
2360727,Hisense,FC34D6EWE,,810088360022,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,3.4,6,172,192,10,,,No,05/15/2020,05/26/2020,Canada,ES_1143318_FC34D6EWE_05212020120620_9429742,No
2318407,Hisense,FC50D6AWE,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,4.9,8.7,195,217,10,,,No,03/29/2018,04/11/2018,Canada,ES_1110877_FC50D6AWE_03292018162402_776178,No
2403987,Hisense,FC50D6E*E,",LC50D6E*E,; ,LC50D6EWE,",,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5,8.9,196,219,11,,,No,10/26/2022,05/15/2020,"United States, Canada",ES_1143318_FC50D6E*E_10312022151746_2798883,No
2359729,Hisense,FC50D6EWE,",LFC050N6AWE,",810088360039;810088361296,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5,8.9,196,219,11,,,No,05/15/2020,05/15/2020,"United States, Canada",ES_1143318_FC50D6EWE_05092020144137_1252862,No
2318406,Hisense,FC70D6AWE,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,6.9,12.1,223,249,10,,,No,03/29/2018,04/11/2018,United States,ES_1110877_FC70D6AWE_03292018163013_4502069,No
2359728,Hisense,FC70D6EWE,",LFC070N6AWE,",810088360046;810088361302,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,225,251,10,,,No,05/15/2020,05/15/2020,"United States, Canada",ES_1143318_FC70D6EWE_05092020145257_5779077,No
2333181,Miele,F 2801 Vi,",,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,15.8,27.7,493,618,22,,,No,02/14/2019,02/05/2019,"United States, Canada",ES_0031629_F 2801 Vi_02072019040259_70213076,No
2333182,Miele,F 2811 SF,",,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,15.8,27.7,493,618,22,,,No,02/14/2019,02/05/2019,"United States, Canada",ES_0031629_F 2811 SF_02072019040259_70213076,No
2333180,Miele,F 2811 Vi,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,15.8,27.7,493,618,22,,,No,02/14/2019,02/05/2019,"United States, Canada",ES_0031629_F 2811 Vi_02072019040259_70213076,No
2365368,Miele,F 2812 Vi,",F 2802 Vi, F 2812 SF,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,15.8,27.8,479,619,24,,,No,10/01/2020,08/26/2020,"United States, Canada",ES_0031629_F 2812 Vi_09012020122758_80044906,No
2333184,Miele,F 2901 Vi,",,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,19.4,34.1,543,681,21,,,No,02/14/2019,02/05/2019,"United States, Canada",ES_0031629_F 2901 Vi_02072019040259_70213076,No
2333185,Miele,F 2911 SF,",,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,19.4,34.1,543,681,21,,,No,02/14/2019,02/05/2019,"United States, Canada",ES_0031629_F 2911 SF_02072019040259_70213076,No
2333183,Miele,F 2911 Vi,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,19.4,34.1,543,681,21,,,No,02/14/2019,02/05/2019,"United States, Canada",ES_0031629_F 2911 Vi_02072019040259_70213076,No
