ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2375566,Kenmore,K*FU021A**#,"111.2221####,111.2221####,# : 0-9; 2221#,2221#,# : 0-9",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,20.8,36.7,489,545,10,R-600a,R-600a (GWP:3 | Lower GWP),No,03/10/2021,03/26/2021,United States,"First""*"":A-Z / Second""*"":A-Z / Third""*"":A-Z / First""*"":0-9",No
2453345,Kenmore,KMR11MS2EA16C,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,11.1,19.6,249,397,37,,,No,04/12/2023,04/02/2023,"United States, Canada",ES_0015649_KMR11MS2EA16C_04142023094113_80162419,Yes
2473937,KOOLATRON,KTUF34,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.1,1.9,215,242,11,,,No,05/09/2023,05/09/2023,Canada,ES_1137414_KTUF34_05112023164110_80168440,No
2388483,KOOLATRON,KTUF88,,059586610912,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,11/15/2021,11/24/2021,Canada,ES_1137414_KTUF88_11242021190599_5940161,No
2495053,KOOLMORE,KM-RUF-21S,,810019866548,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,05/08/2023,05/08/2023,"United States, Canada",ES_1147715_KM-RUF-21S_05232023133802_80157963,No
2453176,KUCHT,KR180TF,,616833175152,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.7,15.3,452,496,11,,,No,03/30/2023,04/11/2023,"United States, Canada",ES_1145610_KR180TF_03292023113240_6244143,No
2400335,L2,LRC05M2AWWC,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5,8.8,196,218,10,,,No,08/17/2022,08/17/2022,Canada,ES_1147914_LRC05M2AWWC_08192022005554_1117417,No
2400334,L2,LRC07M2AWWC,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,225,251,10,,,No,08/17/2022,08/17/2022,Canada,ES_1147914_LRC07M2AWWC_081920220056391_6698272,No
2401792,L2,LRU14F3ASTC,,687636005717,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.4,394,439,10,,,No,09/21/2022,05/07/2022,Canada,ES_1147914_LRU14F3ASTC_09212022110839_80126062,No
2401791,L2,LRU14F3AWWC,,687636005700,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.4,394,439,10,,,No,09/21/2022,05/07/2022,Canada,ES_1147914_LRU14F3AWWC_09212022110839_80126062,No
2365711,LG,LROFC0605*,,195174003008,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,5.8,10.3,283,315,10,,,No,09/21/2020,09/11/2020,"United States, Canada",ES_1118034_LROFC0605*_09142020032818_80056159,No
2374757,LG,LROFC1104*,,195174010440,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,11.4,20.1,321,402,20,,,No,03/11/2021,03/11/2021,"United States, Canada",ES_1118034_LROFC1104*_03112021011502_80068756,Yes
2394987,LG,LROFC1114*,,195174036204,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,11.4,20.1,313,402,22,R-600a,R-600a (GWP:3 | Lower GWP),Yes,04/30/2022,04/21/2022,"United States, Canada",ES_1118034_LROFC1114*_04212022092102_80119427,Yes
2330834,Liebherr,MF1851,,9005382246092,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,7.8,13.7,412,480,16,,,No,11/01/2018,10/05/2018,"United States, Canada",ES_1017655_MF1851_12052018035621_70208456,No
2330835,Liebherr,MF2451,,9005382246054,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,11.5,20.2,438,544,21,,,No,11/01/2018,10/05/2018,"United States, Canada",ES_1017655_MF2451_12052018035621_70208456,No
2345235,Liebherr,MF3051,,9005382246153,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,15.2,26.8,528,609,15,,,No,08/22/2019,08/21/2019,"United States, Canada",ES_1017655_MF3051_08222019013734_80015469,No
2345781,Liebherr,MF3651,,9005382246177,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,18.9,33.3,585,673,14,,,No,08/28/2019,08/16/2019,"United States, Canada",ES_1017655_MF3651_09032019025022_80016648,No
2406337,Liebherr,SF5291,,4016803083559,Upright Freezer,9I - Upright freezers with automatic defrost with automatic icemaker,Automatic,No,No,Yes,Yes,9.8,17.3,350,461,26,R-600a,R-600a (GWP:3 | Lower GWP),No,03/01/2023,05/16/2022,United States,SF5291,Yes
2402403,Liebherr,SIF5181,,4016803044635,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,7.5,13.2,350,486,28,,,No,02/01/2023,10/04/2022,"United States, Canada",ES_1017655_SIF5181_10052022103828_80143477,Yes
2321535,Liebherr,UF501,,4016803187868,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,2.8,4.9,302,402,25,,,No,05/15/2018,06/20/2018,"United States, Canada",ES_1017655_UF501_06212018020527_70188344,Yes
2318763,Magic Chef,HMUF6WE,",HMUF54567,",,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,5.8,10.3,281,315,11,,,No,04/20/2018,04/22/2018,United States,ES_1107227_HMUF6WE_04192018143134_8711969,No
2398033,Magic Chef,MCUF3BE,,665679007950,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,244,272,10,R-600a,R-600a (GWP:3 | Lower GWP),No,04/28/2022,06/29/2022,United States,ES_1107227_MCUF3BE_062920220522227_4518107,No
2398031,Magic Chef,MCUF3STE,,665679007967,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,244,272,10,R-600a,R-600a (GWP:3 | Lower GWP),No,04/28/2022,06/29/2022,United States,ES_1107227_MCUF3STE_062920220522169_7432186,No
2398032,Magic Chef,MCUF3WE,,665679007943,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,244,272,10,R-600a,R-600a (GWP:3 | Lower GWP),No,04/28/2022,06/29/2022,United States,ES_1107227_MCUF3WE_06292022052244_6053282,No
2351818,Marathon,ECF71W,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,224,251,11,,,No,11/12/2019,11/11/2019,Canada,ES_1137295_ECF71W_12232019124706_80022912,No
2300586,Marathon,MCF35W-1,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,3.5,6.2,172,194,11,,,No,07/14/2017,07/13/2017,Canada,ES_1137295_MCF35W-1_07262017114236_9356713,No
2351815,Marathon,MCF35W-1,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,3.5,6.2,172,194,11,,,No,11/12/2019,11/11/2019,Canada,ES_1137295_MCF35W-1_12232019124706_80022912,No
2375419,Marathon,MCF36W-1,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,3.4,6,167,192,13,,,No,03/16/2021,03/16/2021,Canada,ES_1137295_MCF36W-1_031620210048866_1794793,No
2301188,Marathon,MCF50W,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5.1,9,196,220,11,,,No,07/14/2017,07/13/2017,Canada,ES_1137295_MCF50W_07262017115324_0004277,No
2375420,Marathon,MCF50W-1,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,4.9,8.6,184,216,15,,,No,03/16/2021,03/16/2021,Canada,ES_1137295_MCF50W-1_031620210140953_3779799,No
2351816,Marathon,MCF51W-1,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5,8.8,195,218,11,,,No,11/12/2019,11/11/2019,Canada,ES_1137295_MCF51W-1_12232019124706_80022912,No
2300589,Marathon,MCF70GRD,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,224,251,11,,,No,07/14/2017,07/13/2017,Canada,ES_1137295_MCF70GRD_07262017115022_9822185,No
2300590,Marathon,MCF70W,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,224,251,11,,,No,07/14/2017,07/13/2017,Canada,ES_1137295_MCF70W_07262017115033_9833642,No
2351817,Marathon,MCF71W-1,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,224,251,11,,,No,11/12/2019,11/11/2019,Canada,ES_1137295_MCF71W-1_12232019124706_80022912,No
2375423,Marathon,MCF72W-1,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7.2,12.7,215,254,15,,,No,03/16/2021,03/16/2021,Canada,ES_1137295_MCF72W-1_031620210156199_6711526,No
2269043,Marathon,MUF65W,"Freezers,MUF65BLS,",,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,6.3,11.1,289,322,10,,,No,05/15/2016,06/06/2016,Canada,ES_1137295_MUF65W_06062016024820_1300857,No
2380765,Marvel,MLFZ*24-IS*1A,,768388081287,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,4.6,8,369,433,15,R-600a,R-600a (GWP:3 | Lower GWP),No,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_MLFZ*24-IS*1A_061120211417338_6801301,No
2380759,Marvel,MLFZ*24-SS*1A,,768388081294,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,4.6,8,369,433,15,R-600a,R-600a (GWP:3 | Lower GWP),No,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_MLFZ*24-SS*1A_061120211417276_4020100,No
2380760,Marvel,MOFZ*24-SS*1A,,768388082079,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,4.6,8,369,433,15,R-600a,R-600a (GWP:3 | Lower GWP),No,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_MOFZ*24-SS*1A_061120211417102_2179011,No
2380764,Marvel,MPFZ*24-IS*1A,,768388080945,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,4.6,8,369,433,15,R-600a,R-600a (GWP:3 | Lower GWP),No,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_MPFZ*24-IS*1A_061120211417992_9512882,No
2380758,Marvel,MPFZ*24-SS*1A,,768388080952,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,4.6,8,369,433,15,R-600a,R-600a (GWP:3 | Lower GWP),No,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_MPFZ*24-SS*1A_061120211417482_4076965,No
2361899,Master Chef,043-0292-2,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,3.5,6.2,174,194,10,,,No,06/18/2020,06/18/2020,Canada,ES_1025242_043-0292-2_06182020121854_2734667,No
2361900,Master Chef,043-0293-0,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5,8.8,196,218,10,,,No,06/18/2020,06/18/2020,Canada,ES_1025242_043-0293-0_06182020121917_2757621,No
2285302,Master Chef,043-2352-8,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,12/19/2013,12/01/2016,Canada,ES_1025242_043-2352-8_12022016111118_7078043,No
2306410,Midea,3730-937,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,11/10/2017,11/13/2017,"United States, Canada",ES_1030337_3730-937_11142017074346_5426050,No
2329400,Midea,HS-507FWE,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,11/06/2018,07/23/2019,"United States, Canada",ES_1030337_HS-507FWE_11092018050728_0048635,No
2397997,Midea,MDRU507FGF01PRR,",,Tested model HS-507FWENDT",555555624299,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,06/20/2022,05/08/2023,"United States, Canada",ES_1030337_MDRU507FGF01PRR_062820220754501_5844723,No
2348992,Midea,MRC07M5AWW,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,225,251,10,,,No,10/27/2019,10/28/2019,"United States, Canada",ES_1030337_MRC07M5AWW_10282019061532_3332271,No
2379565,Midea,MRC07M6AWW,,810040943386,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,225,251,10,,,No,06/07/2021,06/07/2021,"United States, Canada",ES_1030337_MRC07M6AWW_060720210611255_3931017,No
2395046,Midea,MRC07M7AWW,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,225,251,10,R-600a,R-600a (GWP:3 | Lower GWP),No,04/21/2022,04/25/2022,"United States, Canada",ES_1030337_MRC07M7AWW_042520220737617_1698421,No
2377812,Midea,MRU01M3ABB,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.1,1.9,215,242,11,,,No,05/01/2021,05/12/2021,"United States, Canada",ES_1030337_MRU01M3ABB_05122021121101_80081905,No
2377813,Midea,MRU01M3ASL,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.1,1.9,215,242,11,,,No,05/01/2021,05/12/2021,"United States, Canada",ES_1030337_MRU01M3ASL_05122021121101_80081905,No
2377811,Midea,MRU01M3AWW,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.1,1.9,215,242,11,,,No,05/01/2021,05/12/2021,"United States, Canada",ES_1030337_MRU01M3AWW_05122021121101_80081905,No
2337416,Midea,MRU03M2ABB,,810004814387,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,10/11/2021,10/18/2021,"United States, Canada",ES_1030337_MRU03M2ABB_04292019013626_1786744,No
2470771,Midea,MRU14B3ASL,",,Tested model HS-507FWEN",687636007551,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,04/15/2023,04/25/2023,Canada,ES_1129046_MRU14B3ASL_042520230341221_7682961,No
2360139,Midea,MRU17F6AWW*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,05/21/2020,05/21/2020,"United States, Canada",ES_1030337_MRU17F6AWW*_05212020095007_4607086,No
2470804,Midea,MU138SWAR1RC1,",,Tested model HS-507FWEN",687636001085,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,01/30/2023,04/25/2023,"United States, Canada",ES_1030337_MU138SWAR1RC1_042520230702371_5616383,No
2364806,Midea,MU210CWBR1RC1,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,08/19/2020,08/19/2020,"United States, Canada",ES_1030337_MU210CWBR1RC1_08202020125329_80042865,No
2210471,Midea,WHS-109FW1,,814982018942,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,10/11/2021,10/18/2021,"United States, Canada",ES_1030337_WHS-109FW1_05062014020144_1704311,No
2407841,Midea,WHS-507FWEB1,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,08/30/2017,08/31/2017,"United States, Canada",ES_1030337_WHS-507FWEB1_020320230325504_8143896,No
2393815,Midea,WHS-507FWESS1,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.2,394,437,10,,,No,03/07/2022,03/07/2022,"United States, Canada",ES_1030337_WHS-507FWESS1_03162022012138_80117674,No
2407840,Midea,WHS-507FWESS1,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,08/30/2017,08/31/2017,"United States, Canada",ES_1030337_WHS-507FWESS1_020320230326191_3985280,No
2302996,Midea,WHS-507FWEW1,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,01/30/2023,02/03/2023,"United States, Canada",ES_1030337_WHS-507FWEW1_08312017103427_5667485,No
2393816,Midea,WHS-507FWEW1,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.2,394,437,10,,,No,03/07/2022,03/07/2022,"United States, Canada",ES_1030337_WHS-507FWEW1_03162022012138_80117674,No
2362023,Midea,WHS-625FWESS1*,",,( “ * ”, can be any of A-Z, a-z, 0-9, version code or blank.)",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,06/24/2020,06/24/2020,"United States, Canada",ES_1030337_WHS-625FWESS1*_06242020095531_2531536,No
2291786,Midea,WHS-625FWEW1,",WHS-625FWEB1, WHS-625FWESS1,",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.6,438,483,9,,,No,02/10/2017,02/23/2017,"United States, Canada",ES_1030337_WHS-625FWEW1_03022017062847_6127747,No
2362024,Midea,WHS-625FWEW1*,",,( “ * ”, can be any of A-Z, a-z, 0-9, version code or blank.)",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,06/24/2020,06/24/2020,"United States, Canada",ES_1030337_WHS-625FWEW1*_06242020095553_2553065,No
2269041,Midea,WHS-75FW1,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,2.1,3.7,219,258,15,,,No,05/10/2016,06/01/2016,"United States, Canada",ES_1030337_WHS-75FW1_06062016070606_6766428,No
2362025,Midea,WHS-772FWESS1*,",,( “ * ”, can be any of A-Z, a-z, 0-9, version code or blank.)",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,36.9,492,546,10,,,No,06/24/2020,06/24/2020,"United States, Canada",ES_1030337_WHS-772FWESS1*_06242020095612_2572374,No
2291785,Midea,WHS-772FWEW1,",WHS-772FWEB1, WHS-772FWESS1,",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,02/10/2017,02/23/2017,"United States, Canada",ES_1030337_WHS-772FWEW1_03022017062907_6147719,No
2362026,Midea,WHS-772FWEW1*,",,( “ * ”, can be any of A-Z, a-z, 0-9, version code or blank.)",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,36.9,492,546,10,,,No,06/24/2020,06/24/2020,"United States, Canada",ES_1030337_WHS-772FWEW1*_06242020095631_2591750,No
2333179,Miele,F 2411 SF,",,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.6,15.1,418,494,17,,,No,02/14/2019,02/05/2019,"United States, Canada",ES_0031629_F 2411 SF_02072019040259_70213076,No
2333178,Miele,F 2411 Vi,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.6,15.1,418,494,17,,,No,02/14/2019,02/05/2019,"United States, Canada",ES_0031629_F 2411 Vi_02072019040259_70213076,No
2365367,Miele,F 2412 Vi,",F 2412 SF,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.6,15.1,404,494,20,,,No,10/01/2020,08/26/2020,"United States, Canada",ES_0031629_F 2412 Vi_09012020122758_80044906,No
2333515,Miele,F 2461 Vi,",KI KIWD18USM,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,7.8,13.6,428,479,12,,,No,02/14/2019,02/13/2019,"United States, Canada",ES_0031629_F 2461 Vi_02142019034744_70215609,No
2333517,Miele,F 2471 SF,",KI KIWD18USM,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,7.8,13.6,428,479,12,,,No,02/14/2019,02/13/2019,"United States, Canada",ES_0031629_F 2471 SF_02142019034744_70215609,No
2333516,Miele,F 2471 Vi,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,7.8,13.6,428,479,12,,,No,02/14/2019,02/13/2019,"United States, Canada",ES_0031629_F 2471 Vi_02142019034744_70215609,No
2365365,Miele,F 2472 Vi,",F 2462 Vi, F 2472 SF,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,7.8,13.6,428,479,12,,,No,10/01/2020,08/26/2020,"United States, Canada",ES_0031629_F 2472 Vi_09012020122758_80044906,No
2333518,Miele,F 2661 Vi,",KI KIWD24USM,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,,,No,02/14/2019,02/13/2019,"United States, Canada",ES_0031629_F 2661 Vi_02142019034744_70215609,No
2333520,Miele,F 2671 SF,",KI KIWD24USM,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,,,No,02/14/2019,02/13/2019,"United States, Canada",ES_0031629_F 2671 SF_02142019034744_70215609,No
2333519,Miele,F 2671 Vi,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,,,No,02/14/2019,02/13/2019,"United States, Canada",ES_0031629_F 2671 Vi_02142019034744_70215609,No
2365366,Miele,F 2672 Vi,",F 2662 Vi, F 2672 SF,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,11.2,19.8,454,540,17,,,No,10/01/2020,08/26/2020,"United States, Canada",ES_0031629_F 2672 Vi_09012020122758_80044906,No
2209867,Sub-Zero,ID-24F,,,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,3.8,6.8,377,421,10,R-600a,R-600a (GWP:3 | Lower GWP),No,05/01/2014,05/01/2014,"United States, Canada",ES_0031863_ID-24F_04302014021433_2723809,No
2214556,Sub-Zero,ID-24FI,,,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,3.8,6.8,377,421,10,R-600a,R-600a (GWP:3 | Lower GWP),No,05/01/2014,07/03/2014,"United States, Canada",ES_0031863_ID-24FI_07032014112231_2742900,No
2209870,Sub-Zero,ID-30F,,,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,5.1,9,356,443,20,R-600a,R-600a (GWP:3 | Lower GWP),No,09/01/2013,05/01/2014,"United States, Canada",ES_0031863_ID-30F_04302014021437_2723809,No
2214555,Sub-Zero,ID-30FI,,,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,5.1,9,399,443,10,R-600a,R-600a (GWP:3 | Lower GWP),No,09/01/2013,07/03/2014,"United States, Canada",ES_0031863_ID-30FI_07032014112231_2742900,No
2399465,Summit,ADFD2D24,",ADFD2D24OS,; ,SCFF2D24,; ,SPFF2D24OS,",761101085920;761101085937;761101085944;761101085951,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,3.5,6.2,355,415,14,,,No,07/27/2022,08/02/2022,"United States, Canada",ES_92282_ADFD2D24_07262022155624_1889917,No
2245305,Sylvania,SFRF434-WHITE,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,3.5,6.2,152,194,22,,,No,07/31/2015,08/07/2015,"United States, Canada",ES_1120898_SFRF434-WHITE_08072015054605_6365546,Yes
2248175,Sylvania,SFRF452-WHITE,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5.1,9,172,220,22,,,No,09/15/2015,09/17/2015,"United States, Canada",ES_1120898_SFRF452-WHITE FRF472-B_09182015054247_4967346,Yes
2292108,Thermador,T18ID900LP,,825225919001,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,7.8,13.7,428,480,13,,,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T18ID900LP_03082017044344_70122368,No
2303328,Thermador,T18ID900RP,",,Reverse Door",825225918998,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,7.8,13.7,428,480,13,,,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T18ID900RP_03082017044344_70122368,No
2365303,Thermador,T18ID905LP,",T18ID905RP,Cosmetic",825225960379,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,7.8,13.7,428,480,13,R-600a,R-600a (GWP:3 | Lower GWP),No,10/01/2020,08/25/2020,"United States, Canada",ES_0031649_T18ID905LP_08312020054816_80044911,No
2292104,Thermador,T18IF900SP,,825225918547,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.6,15.1,418,494,17,,,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T18IF900SP_03082017044344_70122368,No
2303321,Thermador,T18IF901SP,",,Network Communication",825225947363,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.6,15.1,418,494,17,,,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T18IF901SP_03082017044344_70122368,No
2365306,Thermador,T18IF905SP,,825225960430,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.6,15.1,404,494,20,R-600a,R-600a (GWP:3 | Lower GWP),No,10/01/2020,08/25/2020,"United States, Canada",ES_0031649_T18IF905SP_08312020054816_80044911,No
2292109,Thermador,T24ID900LP,,825225919025,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,,,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T24ID900LP_03082017044344_70122368,No
2303329,Thermador,T24ID900RP,",,Reverse Door",825225919018,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,,,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T24ID900RP_03082017044344_70122368,No
