Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,individual_model_number_modified
CAIXUN,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T2
CAIXUN,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T4
CAIXUN,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T5
CAIXUN,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55V1
CAIXUN,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA2
CAIXUN,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA3
CAIXUN,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA3
CAIXUN,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA4
CAIXUN,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA1
CAIXUN,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55VAUG
CAIXUN,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55VAUG
CAIXUN,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55TAUG
CAIXUN,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-5550GTV
PG,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T2
PG,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T3
PG,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T4
PG,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T5
PG,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55V1
PG,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55VAUG
PG,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55SKA
PG,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55...
PG,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No,WG55UX4212
Westinghouse,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T2
Westinghouse,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T3
Westinghouse,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T5
Westinghouse,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55V1
Westinghouse,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA2
Westinghouse,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA4
Westinghouse,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA5
Westinghouse,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA2
Westinghouse,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA3
Westinghouse,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA4
Westinghouse,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA5
Westinghouse,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA1
Westinghouse,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55VAUG
Westinghouse,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55TAUG
Westinghouse,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55VAUG
Westinghouse,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55TAUG
Westinghouse,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-5550GTV
Westinghouse,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-....GTV
Westinghouse,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55SKA
Westinghouse,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55...
Westinghouse,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No,WG55UX4212
ELEMENT,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T2
ELEMENT,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T3
ELEMENT,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T4
ELEMENT,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T5
ELEMENT,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55V1
ELEMENT,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA5
ELEMENT,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA1
ELEMENT,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA2
ELEMENT,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA3
ELEMENT,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA4
ELEMENT,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55TAUG
ELEMENT,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No,WG55UX4212
ELEMENT,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No,E400GD55G-G
ELEMENT,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No,.....55.........
Element,E500AC65C,65.0,136.0,0.34,,,251.0,By annual report date,No,E500AC65C
Element,EP400AB55R,54.64,127.0,0.48,,,236.0,https://elementelectronics.com/support,No,EP400AB55R
ONN,100058007,39.5,41.7,0.5,,,79.6,http://www.onntvsupport.com/energy-guides,No,100058007
ONN,100012585,49.5,64.7,0.48,,,121.0,By annual report date,No,100012585
ONN,100012589,31.5,40.5,0.45,,,77.0,http://www.onntvsupport.com/energy-guides,No,100012589
"HUIZHOU KTC TECHNOLOGY CO.,LTD.",ITC-LED-55,54.64,117.0,0.5,,,217.0,https://intertech.tv/itc-led-powerguide/,No,ITC-LED-55
SONY,XR-55A95K,55.0,122.0,0.5,0.42,,226.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55a95k,No,XR-55A95K
SONY,XR-83A90J,83.0,163.0,0.17,0.34,,300.0,https://electronics.sony.com/tv-video/televisions/oled/p/xr83a90j,No,XR-83A90J
SONY,KD-43X80K,43.0,62.0,0.5,2.0,,127.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd43x80k,No,KD-43X80K
SONY,KD-55X80K,55.0,118.0,0.5,2.0,,230.0,https://electronics.sony.com/search/KD-55X80K,No,KD-55X80K
SONY,KD-65X80K,65.0,136.0,0.5,2.0,,263.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd65x80k,No,KD-65X80K
SONY,KD-65X80CK,65.0,136.0,0.5,2.0,,263.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd65x80ck,No,KD-65X80CK
SONY,KD-75X80K,75.0,169.0,0.5,2.0,,323.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd75x80k,No,KD-75X80K
SONY,KD-75X80CK,75.0,169.0,0.5,2.0,,323.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd75x80ck,No,KD-75X80CK
SONY,KD-55X75K,55.0,105.0,0.5,0.8,,197.0,https://www.bestbuy.com/site/sony-55-class-x75k-4k-hdr-led-google-tv/6505137.p?skuId=6505137&extStoreId=1533&ref=212&loc=1&gclid=CjwKCAjwpayjBhAnEiwA-7enawGLqeZCb41TttFMtE0DCYGDQky9widS_g5M5HPMzjB6WZBh6wGqMRoChT8QAvD_BwE&gclsrc=aw.ds,No,KD-55X75K
SONY,XR-83A80L,83.0,206.0,0.5,2.0,,390.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr83a80l,No,XR-83A80L
SONY,XR-85X90CL,85.0,125.0,0.5,2.0,,243.0,By Annual report date,No,XR-85X90CL
SONY,XR-85X90L,85.0,125.0,0.5,2.0,,243.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x90l,No,XR-85X90L
SONY,XR-85X95L,85.0,303.0,0.5,2.0,,567.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x95l,No,XR-85X95L
SONY,KD-85X77CL,85.0,241.0,0.5,2.0,,455.0,By Annual report date,No,KD-85X77CL
SONY,KD-85X77L,85.0,241.0,0.5,2.0,,455.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd85x77l,No,KD-85X77L
SONY,KD-75X77CL,75.0,223.0,0.5,2.0,,421.0,By Annual report date,No,KD-75X77CL
SONY,KD-75X77L,75.0,223.0,0.5,2.0,,421.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd75x77l,No,KD-75X77L
SONY,KD-65X77CL,65.0,151.0,0.5,2.0,,290.0,By Annual report date,No,KD-65X77CL
SONY,KD-65X77L,65.0,151.0,0.5,2.0,,290.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd65x77l,No,KD-65X77L
SONY,KD-55X77CL,55.0,127.0,0.5,2.0,,246.0,By Annual report date,No,KD-55X77CL
SONY,KD-50X77L,50.0,93.8,0.5,2.0,,186.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd50x77l,No,KD-50X77L
SONY,KD-43X77L,43.0,79.1,0.5,2.0,,159.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd43x77l,No,KD-43X77L
SONY,XR-65X90L,65.0,99.4,0.5,2.0,,196.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65x90l,No,XR-65X90L
SONY,XR-55X90CL,55.0,89.8,0.5,2.0,,178.0,By Annual report date,No,XR-55X90CL
SONY,XR-55X90L,55.0,89.8,0.5,2.0,,178.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55x90l,No,XR-55X90L
SONY,XR-85X93CL,85.0,305.0,0.5,2.0,,561.0,By Annual report date,No,XR-85X93CL
SONY,XR-85X93L,85.0,305.0,0.5,2.0,,561.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x93l,No,XR-85X93L
SONY,XR-75X93CL,75.0,254.0,0.5,2.0,,467.0,By Annual report date,No,XR-75X93CL
SONY,XR-75X93L,75.0,254.0,0.5,2.0,,467.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75x93l,No,XR-75X93L
SONY,XR-65X93CL,65.0,240.0,0.5,2.0,,441.0,By Annual report date,No,XR-65X93CL
SONY,XR-65X93L,65.0,240.0,0.5,2.0,,441.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65x93l,No,XR-65X93L
SONY,XR-65A80CL,65.0,114.0,0.5,2.0,,223.0,By Annual report date,No,XR-65A80CL
SONY,XR-55A80L,55.0,102.0,0.5,2.0,,200.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55a80l,No,XR-55A80L
SONY,XR-77A80L,77.0,160.0,0.5,2.0,,307.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr77a80l,No,XR-77A80L
SONY,XR-65A80CL,65.0,114.0,0.5,2.0,,223.0,By Annual report date,No,XR-65A80CL
SONY,XR-65A80L,65.0,114.0,0.5,2.0,,223.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65a80l,No,XR-65A80L
SONY,XR-65A75L,65.0,114.0,0.5,2.0,,223.0,By Annual report date,No,XR-65A75L
SONY,XR-55A80CL,55.0,102.0,0.5,2.0,,200.0,By Annual report date,No,XR-55A80CL
SONY,XR-55A80L,55.0,102.0,0.5,2.0,,200.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55a80l,No,XR-55A80L
SONY,XR-55A75L,55.0,102.0,0.5,2.0,,200.0,By Annual report date,No,XR-55A75L
SONY,XR-85X93CL,85.0,305.0,0.5,2.0,,561.0,By Annual report date,No,XR-85X93CL
SONY,XR-85X93L,85.0,305.0,0.5,2.0,,561.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x93l,No,XR-85X93L
SONY,XR-65X93L,65.0,240.0,0.5,2.0,,441.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65x93l,No,XR-65X93L
Sony,XR-85Z9K,85.0,430.0,0.5,0.46,,788.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85z9k,No,XR-85Z9K
Sony,XR-75Z9K,75.0,337.0,0.5,0.46,,618.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75z9k,No,XR-75Z9K
SONY,KD-85X80CK,85.0,212.0,0.5,2.0,,402.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd85x80ck,No,KD-85X80CK
SONY,XR-85X90CK,85.0,187.0,0.5,2.0,,356.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x90ck,No,XR-85X90CK
SONY,XR-85X90K,85.0,187.0,0.5,2.0,,356.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x90k,No,XR-85X90K
SONY,XR-75X90K,75.0,157.0,0.5,2.0,,300.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75x90k,No,XR-75X90K
SONY,XR-65A95K,65.0,140.0,0.5,0.42,,258.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65a95k,No,XR-65A95K
Element,E500AC43C,43.0,65.4,0.27,,,121.0,By annual report date,No,E500AC43C
LG,50UM670H0UA,49.5,68.0,0.3,,,126.0,http://www.lg.com/global/support/ftclabel,No,50UM670H0UA
LG,55UM670H0UA,54.6,80.0,0.3,,,148.0,http://www.lg.com/global/support/ftclabel,No,55UM670H0UA
LG,75UU340C,74.5,99.0,0.2,,,182.0,http://www.lg.com/global/support/ftclabel,No,75UU340C
LG,65UN7000PUD,64.5,160.0,0.3,0.4,,295.0,http://www.lg.com/global/support/ftclabel,No,65UN7000PUD
LG,22LS660V0UD,21.5,30.3,0.4,,,58.0,http://www.lg.com/global/support/ftclabel,No,22LS660V0UD
LG,75US340C0UD,74.5,98.5,0.2,,,181.0,http://www.lg.com/global/support/ftclabel,No,75US340C0UD
LG,55US340C0UD,54.64,70.1,0.2,,,129.0,http://www.lg.com/global/support/ftclabel,No,55US340C0UD
LG,50US340C0UD,49.5,69.1,0.2,,,127.0,http://www.lg.com/global/support/ftclabel,No,50US340C0UD
LG,86US340C0UD,85.6,138.0,0.2,,,253.0,http://www.lg.com/global/support/ftclabel,No,86US340C0UD
LG,65US340C0UD,64.5,84.4,0.2,,,155.0,http://www.lg.com/global/support/ftclabel,No,65US340C0UD
LG,65NANO97UNA,64.5,190.0,0.3,0.4,,350.0,http://www.lg.com/global/support/ftclabel,No,65NANO97UNA
LG,70UN7070PUA,69.5,101.0,0.3,0.4,,186.0,http://www.lg.com/global/support/ftclabel,No,70UN7070PUA
LG,55UN7000PUB,54.6,68.6,0.3,0.4,,128.0,http://www.lg.com/global/support/ftclabel,No,55UN7000PUB
LG,50UN7000PUC,49.5,76.9,0.3,0.4,,143.0,http://www.lg.com/global/support/ftclabel,No,50UN7000PUC
LG,49UN7000PUB,48.5,56.4,0.3,0.4,,106.0,http://www.lg.com/global/support/ftclabel,No,49UN7000PUB
LG,OLED77CXAUA,76.7,170.0,0.3,0.4,,313.0,http://www.lg.com/global/support/ftclabel,No,OLED77CXAUA
LG,43UN6900PUB,42.5,49.6,0.3,0.4,,93.0,http://www.lg.com/global/support/ftclabel,No,43UN6900PUB
LG,43UN6951ZUA,42.5,49.6,0.3,0.4,,93.0,http://www.lg.com/global/support/ftclabel,No,43UN6951ZUA
LG,43UN6950ZUA,42.5,49.6,0.3,0.4,,93.0,http://www.lg.com/global/support/ftclabel,No,43UN6950ZUA
LG,24LM500S,23.6,21.6,0.4,,,42.0,http://www.lg.com/global/support/ftclabel,No,24LM500S
LG,24LM530S,23.6,21.6,0.4,,,42.0,http://www.lg.com/global/support/ftclabel,No,24LM530S
LG,OLED88ZXPUA,87.6,309.0,0.3,0.4,,567.0,http://www.lg.com/global/support/ftclabel,No,OLED88ZXPUA
LG,75UN8570AUD,74.5,117.0,0.3,0.4,,216.0,http://www.lg.com/global/support/ftclabel,No,75UN8570AUD
LG,75UN8570PUC,74.5,117.0,0.3,0.4,,216.0,http://www.lg.com/global/support/ftclabel,No,75UN8570PUC
LG,55NANO86UNA,54.6,72.4,0.3,0.4,,135.0,http://www.lg.com/global/support/ftclabel,No,55NANO86UNA
LG,75UN6950ZUD,74.5,110.0,0.3,0.4,,204.0,http://www.lg.com/global/support/ftclabel,No,75UN6950ZUD
LG,65UN6950ZUA,64.5,98.9,0.3,0.4,,183.0,http://www.lg.com/global/support/ftclabel,No,65UN6950ZUA
LG,60UN6951ZUA,60.1,83.9,0.3,0.4,,156.0,http://www.lg.com/global/support/ftclabel,No,60UN6951ZUA
LG,60UN6950ZUA,60.1,83.9,0.3,0.4,,156.0,http://www.lg.com/global/support/ftclabel,No,60UN6950ZUA
LG,55UN6950ZUA,54.6,68.6,0.3,0.4,,128.0,http://www.lg.com/global/support/ftclabel,No,55UN6950ZUA
LG,OLED55BXAUA,54.6,106.0,0.3,0.4,,196.0,http://www.lg.com/global/support/ftclabel,No,OLED55BXAUA
LG,OLED55BXPUA,54.6,106.0,0.3,0.4,,196.0,http://www.lg.com/global/support/ftclabel,No,OLED55BXPUA
LG,OLED77BXAUA,76.7,170.0,0.3,0.4,,313.0,http://www.lg.com/global/support/ftclabel,No,OLED77BXAUA
LG,OLED77BXPUA,76.7,170.0,0.3,0.4,,313.0,http://www.lg.com/global/support/ftclabel,No,OLED77BXPUA
LG,82UN8570AUD,81.5,158.0,0.3,0.4,,291.0,http://www.lg.com/global/support/ftclabel,No,82UN8570AUD
LG,82UN8570PUC,81.5,158.0,0.3,0.4,,291.0,http://www.lg.com/global/support/ftclabel,No,82UN8570PUC
LG,75NANO99UNA,74.5,265.0,0.3,0.4,,486.0,http://www.lg.com/global/support/ftclabel,No,75NANO99UNA
LG,OLED65BXAUA,64.5,126.0,0.3,0.4,,233.0,http://www.lg.com/global/support/ftclabel,No,OLED65BXAUA
LG,OLED65BXPUA,64.5,126.0,0.3,0.4,,233.0,http://www.lg.com/global/support/ftclabel,No,OLED65BXPUA
LG,55NANO81ANA,54.6,74.5,0.3,0.4,,139.0,http://www.lg.com/global/support/ftclabel,No,55NANO81ANA
LG,55NANO80UNA,54.6,74.5,0.3,0.4,,139.0,http://www.lg.com/global/support/ftclabel,No,55NANO80UNA
LG,75NANO95UNA,74.5,176.0,0.3,0.4,,324.0,http://www.lg.com/global/support/ftclabel,No,75NANO95UNA
LG,75NANO91ANA,74.5,124.0,0.3,0.4,,229.0,http://www.lg.com/global/support/ftclabel,No,75NANO91ANA
LG,75NANO90UNA,74.5,124.0,0.3,0.4,,229.0,http://www.lg.com/global/support/ftclabel,No,75NANO90UNA
LG,70UN7370AUD,69.5,101.0,0.3,0.4,,186.0,http://www.lg.com/global/support/ftclabel,No,70UN7370AUD
LG,OLED55GXPUA,54.6,110.0,0.3,0.4,,204.0,http://www.lg.com/global/support/ftclabel,No,OLED55GXPUA
LG,49NANO81ANA,48.5,71.2,0.3,0.4,,133.0,http://www.lg.com/global/support/ftclabel,No,49NANO81ANA
LG,49NANO80UNA,48.5,71.2,0.3,0.4,,133.0,http://www.lg.com/global/support/ftclabel,No,49NANO80UNA
LG,50UN7300PUF,49.5,76.6,0.3,0.4,,143.0,http://www.lg.com/global/support/ftclabel,No,50UN7300PUF
LG,50UN7300PUB,49.5,76.6,0.3,0.4,,143.0,http://www.lg.com/global/support/ftclabel,No,50UN7300PUB
LG,65UN7300AUD,64.5,93.7,0.3,0.4,,174.0,http://www.lg.com/global/support/ftclabel,No,65UN7300AUD
LG,55UN7300PUF,54.6,78.7,0.3,0.4,,146.0,http://www.lg.com/global/support/ftclabel,No,55UN7300PUF
LG,55UN7300PUB,54.6,78.7,0.3,0.4,,146.0,http://www.lg.com/global/support/ftclabel,No,55UN7300PUB
LG,55UN7300AUD,54.6,78.7,0.3,0.4,,146.0,http://www.lg.com/global/support/ftclabel,No,55UN7300AUD
LG,49UN7300PUF,48.5,63.3,0.3,0.4,,118.0,http://www.lg.com/global/support/ftclabel,No,49UN7300PUF
LG,49UN7300PUB,48.5,63.3,0.3,0.4,,118.0,http://www.lg.com/global/support/ftclabel,No,49UN7300PUB
LG,49UN7300AUD,48.5,63.3,0.3,0.4,,118.0,http://www.lg.com/global/support/ftclabel,No,49UN7300AUD
LG,43UN7300PUF,42.5,55.5,0.3,0.4,,104.0,http://www.lg.com/global/support/ftclabel,No,43UN7300PUF
LG,43UN7300PUD,42.5,55.5,0.3,0.4,,104.0,http://www.lg.com/global/support/ftclabel,No,43UN7300PUD
LG,43UN7300AUD,42.5,55.5,0.3,0.4,,104.0,http://www.lg.com/global/support/ftclabel,No,43UN7300AUD
LG,65NANO91ANA,64.5,94.0,0.3,0.4,,174.0,http://www.lg.com/global/support/ftclabel,No,65NANO91ANA
LG,75UN7370PUE,74.5,110.0,0.3,0.4,,204.0,http://www.lg.com/global/support/ftclabel,No,75UN7370PUE
LG,28LT275MBUB,27.5,28.0,0.4,,,54.0,http://www.lg.com/global/support/ftclabel,No,28LT275MBUB
LG,OLED55CXAUA,54.6,106.0,0.3,0.4,,196.0,http://www.lg.com/global/support/ftclabel,No,OLED55CXAUA
LG,86NANO91ANA,85.6,171.0,0.3,0.4,,315.0,http://www.lg.com/global/support/ftclabel,No,86NANO91ANA
LG,86NANO90UNA,85.6,171.0,0.3,0.4,,315.0,http://www.lg.com/global/support/ftclabel,No,86NANO90UNA
LG,55NANO91ANA,54.6,75.0,0.3,0.4,,140.0,http://www.lg.com/global/support/ftclabel,No,55NANO91ANA
LG,55NANO90UNA,54.6,75.0,0.3,0.4,,140.0,http://www.lg.com/global/support/ftclabel,No,55NANO90UNA
LG,28LT662VBUB,27.5,31.2,0.4,,,60.0,http://www.lg.com/global/support/ftclabel,No,28LT662VBUB
LG,43LM5700DUA,42.5,43.0,0.2,0.3,,81.0,http://www.lg.com/global/support/ftclabel,No,43LM5700DUA
LG,43UT782V0UA,42.5,58.9,0.3,,,110.0,http://www.lg.com/global/support/ftclabel,No,43UT782V0UA
LG,65UM7F00PUA,64.5,150.0,1.5,1.6,,285.0,http://www.lg.com/global/support/ftclabel,No,65UM7F00PUA
LG,49UT347H0UA,48.5,53.8,0.2,,,100.0,http://www.lg.com/global/support/ftclabel,No,49UT347H0UA
LG,55UT347H0UA,54.6,59.7,0.2,,,110.0,http://www.lg.com/global/support/ftclabel,No,55UT347H0UA
LG,65UT347H0UB,64.5,72.3,0.2,,,133.0,http://www.lg.com/global/support/ftclabel,No,65UT347H0UB
LG,49UT567H0UA,48.5,53.8,0.2,,,100.0,http://www.lg.com/global/support/ftclabel,No,49UT567H0UA
LG,55UT567H0UA,54.6,59.7,0.2,,,110.0,http://www.lg.com/global/support/ftclabel,No,55UT567H0UA
LG,65UT567H0UB,64.5,72.3,0.2,,,133.0,http://www.lg.com/global/support/ftclabel,No,65UT567H0UB
LG,49UT577H0UA,48.5,53.8,0.2,,,100.0,http://www.lg.com/global/support/ftclabel,No,49UT577H0UA
LG,55UT577H0UA,54.6,59.7,0.2,,,110.0,http://www.lg.com/global/support/ftclabel,No,55UT577H0UA
LG,65UT577H0UB,64.5,72.3,0.2,,,133.0,http://www.lg.com/global/support/ftclabel,No,65UT577H0UB
LG,55UT672M0UC,54.6,71.0,0.2,,,131.0,http://www.lg.com/global/support/ftclabel,No,55UT672M0UC
LG,49UT672M0UB,48.5,56.0,0.2,,,104.0,http://www.lg.com/global/support/ftclabel,No,49UT672M0UB
LG,43UT672M0UC,42.5,53.0,0.2,,,98.0,http://www.lg.com/global/support/ftclabel,No,43UT672M0UC
LG,43UM6910PUA,42.5,53.2,0.2,0.3,,99.0,http://www.lg.com/global/support/ftclabel,No,43UM6910PUA
LG,32LT662VBUC,31.5,26.1,0.3,,,50.0,http://www.lg.com/global/support/ftclabel,No,32LT662VBUC
LG,65ET960H0UA,64.5,126.0,0.4,,,232.0,http://www.lg.com/global/support/ftclabel,No,65ET960H0UA
LG,28LM520S,27.5,30.2,0.3,,,57.0,http://www.lg.com/global/support/ftclabel,No,28LM520S
LG,28LM430B,27.5,22.8,0.3,,,44.0,http://www.lg.com/global/support/ftclabel,No,28LM430B
LG,65UT640S0UA,64.5,88.2,0.2,,,162.0,http://www.lg.com/global/support/ftclabel,No,65UT640S0UA
LG,55UT640S0UA,54.6,68.1,0.3,,,126.0,http://www.lg.com/global/support/ftclabel,No,55UT640S0UA
LG,43UT640S0UA,42.5,52.5,0.3,,,98.0,http://www.lg.com/global/support/ftclabel,No,43UT640S0UA
LG,65UT770H0UA,64.5,73.9,0.2,,,136.0,http://www.lg.com/global/support/ftclabel,No,65UT770H0UA
LG,24LT572MBUB,23.6,21.0,0.4,,,41.0,http://www.lg.com/global/support/ftclabel,No,24LT572MBUB
LG,55UM6910PUC,54.6,68.6,0.2,0.3,,127.0,http://www.lg.com/global/support/ftclabel,No,55UM6910PUC
LG,65UM6950DUB,64.5,91.7,0.2,0.3,,169.0,http://www.lg.com/global/support/ftclabel,No,65UM6950DUB
LG,70UM6970PUA,69.5,101.0,0.2,0.3,,186.0,http://www.lg.com/global/support/ftclabel,No,70UM6970PUA
LG,60UM6950DUB,59.5,94.0,0.2,0.3,,174.0,http://www.lg.com/global/support/ftclabel,No,60UM6950DUB
LG,60UM6900PUA,59.5,94.0,0.2,0.3,,174.0,http://www.lg.com/global/support/ftclabel,No,60UM6900PUA
LG,49UM6950DUB,48.5,55.4,0.2,0.3,,103.0,http://www.lg.com/global/support/ftclabel,No,49UM6950DUB
LG,43UM6950DUB,42.5,49.4,0.2,0.3,,92.0,http://www.lg.com/global/support/ftclabel,No,43UM6950DUB
LG,55UM6950DUB,54.6,66.9,0.2,0.3,,124.0,http://www.lg.com/global/support/ftclabel,No,55UM6950DUB
LG,43LT572M0UC,42.5,37.0,0.3,,,70.0,http://www.lg.com/global/support/ftclabel,No,43LT572M0UC
LG,75UM8070PUA,74.5,121.0,0.2,0.3,,223.0,http://www.lg.com/global/support/ftclabel,No,75UM8070PUA
LG,55UT570H0UA,54.6,67.5,0.2,,,125.0,http://www.lg.com/global/support/ftclabel,No,55UT570H0UA
LG,43UT570H0UA,42.5,51.6,0.2,,,96.0,http://www.lg.com/global/support/ftclabel,No,43UT570H0UA
LG,OLED77C9AUB,76.7,170.0,0.3,0.4,,313.0,http://www.lg.com/global/support/ftclabel,No,OLED77C9AUB
LG,OLED77C9PUB,76.7,170.0,0.3,0.4,,313.0,http://www.lg.com/global/support/ftclabel,No,OLED77C9PUB
LG,OLED65C9PUW,64.5,139.0,0.3,0.4,,256.0,http://www.lg.com/global/support/ftclabel,No,OLED65C9PUW
LG,OLED55E9PUA,54.6,115.0,0.2,0.3,,212.0,http://www.lg.com/global/support/ftclabel,No,OLED55E9PUA
LG,32LT340CBUB,31.5,19.5,0.2,,,37.0,http://www.lg.com/global/support/ftclabel,No,32LT340CBUB
LG,32LT340HBUA,31.5,19.0,0.2,,,36.0,http://www.lg.com/global/support/ftclabel,No,32LT340HBUA
LG,OLED77W9PUA,76.7,206.0,0.3,0.5,,379.0,http://www.lg.com/global/support/ftclabel,No,OLED77W9PUA
