Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Water_Consumption__Gallons_Cycle__d,Capacity__Number_of_Place_Settings__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
KitchenAid,Standard size dishwasher,KDTM804E***-04,KDTM354E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM354E...
KitchenAid,Standard size dishwasher,KDTM804E***-04,KDTM384E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM384E...
KitchenAid,Standard size dishwasher,KDTM804E***-04,KDTM804E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM804E...
Whirlpool,Standard size dishwasher,WDF330PAH**-08,WDF330PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF330PAH..
Whirlpool,Standard size dishwasher,WDF330PAH**-09,WDF330PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF330PAH..
Whirlpool,Standard size dishwasher,WDF330PAH**-09,WDF331PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF331PAH..
KitchenAid,Standard size dishwasher,KDTM804E***-05,KDTM384E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM384E...
Kenmore,Standard size dishwasher,1474*N***-02,1474*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1474.N...
Whirlpool,Standard size dishwasher,WDF330PAH**-10,WDF330PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF330PAH..
KitchenAid,Standard size dishwasher,KDTM804E***-05,KDTM404E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM404E...
Whirlpool,Standard size dishwasher,WDF330PAH**-10,WDF331PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF331PAH..
KitchenAid,Standard size dishwasher,KDTM804E***-05,KDTM504E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM504E...
KitchenAid,Standard size dishwasher,KDTM804E***-05,KDTM704E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM704E...
Whirlpool,Standard size dishwasher,WDF330PAH**-11,WDF330PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF330PAH..
KitchenAid,Standard size dishwasher,KDTM804E***-05,KDTM804E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM804E...
Whirlpool,Standard size dishwasher,WDF330PAH**-11,WDF331PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF331PAH..
KitchenAid,Standard size dishwasher,KDTM804K***,KDPM804K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPM804K...
KitchenAid,Standard size dishwasher,KDTM804K***,KDTM804K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM804K...
KitchenAid,Standard size dishwasher,KDTM804K***-01,KDTM604K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM604K...
KitchenAid,Standard size dishwasher,KDTM804K***-01,KDPM704K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDPM704K...
KitchenAid,Standard size dishwasher,KDTM804K***-01,KDPM804K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDPM804K...
Whirlpool,Standard size dishwasher,WDF520PAD**-07,WDF520PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF520PAD..
KitchenAid,Standard size dishwasher,KDTM804K***-01,KDTM704LPA*,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM704LPA.
Whirlpool,Standard size dishwasher,WDF520PAD**-08,WDF540PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF540PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-08,WDT720PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT720PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-09,WDF320PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF320PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-10,WDF320PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF320PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-10,WDF520PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF520PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-10,WDF540PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF540PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-11,WDF520PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF520PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-11,WDF540PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF540PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-11,WDT720PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT720PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-12,WDF320PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF320PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-12,WDF520PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF520PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-12,WDF540PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF540PAD..
Kenmore,Standard size dishwasher,1474*N***-02,1475*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1475.N...
KitchenAid,Standard size dishwasher,KDTM804K***-02,KDPM604K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDPM604K...
Whirlpool,Standard size dishwasher,WDF520PAD**-13,WDF320PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF320PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-13,WDF520PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF520PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-13,WDF540PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF540PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-13,WDT720PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT720PAD..
KitchenAid,Standard size dishwasher,KDTM804K***-02,KDTM704K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM704K...
Whirlpool,Standard size dishwasher,WDF520PAD**-15,WDT720PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT720PAD..
Whirlpool,Standard size dishwasher,WDF520PAD**-16,WDF320PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF320PAD..
KitchenAid,Standard size dishwasher,KDTM804K***-02,KDPM704K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDPM704K...
KitchenAid,Standard size dishwasher,KDTM804K***-02,KDTM804K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM804K...
Whirlpool,Standard size dishwasher,WDF520PAD**-16,WDF520PAD**,260.0,3.3,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF520PAD..
Whirlpool,Standard size dishwasher,WDF560SAF**-03,WDF770SAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF770SAF..
Whirlpool,Standard size dishwasher,WDF560SAF**-04,WDF560SAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF560SAF..
Whirlpool,Standard size dishwasher,WDF560SAF**-04,WDF770SAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF770SAF..
Whirlpool,Standard size dishwasher,WDF560SAF**-05,WDF770SAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF770SAF..
Whirlpool,Standard size dishwasher,WDF560SAF**-05,WDF590SAJ**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF590SAJ..
Whirlpool,Standard size dishwasher,WDF560SAF**-06,WDF560SAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF560SAF..
Whirlpool,Standard size dishwasher,WDF560SAF**-06,WDF770SAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF770SAF..
Whirlpool,Standard size dishwasher,WDF560SAF**-06,WDF590SAJ**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF590SAJ..
Whirlpool,Standard size dishwasher,WDF560SAF**-07,WDF560SAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF560SAF..
Whirlpool,Standard size dishwasher,WDF760SAD**-03,WDF760SAD**,270.0,3.0,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF760SAD..
Whirlpool,Standard size dishwasher,WDF760SAD**-03,WDT780SAE**,270.0,3.0,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT780SAE..
Whirlpool,Standard size dishwasher,WDF760SAD**-03,WDT920SAD**,270.0,3.0,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT920SAD..
Whirlpool,Standard size dishwasher,WDP560HAM**,WDP560HAM**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDP560HAM..
Whirlpool,Standard size dishwasher,WDP560HAM**,WDT530HAM**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT530HAM..
Whirlpool,Standard size dishwasher,WDT540HAM**,WDT540HAM**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT540HAM..
Kenmore,Standard size dishwasher,1474*N***-02,1479*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1479.N...
Whirlpool,Standard size dishwasher,WDT710PAH**-01,WDT710PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT710PAH..
Whirlpool,Standard size dishwasher,WDT730PAH**-08,WDT730PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT730PAH..
Whirlpool,Standard size dishwasher,WDT730PAH**-09,WDT730PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT730PAH..
Whirlpool,Standard size dishwasher,WDT730PAH**-10,WDT730PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT730PAH..
Whirlpool,Standard size dishwasher,WDT970SAH**-02,WDT970SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT970SAH..
Kenmore,Standard size dishwasher,1482*N***-01,1476*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1476.N...
Kenmore,Standard size dishwasher,1482*N***-01,1481*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1481.N...
Kenmore,Standard size dishwasher,1482*N***-02,1476*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1476.N...
Amana,Standard size dishwasher,ADB1100AW**-02,ADB1100AW**,270.0,3.1,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1100AW..
KitchenAid,Standard size dishwasher,KDTM804K***-02,KDPM804K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDPM804K...
KitchenAid,Standard size dishwasher,KDTM804K***-02,KDTM704LPA*,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM704LPA.
KitchenAid,Standard size dishwasher,KDTM804K***-03,KDTM604K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM604K...
KitchenAid,Standard size dishwasher,KDTM804K***-03,KDTM704K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM704K...
Whirlpool,Standard size dishwasher,WDT970SAH**-02,WDTA50SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDTA50SAH..
Whirlpool,Standard size dishwasher,WDT970SAH**-03,WDT750SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT750SAH..
KitchenAid,Standard size dishwasher,KDTM804K***-03,KDTM804K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM804K...
KitchenAid,Standard size dishwasher,KDTM804K***-03,KDPM804K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDPM804K...
Amana,Standard size dishwasher,ADB1300AF**-06,ADB1300AF**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1300AF..
Whirlpool,Standard size dishwasher,WDT970SAH**-03,WDTA50SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDTA50SAH..
KitchenAid,Standard size dishwasher,KDTM804K***-03,KDTM704LPA*,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM704LPA.
Amana,Standard size dishwasher,ADB1300AF**-06,ADB1400AG**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1400AG..
KitchenAid,Standard size dishwasher,KDTM804K***-04,KDTM604K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM604K...
Amana,Standard size dishwasher,ADB1300AF**-07,ADB1300AF**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1300AF..
Whirlpool,Standard size dishwasher,WDT970SAH**-04,WDTA50SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDTA50SAH..
KitchenAid,Standard size dishwasher,KDTM804K***-04,KDTM704K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM704K...
Whirlpool,Standard size dishwasher,WDT970SAH**-05,WDT970SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT970SAH..
KitchenAid,Standard size dishwasher,KDTM804K***-04,KDTM804K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM804K...
KitchenAid,Standard size dishwasher,KDTM804K***-04,KDTM704LPA*,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM704LPA.
Amana,Standard size dishwasher,ADB1300AF**-07,ADB1400AG**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1400AG..
Whirlpool,Standard size dishwasher,WDT970SAH**-06,WDT750SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT750SAH..
Whirlpool,Standard size dishwasher,WDT970SAH**-06,WDT970SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT970SAH..
Maytag,Standard size dishwasher,MDB7959SK**,MDB4949SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB4949SK..
Whirlpool,Standard size dishwasher,WDT970SAH**-07,WDTA50SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDTA50SAH..
Amana,Standard size dishwasher,ADB1300AF**-09,ADB1300AF**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1300AF..
Kenmore,Standard size dishwasher,1482*N***-02,1481*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1481.N...
Amana,Standard size dishwasher,ADB1300AF**-09,ADB1400AG**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1400AG..
Whirlpool,Standard size dishwasher,WDT970SAH**-07,WDT970SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT970SAH..
Whirlpool,Standard size dishwasher,WDT970SAH**-08,WDT970SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT970SAH..
Whirlpool,Standard size dishwasher,WDT970SAK**,WDT970SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT970SAK..
Whirlpool,Standard size dishwasher,WDT970SAK**-01,WDT970SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT970SAK..
Whirlpool,Standard size dishwasher,WDT970SAK**-02,WDT970SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT970SAK..
Whirlpool,Standard size dishwasher,WDT970SAK**-02,WDPA70SAM**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDPA70SAM..
Whirlpool,Standard size dishwasher,WDT995SAF**,WDT995SAF**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT995SAF..
Amana,Standard size dishwasher,ADB1300AF**-10,ADB1300AF**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1300AF..
Amana,Standard size dishwasher,ADB1300AF**-10,ADB1400AG**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1400AG..
Whirlpool,Standard size dishwasher,WDTA50SAK**,WDTA50SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDTA50SAK..
Amana,Standard size dishwasher,ADB1300AF**-12,ADB1300AF**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1300AF..
Whirlpool,Standard size dishwasher,WDTA50SAK**-01,WDTA50SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDTA50SAK..
Amana,Standard size dishwasher,ADB1300AF**-12,ADB1400AG**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1400AG..
Maytag,Standard size dishwasher,MDB7959SK**-01,MDB7959SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB7959SK..
KitchenAid,Standard size dishwasher,JDB9000CW**-06,KDTE204E***,270.0,3.3,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE204E...
KitchenAid,Standard size dishwasher,JDB9000CW**-07,KDFE204E***,270.0,3.3,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDFE204E...
Whirlpool,Standard size dishwasher,WDTA50SAK**-02,WDT750SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT750SAK..
Maytag,Standard size dishwasher,MDB7959SK**-02,MDB4949SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB4949SK..
Maytag,Standard size dishwasher,MDB7959SK**-02,MDB7959SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB7959SK..
Whirlpool,Standard size dishwasher,WDTA50SAK**-03,WDT750SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT750SAK..
KitchenAid,Standard size dishwasher,JDB9000CW**-08,KDTE254E***,270.0,3.3,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTE254E...
Whirlpool,Standard size dishwasher,WDTA50SAK**-04,WDTA50SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDTA50SAK..
KitchenAid,Standard size dishwasher,KDFE104D***-07,KDTE104D***,260.0,2.9,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE104D...
Whirlpool,Standard size dishwasher,WDTA50SAK**-04,WDT740SAL**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT740SAL..
Amana,Standard size dishwasher,ADB1500AD**-04,ADB1500AD**,270.0,3.0,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1500AD..
Whirlpool,Standard size dishwasher,WDTA50SAK**-05,WDTA50SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDTA50SAK..
KitchenAid,Standard size dishwasher,KDFE104D***-08,KDTE104D***,260.0,2.9,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE104D...
Whirlpool,Standard size dishwasher,WDTA50SAK**-05,WDT750SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT750SAK..
KitchenAid,Standard size dishwasher,KDFE104H***,KDFE104H***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDFE104H...
Whirlpool,Standard size dishwasher,WDTA50SAK**-05,WDT740SAL**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT740SAL..
KitchenAid,Standard size dishwasher,KDFE104H***-01,KDFE104H***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDFE104H...
KitchenAid,Standard size dishwasher,KDFE104H***-02,KDFE104H***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDFE104H...
Whirlpool,Standard size dishwasher,WDTA75SAH**,WDT975SAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDT975SAH..
KitchenAid,Standard size dishwasher,KDFE104K***,KDFE104K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDFE104K...
KitchenAid,Standard size dishwasher,KDFE104K***-01,KDFE104K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDFE104K...
Whirlpool,Standard size dishwasher,WDTA80SAK**,WDTA80SAK**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDTA80SAK..
Amana,Standard size dishwasher,ADB1300AF**-13,ADB1400AG**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1400AG..
KitchenAid,Standard size dishwasher,KDFE104K***-02,KDFE104K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDFE104K...
Amana,Standard size dishwasher,ADB1400AM**,ADB1400AM**,270.0,3.5,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1400AM..
Amana,Standard size dishwasher,ADB1500AD**-02,ADB1500AD**,270.0,3.0,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1500AD..
KitchenAid,Standard size dishwasher,KDFE204K***,KDFE204K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDFE204K...
KitchenAid,Standard size dishwasher,KDFE204K***,KDTE204K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE204K...
KitchenAid,Standard size dishwasher,KDFE204K***-01,KDFE204K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDFE204K...
KitchenAid,Standard size dishwasher,KDFE204K***-01,KDTE204K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTE204K...
Maytag,Standard size dishwasher,MDB7959SK**-03,MDB4949SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB4949SK..
KitchenAid,Standard size dishwasher,KDFE204K***-02,KDTE204K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTE204K...
Maytag,Standard size dishwasher,MDB7959SK**-03,MDB7959SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB7959SK..
Maytag,Standard size dishwasher,MDB7959SK**-04,MDB4949SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB4949SK..
Maytag,Standard size dishwasher,MDB8959SK**,MDB8959SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB8959SK..
KitchenAid,Standard size dishwasher,KDFE204K***-04,KDFE204K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDFE204K...
Maytag,Standard size dishwasher,MDB8959SK**-01,MDB8959SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB8959SK..
Maytag,Standard size dishwasher,MDB8959SK**-02,MDB8959SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB8959SK..
Maytag,Standard size dishwasher,MDB8959SK**-03,MDB8959SK**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB8959SK..
Maytag,Standard size dishwasher,MDB8969SD**-06,MDB7949SD**,270.0,3.3,12.0,No,No,https://www.maytag.com/owners.html,MDB7949SD..
Maytag,Standard size dishwasher,MDB8969SD**-06,MDB8969SD**,270.0,3.3,12.0,No,No,https://www.maytag.com/owners.html,MDB8969SD..
Maytag,Standard size dishwasher,MDB8969SD**-07,MDB4949SD**,270.0,3.3,12.0,No,No,https://www.maytag.com/owners.html,MDB4949SD..
Maytag,Standard size dishwasher,MDB8969SD**-07,MDB8969SD**,270.0,3.3,12.0,No,No,https://www.maytag.com/owners.html,MDB8969SD..
Maytag,Standard size dishwasher,MDB8969SD**-08,MDB4949SD**,270.0,3.3,12.0,No,No,https://www.maytag.com/owners.html,MDB4949SD..
Maytag,Standard size dishwasher,MDB8969SD**-08,MDB5969SD**,270.0,3.3,12.0,No,No,https://www.maytag.com/owners.html,MDB5969SD..
Maytag,Standard size dishwasher,MDB8969SD**-08,MDB7949SD**,270.0,3.3,12.0,No,No,https://www.maytag.com/owners.html,MDB7949SD..
Maytag,Standard size dishwasher,MDB8969SD**-08,MDB8969SD**,270.0,3.3,12.0,No,No,https://www.maytag.com/owners.html,MDB8969SD..
Maytag,Standard size dishwasher,MDB8979SE**-03,MDB8959SF**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB8959SF..
Maytag,Standard size dishwasher,MDB8979SE**-03,MDB8979SE**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB8979SE..
