Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Water_Consumption__Gallons_Cycle__d,Capacity__Number_of_Place_Settings__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
Jenn-Air,Standard size dishwasher,JDTSS246G**,JDTSS243G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS243G..
Jenn-Air,Standard size dishwasher,JDTSS246G**,JDTSS244G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS244G..
Jenn-Air,Standard size dishwasher,JDTSS246G**-02,JDTSS244G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS244G..
Jenn-Air,Standard size dishwasher,JDTSS246G**-02,JDTSS245G**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,JDTSS245G..
KitchenAid,Standard size dishwasher,KDTE304G***-07,KDPE204G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDPE204G...
Kenmore,Standard size dishwasher,1276*K***-01,1279*K***,260.0,2.9,12.0,No,No,https://www.kenmore.com/energyguide/,1279.K...
Kenmore,Standard size dishwasher,1300*N***-05,1300*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1300.N...
Amana,Standard size dishwasher,ADB1500AD**-05,ADB1500AD**,270.0,3.0,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1500AD..
Kenmore,Standard size dishwasher,1300*N***-05,1380*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1380.N...
Kenmore,Standard size dishwasher,1300*N***-06,1300*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1300.N...
Kenmore,Standard size dishwasher,1300*N***-07,1442*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1442.N...
Kenmore,Standard size dishwasher,1300*N***-07,1738*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1738.N...
Kenmore,Standard size dishwasher,1309*N***-05,1309*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1309.N...
Kenmore,Standard size dishwasher,1309*N***-05,1320*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1320.N...
Kenmore,Standard size dishwasher,1309*N***-05,1347*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1347.N...
LG,Standard size dishwasher,LDFN454**,LDF554#**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDF554...
LG,Standard size dishwasher,LDFN454**,LDFN454**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDFN454..
LG,Standard size dishwasher,LDFN343**,LDFN343**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDFN343..
SIGNATURE KITCHEN SUITE,Standard size dishwasher,SKSDW24**P,SKSDW24**P,238.0,2.9,14.0,No,No,https://www.lg.com/us/dishwashers,SKSDW24..P
LG,Standard size dishwasher,ADFD544***,ADFD544***,238.0,2.9,14.0,No,No,https://www.lg.com/us/dishwashers,ADFD544...
LG,Standard size dishwasher,LDTH779**,LDPH797**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDPH797..
LG,Standard size dishwasher,LDPS676**,LDPS676**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDPS676..
LG,Standard size dishwasher,LDPM676**,LDPM676**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDPM676..
SIGNATURE KITCHEN SUITE,Standard size dishwasher,SKSDW241**,SKSDW241**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,SKSDW241..
LG,Standard size dishwasher,LUDP899#**,LSDTS988**,269.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LSDTS988..
LG,Standard size dishwasher,LDF777#**,LDF777#**,258.0,2.8,14.0,No,No,https://www.lg.com/us/dishwashers,LDF777...
LG,Standard size dishwasher,LDF777#**,LDF876#**,258.0,2.8,14.0,No,No,https://www.lg.com/us/dishwashers,LDF876...
LG,Standard size dishwasher,LDF777#**,LDF887#**,258.0,2.8,14.0,No,No,https://www.lg.com/us/dishwashers,LDF887...
SIGNATURE KITCHEN SUITE,Standard size dishwasher,LUDP899#**,UPDF991#**,269.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,UPDF991...
LG,Standard size dishwasher,LDP679#**,LDT779#**,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDT779...
LG,Standard size dishwasher,LDP680***,LDP680***,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDP680...
LG,Standard size dishwasher,LDPS684***,LDPS684***,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDPS684...
EdgeStar,Compact dishwasher,DWP62**,DWP62**,203.0,3.1,6.0,No,No,https://res.cloudinary.com/ldi/image/upload/v1670421374/EdgeStar/DWP62XX_Energy_Guide.pdf,DWP62..
Seasons,Standard size dishwasher,PDT660#,SDW2FCM*,249.0,3.5,14.0,No,No,https://hdsupplysolutions.com/,SDW2FCM.
Galanz,Standard size dishwasher,GLDW12TS2A5A,GLDW12TS2A5A,255.0,3.2,9.0,No,No,By annual report date,GLDW12TS2A5A
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FDSH450L****,240.0,3.2,14.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FDSH450LA_EG.pdf,FDSH450L....
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FPID2498****,240.0,3.2,14.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FPID2498S_EG.pdf,FPID2498....
RENGJORD,Standard size dishwasher,FGIP2479SF1A,905.045.72,240.0,3.2,14.0,No,No,By annual report date,905.045.72
IKEA,Standard size dishwasher,GDPH4515,905.222.84*A,270.0,3.5,12.0,No,No,By annual report date,905.222.84.A
IKEA,Standard size dishwasher,GDPH4515,605.222.85*A,270.0,3.5,12.0,No,No,By annual report date,605.222.85.A
Electrolux,Standard size dishwasher,EDSH4944,EDSH4944****,270.0,3.5,12.0,No,No,By annual report date,EDSH4944....
Frigidaire Professional,Standard size dishwasher,PDSH4816,PDSH4816****,270.0,3.5,12.0,No,No,By annual report date,PDSH4816....
Frigidaire Gallery,Standard size dishwasher,PDSH4816,GDSP4715****,270.0,3.5,12.0,No,No,By annual report date,GDSP4715....
Gaggenau,Standard size dishwasher,DF4810701,DF481701*,240.0,3.2,13.0,No,No,http://www.bshenergyguides.com,DF481701.
Gaggenau,Standard size dishwasher,DF4810701,DF480701*,240.0,3.2,13.0,No,No,http://www.bshenergyguides.com,DF480701.
CROSLEY,Standard size dishwasher,PDT660#,CDM2450TS,249.0,3.5,16.0,No,No,https://www.crosley.com/uploads/1/0/8/1/108167455/cdm2450ts_energy_guide.png,CDM2450TS
RCA,Standard size dishwasher,DW11UT22T124,RDW2480,260.0,3.4,8.0,No,No,By annual report date,RDW2480
Equator,Standard size dishwasher,DW11UT22T124,WBT 2440,260.0,3.4,10.0,No,No,By annual report date,WBT 2440
Equator,Standard size dishwasher,DW21UT22N224,SB 1840,250.0,3.2,10.0,No,No,By annual report date,SB 1840
Equator,Standard size dishwasher,DW21UT22N224,BB 1840,250.0,3.2,10.0,No,No,By annual report date,BB 1840
Fisher & Paykel,Standard size dishwasher,DD24DTX6,DD24DTX6I1,202.0,3.1,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24DTX6I1
Fisher & Paykel,Standard size dishwasher,DD24DTX6,DD24DTX6PX1,202.0,3.1,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24DTX6PX1
Fisher & Paykel,Standard size dishwasher,DD24D(*)9,DD24DTI9,263.0,3.3,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24DTI9
LYCAN,Standard size dishwasher,WQP8-7740-US,LDW1801SS,270.0,3.5,8.0,No,No,By annual report date,LDW1801SS
Hestan,Standard size dishwasher,KDW24,KDW24,235.0,2.8,13.0,No,No,By annual report date,KDW24
BEVOI,Standard size dishwasher,WQP12-7739-US,DD24BEV**,234.0,3.2,10.0,No,No,By annual report date,DD24BEV..
Criterion,Standard size dishwasher,PDT660#,CDW2FCM*,249.0,3.5,14.0,No,No,https://hw.menardc.com/main/items/media/MIDEA003/Energy_Guide_Label/45160000102CriterionEnergyGuide.pdf,CDW2FCM.
Criterion,Standard size dishwasher,PDT660#,CDW5TCM*,249.0,3.5,14.0,No,No,https://hw.menardc.com/main/items/media/MIDEA003/Energy_Guide_Label/45160000102CriterionEnergyGuide.pdf,CDW5TCM.
Miele,Standard size dishwasher,G 7916 SCi,G 5266 SCVi SF,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5266 SCVi SF
Miele,Standard size dishwasher,G 7916 SCi,G 5266 SCVi SFP,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5266 SCVi SFP
Miele,Standard size dishwasher,G 5482 SCVi SL,G 5482 SCVi SL,220.0,3.2,16.0,No,No,https://www.miele.com/,G 5482 SCVi SL
Miele,Standard size dishwasher,G 7916 SCi,G 7106 SCU,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7106 SCU
Miele,Standard size dishwasher,G 7916 SCi,G 7156 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7156 SCVi
Miele,Standard size dishwasher,G 7916 SCi,G 7156 SCVi SF,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7156 SCVi SF
Miele,Standard size dishwasher,G 7916 SCi,G 7316 SCU,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7316 SCU
Miele,Standard size dishwasher,G 5006 SCU,G 5056 SCVi SFP,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5056 SCVi SFP
Miele,Standard size dishwasher,G 7916 SCi,G 5216 SCU,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5216 SCU
Miele,Standard size dishwasher,G 7916 SCi,G 5266 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5266 SCVi
