ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Width (inches),Depth (inches),Capacity - Maximum Number of Place Settings,Soil-Sensing Capability,Tub Material,Drying Method,Additional Product Features,Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),% Better than US Federal Standard (kWh/yr),Water Use (gallons/cycle),US Federal Standard (gallons/cycle),% Better than US Federal Standard (gallons/cycle),Connected Capable,Connects Using,Communication Hardware Architecture,DR Protocol,Direct on-premises Open-standard Based Interconnection,Date Available On Market, Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2409711,Samsung,DW80B6060**,,887276616384;887276616391;887276618401;887276618418,Standard,23.9,25.0,12.0,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Cycle Status Lights,Third Rack",239,307.0,22.0,3.2,5.0,36.0,No,,,,,03/04/2022,02/26/2023,"United States, Canada",ES_1023593_DW80B6060**3_03062023133133_80157955,Yes,DW80B6060..
2388108,Samsung,DW80B6061**,,887276609683;887276616407,Standard,,,,,,,,239,307.0,22.0,3.2,5.0,36.0,No,,,,,03/04/2022,11/03/2021,"United States, Canada",ES_1023593_DW80B6061**_11152021114259_80104263,Yes,DW80B6061..
2409712,Samsung,DW80B6061**,,887276609683;887276616407,Standard,23.9,25.0,12.0,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Cycle Status Lights,Third Rack",239,307.0,22.0,3.2,5.0,36.0,No,,,,,03/04/2022,02/26/2023,"United States, Canada",ES_1023593_DW80B6061**3_03062023133133_80157955,Yes,DW80B6061..
2388105,Samsung,DW80B7070**,,887276609690;887276609706;887276616414,Standard,,,,,,,,239,307.0,22.0,3.2,5.0,36.0,No,,,,,02/25/2022,11/03/2021,"United States, Canada",ES_1023593_DW80B7070**_11152021114259_80104263,Yes,DW80B7070..
2409708,Samsung,DW80B7070**,,887276609690;887276609706;887276616414;887276616544;887276618425;887276618432,Standard,23.9,25.0,12.0,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Cycle Status Lights,Third Rack",239,307.0,22.0,3.2,5.0,36.0,No,,,,,02/25/2022,02/26/2023,"United States, Canada",ES_1023593_DW80B7070**3_03062023133133_80157955,Yes,DW80B7070..
2388106,Samsung,DW80B7071**,,887276616421;887276616438,Standard,,,,,,,,239,307.0,22.0,3.2,5.0,36.0,No,,,,,03/11/2022,11/03/2021,"United States, Canada",ES_1023593_DW80B7071**_11152021114259_80104263,Yes,DW80B7071..
2409710,Samsung,DW80B7071**,,887276616421;887276616438,Standard,23.9,25.0,12.0,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Cycle Status Lights,Third Rack",239,307.0,22.0,3.2,5.0,36.0,No,,,,,03/11/2022,02/26/2023,"United States, Canada",ES_1023593_DW80B7071**3_03062023133133_80157955,Yes,DW80B7071..
2401548,Samsung,DW80BB7070****,,887276657400,Standard,,,,,,,,239,307.0,22.0,3.2,5.0,36.0,No,,,,,07/06/2022,11/03/2021,"United States, Canada",ES_1023593_DW80BB7070****_09152022110800_80122064,Yes,DW80BB7070....
2409709,Samsung,DW80BB7070****,,887276657400,Standard,23.9,25.0,12.0,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Cycle Status Lights,Third Rack",239,307.0,22.0,3.2,5.0,36.0,No,,,,,07/06/2022,02/26/2023,"United States, Canada",ES_1023593_DW80BB7070****3_03062023133133_80157955,Yes,DW80BB7070....
2485651,Samsung,DW80CG4021**,",,Remark: * could be A-Z, a-z, 0-9, - or blank",887276772882;887276772899,Standard,23.8,24.6,8.0,Yes,Plastic,Heated Dry,None,239,307.0,22.0,3.2,5.0,36.0,No,,,,,04/20/2023,05/16/2023,"United States, Canada",ES_1023593_DW80CG4021**_051620230349124_2844214,Yes,DW80CG4021..
2485652,Samsung,DW80CG4051**,",,Remark: * could be A-Z, a-z, 0-9, - or blank",887276772882;887276772899,Standard,23.8,24.6,8.0,Yes,Plastic,Heated Dry,None,239,307.0,22.0,3.2,5.0,36.0,No,,,,,04/20/2023,05/16/2023,"United States, Canada",ES_1023593_DW80CG4051**_051620230349151_2194033,Yes,DW80CG4051..
2250460,Samsung,DW80J3020**,,887276105529; 887276105543; 887276105505,Standard,,,,,,,,265,307.0,14.0,3.5,5.0,30.0,No,,,,,06/17/2015,07/06/2015,Canada,ES_1023593_DW80J3020**_09082015215940_9580901,No,DW80J3020..
2263586,Samsung,DW80K5050**,,887276242149;67732152605;67732152612;67732152629;887276255750,Standard,,,,,,,,265,307.0,14.0,3.5,5.0,30.0,No,,,,,03/29/2016,04/01/2016,Canada,ES_1023593_DW80K5050**_04012016142816_0896126,No,DW80K5050..
2286364,Samsung,DW80M2020US,,887276196381,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,12/12/2016,12/16/2016,"United States, Canada",ES_1023593_DW80M2020US_12162016221634_6594957,No,DW80M2020US
2300376,Samsung,DW80M3021**,,887276238296,Standard,,,,,,,,265,307.0,14.0,3.5,5.0,30.0,No,,,,,07/19/2017,07/21/2017,"United States, Canada",ES_1023593_DW80M3021**_07212017150143_9303527,No,DW80M3021..
2320630,Samsung,DW80N3030**,," 
887276269887;887276269870; 
887276269894",Standard,,,,,,,,255,307.0,17.0,3.5,5.0,30.0,No,,,,,06/01/2018,05/31/2018,"United States, Canada",ES_1023593_DW80N3030**_05312018153349_0829142,No,DW80N3030..
2330405,Samsung,DW80R2031**,,887276305004,Standard,,,,,,,,255,307.0,17.0,3.5,5.0,30.0,No,,,,,11/30/2018,11/29/2018,"United States, Canada",ES_1023593_DW80R2031**_11292018194204_0524131,No,DW80R2031..
2336684,Samsung,DW80R5060**,,887276338699;887276338705,Standard,,,,,,,,265,307.0,14.0,3.5,5.0,30.0,No,,,,,04/09/2019,04/12/2019,"United States, Canada",ES_1023593_DW80R5060**_04122019205309_2389656,No,DW80R5060..
2336685,Samsung,DW80R5061**,,887276338736;876338712;87276338729,Standard,,,,,,,,265,307.0,14.0,3.5,5.0,30.0,No,,,,,04/09/2019,04/12/2019,"United States, Canada",ES_1023593_DW80R5061**_04122019205229_2349587,No,DW80R5061..
2335136,Samsung,DW80R7*****,,887276297170;887276337777;887276297163;887276335087,Standard,,,,,,,,239,307.0,22.0,3.2,5.0,36.0,No,,,,,06/24/2019,03/25/2019,"United States, Canada",ES_1023593_DW80R7*****_03252019093414_70218926,Yes,DW80R7.....
2331289,Samsung,DW80R995***,,887276296623,Standard,,,,,,,,239,307.0,22.0,3.2,5.0,36.0,No,,,,,02/20/2019,11/14/2018,"United States, Canada",ES_1023593_DW80R995***_12122018123632_70206078,Yes,DW80R995...
2409707,Samsung,DW80R995***,,887276296623;887276296630;887276296647;887276296654;887276320137;887276581798,Standard,23.9,25.0,12.0,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Cycle Status Lights,Third Rack",239,307.0,22.0,3.2,5.0,36.0,No,,,,,02/20/2019,02/26/2023,"United States, Canada",ES_1023593_DW80R995*** 3_03062023133133_80157955,Yes,DW80R995...
2356250,Samsung,DW80T3040**,",,* Denotes cosmetic differences, * could be from 0 to 9 or from A to Z",887276425146,Standard,,,,,,,,265,307.0,14.0,3.5,5.0,30.0,No,,,,,03/12/2020,03/12/2020,"United States, Canada",ES_1023593_DW80T3040**_03122020155003_8203901,No,DW80T3040..
2371714,Samsung,DW80T5040**,,887276525082,Standard,,,,,,,,264,307.0,14.0,3.5,5.0,30.0,No,,,,,01/08/2021,12/29/2020,"United States, Canada",DW80T5040**,No,DW80T5040..
2508300,Sharp,SDW6506**,",,* could be A-Z, a-z, 0-9, - or blank.",074000622265,Standard,23.6,22.7,8.0,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,240,307.0,22.0,3.2,5.0,36.0,No,,,,,05/19/2023,06/14/2023,United States,ES_41229_SDW6506**_061420230250529_4869442,Yes,SDW6506..
2294674,Smeg,ST8246U,",STU8249,; ,STU8649,; ,STU8649X,",,Standard,,,,,,,,265,307.0,14.0,3.4,5.0,32.0,No,,,,No,03/25/2016,06/09/2016,"United States, Canada",ES_92281_ST8646U_02232017084648_930444,No,ST8246U
2376406,Smeg,STU1846-1,,8017709237103,Standard,,,,,,,,239,307.0,22.0,2.7,5.0,46.0,No,,,,No,04/15/2016,04/26/2021,"United States, Canada",ES_92281_STU1846-1_09292020111816_1460992,No,STU1846-1
2369838,Miele,PFD 101 i,,4002516366904;4002516366843,Standard,,,,,,,,270,307.0,12.0,3.3,5.0,34.0,No,,,,,06/01/2021,11/20/2020,"United States, Canada",ES_0031629_PFD 101 i_11202020035223_80063201,No,PFD 101 i
2369839,Miele,PFD 101 U,,4002516366911;4002516366850,Standard,,,,,,,,270,307.0,12.0,3.3,5.0,34.0,No,,,,,06/01/2021,11/20/2020,"United States, Canada",ES_0031629_PFD 101 U_11202020035223_80063201,No,PFD 101 U
2369840,Miele,PFD 102 i,,4002516366867;4002516366928,Standard,,,,,,,,270,307.0,12.0,3.3,5.0,34.0,No,,,,,06/01/2021,11/20/2020,"United States, Canada",ES_0031629_PFD 102 i_11202020035223_80063201,No,PFD 102 i
2369841,Miele,PFD 103 SCi XXL,,4002516366874;4002516366935,Standard,,,,,,,,270,307.0,12.0,3.3,5.0,34.0,No,,,,,06/01/2021,11/20/2020,"United States, Canada",ES_0031629_PFD 103 SCi XXL_11202020035223_80063201,No,PFD 103 SCi XXL
2248032,Miele,PG 8080,,4002515132890,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,03/01/2015,07/31/2015,Canada,ES_0031629_PG 8080_09152015031128_70042141,No,PG 8080
2248029,Miele,PG 8080 i,,4002515132838;4002515132869;4002515132906,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,03/01/2015,07/31/2015,"United States, Canada",ES_0031629_PG 8080 i_09152015031128_70042141,No,PG 8080 i
2248031,Miele,PG 8080 U,,4002515194782,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,03/01/2015,07/31/2015,Canada,ES_0031629_PG 8080 U_09152015031128_70042141,No,PG 8080 U
2248030,Miele,PG 8083 SCVi,,4002515132876 ;4002515132913;4002515132883,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,03/01/2015,07/31/2015,"United States, Canada",ES_0031629_PG 8083 SCVi_09152015031128_70042141,No,PG 8083 SCVi
2304081,Miele,PG 8130 U,,4002515818916;4002515960752,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,02/01/2018,09/25/2017,Canada,ES_0031629_PG 8130 U_09262017082522_70157286,No,PG 8130 U
2304082,Miele,PG 8131 i,,4002515818954,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,02/01/2018,09/25/2017,United States,ES_0031629_PG 8131 i_09262017082522_70157286,No,PG 8131 i
2304083,Miele,PG 8133 SCVi,,4002515818893;4002515818862;4002515960776;4002515818909;4002515818961,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,02/01/2018,09/25/2017,"United States, Canada",ES_0031629_PG 8133 SCVi_09262017082522_70157286,No,PG 8133 SCVi
2370626,Moffat,MBF420**P**,,67732155774,Standard,,,,,,,,234,307.0,24.0,3.5,5.0,30.0,No,,,,,12/20/2020,12/07/2020,Canada,ES_92277_MBF420**P**_120720201530671_3909926,No,MBF420..P..
2282216,Miele,G 4948 SCU,,4002515787267;4002515787274;4002515787281;4002515787052;4002515787076;4002515787069,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,10/25/2016,"United States, Canada",ES_0031629_G 4948 SCU_10252016030307_70105233,Yes,G 4948 SCU
2282215,Miele,G 4948 U,,4002515787236;4002515787021;4002515787045;4002515787229;4002515787250;4002515787038,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,10/25/2016,"United States, Canada",ES_0031629_G 4948 U_10252016030307_70105233,Yes,G 4948 U
2255017,Miele,G 4970 SCVi,,4002515546352;4002515546901,Standard,,,,,,,,270,307.0,12.0,3.2,5.0,36.0,No,,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 4970 SCVi_12162015020838_70057049,No,G 4970 SCVi
2278994,Miele,G 4971 SCVi,,4002515723142;4002515722480,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 4971 SCVi_09122016020545_70097737,Yes,G 4971 SCVi
2255020,Miele,G 4975 SCVi,,4002515545881;4002515547021,Standard,,,,,,,,270,307.0,12.0,3.2,5.0,36.0,No,,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 4975 SCVi_12162015020838_70057049,No,G 4975 SCVi
2255021,Miele,G 4975 SCVi SF,,4002515545898;4002515546574,Standard,,,,,,,,270,307.0,12.0,3.2,5.0,36.0,No,,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 4975 SCVi SF_12162015020838_70057049,No,G 4975 SCVi SF
2255018,Miele,G 4975 Vi,,4002515545874;4002515547014,Standard,,,,,,,,270,307.0,12.0,3.2,5.0,36.0,No,,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 4975 Vi_12162015020838_70057049,No,G 4975 Vi
2255019,Miele,G 4975 Vi SF,,4002515614815,Standard,,,,,,,,270,307.0,12.0,3.2,5.0,36.0,No,,,,,03/01/2015,12/10/2015,United States,ES_0031629_G 4975 Vi SF_12162015020838_70057049,No,G 4975 Vi SF
2278997,Miele,G 4976 SCVi,,4002515723173;4002515722916,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 4976 SCVi_09122016020545_70097737,Yes,G 4976 SCVi
2278998,Miele,G 4976 SCVi SF,,4002515722923;4002515723180,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 4976 SCVi SF_09122016020545_70097737,Yes,G 4976 SCVi SF
2278995,Miele,G 4976 Vi,,4002515722497;4002515723159,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 4976 Vi_09122016020545_70097737,Yes,G 4976 Vi
2278996,Miele,G 4976 Vi SF,,4002515723166;4002515722503,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 4976 Vi SF_09122016020545_70097737,Yes,G 4976 Vi SF
2298450,Miele,G 4977 SCVi SF,,4002515941744,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,10/15/2017,06/25/2017,United States,ES_0031629_G 4977 SCVi SF_06252017085934_70144127,Yes,G 4977 SCVi SF
2298449,Miele,G 4977 Vi SF,,4002515941737,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,10/15/2017,06/25/2017,United States,ES_0031629_G 4977 Vi SF_06252017085934_70144127,Yes,G 4977 Vi SF
2282217,Miele,G 4993 SCVi,,4002515787298;4002515787083,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,10/25/2016,"United States, Canada",ES_0031629_G 4993 SCVi_10252016030307_70105233,Yes,G 4993 SCVi
2282220,Miele,G 4998 SCVi,,4002515787328;4002515787212,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,10/25/2016,"United States, Canada",ES_0031629_G 4998 SCVi_10252016030307_70105233,Yes,G 4998 SCVi
2282221,Miele,G 4998 SCVi SF,,4002515807880;4002515787311,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,10/25/2016,"United States, Canada",ES_0031629_G 4998 SCVi SF_10252016030307_70105233,Yes,G 4998 SCVi SF
2282218,Miele,G 4998 Vi,,4002515787304;4002515787090,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,10/25/2016,"United States, Canada",ES_0031629_G 4998 Vi_10252016030307_70105233,Yes,G 4998 Vi
2282219,Miele,G 4998 Vi SF,,4002515787106,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,03/20/2017,10/25/2016,United States,ES_0031629_G 4998 Vi SF _10252016030307_70105233,Yes,G 4998 Vi SF
2384340,Miele,G 5008 SCU,,4002516523550,Standard,,,,,,,,230,307.0,25.0,3.2,5.0,36.0,No,,,,,02/01/2022,09/15/2021,United States,ES_0031629_G 5008 SCU_09162021102247_80097444,Yes,G 5008 SCU
2508395,Miele,G 5008 SCU,,4002516523550,Standard,23.6,21.8,16.0,Yes,Stainless Steel,Condensation Dry,"Front Controls,Cycle Status Lights,Third Rack",230,307.0,25.0,3.2,5.0,36.0,No,,,,,10/09/2022,06/15/2023,United States,ES_0031629_G 5008 SCU_06152023121128_80173476,Yes,G 5008 SCU
2338544,LYCAN,LDW2401SS,,6926697012369,Standard,,,,,,,,234,307.0,24.0,3.5,5.0,30.0,No,,,,,05/15/2019,05/17/2019,"United States, Canada",ES_1140355_LDW2401SS_05172019112744_2464766,No,LDW2401SS
2390609,Magic Chef,MCSDW7FCB,,665679017577,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,03/01/2022,01/18/2022,United States,ES_1107227_MCSDW7FCB_011320220437503_4430579,No,MCSDW7FCB
2390610,Magic Chef,MCSDW7FCW,,665679017560,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,03/01/2022,01/18/2022,United States,ES_1107227_MCSDW7CW_01132022043735_2209443,No,MCSDW7FCW
2390611,Magic Chef,MCSDW8TCST,,665679017553,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,03/01/2022,01/18/2022,United States,ES_1107227_MCSDW8TCST_011320220437828_5473301,No,MCSDW8TCST
2256405,Maytag,MDB6949SD**,, 883049332536; 883049330884; 883049323619;883049323602; 883049330877; 883049322995,Standard,,,,,,,,270,307.0,12.0,3.3,5.0,34.0,No,,,,,05/05/2014,01/11/2016,"United States, Canada",ES_22856_MDB6949SD**_01092016004444_0284760,No,MDB6949SD..
2294814,Midea,MDC3602FBB3A,,876840016227,Compact,,,,,,,,203,,,3.1,,,No,,,,,04/24/2017,03/23/2017,"United States, Canada",ES_1030337_MDC3602FBB3A   _04242017020345_70117160,No,MDC3602FBB3A
2294815,Midea,MDC3602FSS3A,,876840016228,Compact,,,,,,,,203,,,3.1,,,No,,,,,04/24/2017,03/23/2017,"United States, Canada",ES_1030337_MDC3602FSS3A_04242017020345_70117160,No,MDC3602FSS3A
2294813,Midea,MDC3602FWW3A,,876840016226,Compact,,,,,,,,203,,,3.1,,,No,,,,,04/24/2017,03/23/2017,"United States, Canada",ES_1030337_MDC3602FWW3A_04242017020345_70117160,No,MDC3602FWW3A
2406600,Midea,MDF18A1A**,",,Remark: * could be A-Z, a-z, 0-9, - or blank",840296503553;840296503560;840296503577,Standard,,,,,,,,232,307.0,24.0,3.1,5.0,38.0,No,,,,,01/01/2023,01/10/2023,"United States, Canada",ES_1030337_MDF18A1A**_011020230330429_8331532,No,MDF18A1A..
2470862,Midea,MDF18A1A**,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",840296503553;840296503560;840296503577,Standard,17.6,22.6,8.0,Yes,Stainless Steel,Heated Dry,None,234,307.0,24.0,3.1,5.0,38.0,No,,,,,04/01/2023,04/27/2023,United States,ES_1030337_MDF18A1A**_042720230115847_3299820,Yes,MDF18A1A..
2508267,Midea,MDF24P0***,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",687636005366,Standard,23.9,24.5,14.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,05/18/2023,06/13/2023,Canada,ES_1030337_MDF24P0***_061320230227714_2817193,Yes,MDF24P0...
2395153,Midea,MDF24P01**,",,* can be A-Z, a-z, 0-9, - or blank",687636005366,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,04/19/2022,04/28/2022,Canada,ES_1030337_MDF24P01**_042820220132529_5318687,No,MDF24P01..
2406377,UNIQUE,UGP-24CR DW W,,680309002976,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,12/01/2022,12/29/2022,"United States, Canada",ES_1142812_UGP-24CR DW W_122920220512537_7344292,No,UGP-24CR DW W
2508298,UNIQUE,UGP-24CR DW W,,680309002976,Standard,24.0,27.4,8.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,05/18/2023,06/14/2023,"United States, Canada",ES_1142812_UGP-24CR DW W_06142023033313_7464002,Yes,UGP-24CR DW W
2355547,Verona,VEDW24TSS,,810012680219,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,02/24/2020,03/03/2020,United States,ES_1144004_VEDW24TSS_03032020161929_2369817,No,VEDW24TSS
2378492,Walsh,WSDW12F**A5A,,,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,04/20/2021,04/26/2021,"United States, Canada",ES_1108549_WSDW12F**A5A_052720210230128_8650065,No,WSDW12F..A5A
2378493,Walsh,WSDW12T**A5A,,,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,04/20/2021,04/26/2021,"United States, Canada",ES_1108549_WSDW12T**A5A_052720210230784_6508491,No,WSDW12T..A5A
2507982,Whirlpool,UDPS5118PP,,883049682846,Standard,17.6,21.7,8.0,Yes,Stainless Steel,Heated Dry,None,234,307.0,24.0,3.1,5.0,38.0,No,,,,,05/10/2023,06/07/2023,"United States, Canada",ES_22856_UDPS5118PP_060720230640479_3631617,Yes,UDPS5118PP
2306711,Whirlpool,WDF518SAHB,",WDF518SAHM,UPC - 883049466453; ,WDF518SAHW,UPC - 883049466460",883049466477,Standard,,,,,,,,234,307.0,24.0,3.1,5.0,38.0,No,,,,,11/17/2017,11/20/2017,"United States, Canada",ES_22856_WDF518SAHB_11222017164559_9159172,No,WDF518SAHB
2306710,Whirlpool,WDF550SAHB,",WDF550SAHS,UPC - 883049466491; ,WDF550SAHW,UPC - 883049467207",883049467214,Standard,,,,,,,,234,307.0,24.0,3.5,5.0,30.0,No,,,,,11/17/2017,11/20/2017,"United States, Canada",ES_22856_WDF550SAHB_11222017162157_7717956,No,WDF550SAHB
2256281,Whirlpool,WDF780SLY**,,883049248387; 883049248370; 883049248394,Standard,,,,,,,,245,307.0,20.0,2.85,5.0,43.0,No,,,,,07/08/2011,01/08/2016,"United States, Canada",ES_22856_WDF780SLY**_01082016192131_0891566,No,WDF780SLY..
2260939,Whirlpool,WDL785SAA**,,883049266862,Standard,,,,,,,,260,307.0,15.0,2.85,5.0,43.0,No,,,,,03/25/2013,02/26/2016,"United States, Canada",ES_22856_WDL785SAA**_02262016230605_7965997,No,WDL785SAA..
2507981,Whirlpool,WDPS5118P*,",,Remark * could be A-Z, a-z, 0-9, - or blank.",883049682815;883049682822;883049682839,Standard,17.6,22.4,8.0,Yes,Stainless Steel,Heated Dry,None,234,307.0,24.0,3.1,5.0,38.0,No,,,,,05/10/2023,06/07/2023,"United States, Canada",ES_22856_WDPS5118P*_060720230642882_3019775,Yes,WDPS5118P.
2295928,Whirlpool,WDT755SAH**,,883049432885,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,05/29/2017,05/12/2017,"United States, Canada",ES_22856_WDT755SAH**_05122017165749_8269902,No,WDT755SAH..
2256282,Whirlpool,WDT790SLY**,,883049239361; 883049239378; 883049239385,Standard,,,,,,,,245,307.0,20.0,2.85,5.0,43.0,No,,,,,07/08/2011,01/08/2016,"United States, Canada",ES_22856_WDT790SLY**_01082016192210_0930909,No,WDT790SLY..
2295930,Whirlpool,WDTA55SAH**,,883049432908,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,05/29/2017,05/12/2017,"United States, Canada",ES_22856_WDTA55SAH**_05122017165951_8391742,No,WDTA55SAH..
2507613,Whynter,CDW-6831WESa,,852749006542,Compact,21.7,19.7,6.0,Yes,Hybrid (Plastic & Steel),Air Dry,None,155,,,2.0,,,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_CDW-6831WESa_05292023110806_80164647,Yes,CDW-6831WESa
2378485,Willz,WLDW12F**A5A,,,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,04/20/2021,04/26/2021,"United States, Canada",ES_1108549_WLDW12F**A5A_05272021014881_9082883,No,WLDW12F..A5A
2378484,Willz,WLDW12T**A5A,,,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,04/20/2021,04/26/2021,"United States, Canada",ES_1108549_WLDW12T**A5A_052720210148660_8457568,No,WLDW12T..A5A
2368866,ZLINE Kitchen and Bath,DWV-18,,810058122049,Standard,,,,,,,,250,307.0,19.0,3.2,5.0,36.0,No,,,,,02/01/2021,10/28/2020,"United States, Canada",ES_1141731_DWV-18_10282020223701_4621462,No,DWV-18
2368867,ZLINE Kitchen and Bath,DWV-24,,810058122056,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,02/01/2021,10/28/2020,"United States, Canada",ES_1141731_DWV-24_10282020224624_5184288,No,DWV-24
2388186,Smeg,STU2FABBL2,",LSPU8653X,; ,STU2FABCR2,; ,STU2FABRD2,; ,STU2FABWH2,; ,STU8633,",8017709303594;8017709303600;8017709303617;8017709303624;8017709303655;8017709303754,Standard,,,,,,,,235,307.0,23.0,2.8,5.0,44.0,No,,,,,07/16/2021,11/16/2021,"United States, Canada",ES_92281_STU2FABBL2_09172021144045_331384,No,STU2FABBL2
2388188,Smeg,STU8212,",LSPU8212S,; ,LSPU8612S,; ,STU8612,; ,STU8612X,",8017709303631;8017709303662;8017709303693;8017709303709;8017709303716,Standard,,,,,,,,265,307.0,14.0,3.4,5.0,32.0,No,,,,,07/16/2021,11/17/2021,"United States, Canada","ES_92281_STU8212, STU8612, STU8612X, LSPU8612S, LSPU8212S_09202021113808_1892663",No,STU8212
2388185,Smeg,STU8222,,8017709303686,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,07/16/2021,11/16/2021,"United States, Canada",ES_92281_STU8222_09202021141308_5953790,No,STU8222
2387948,Smeg,STU8623,",LSPU8643BL,; ,LSPU8643WH,; ,LSPU8643X,; ,STU8623X,",8017709303648;8017709303679;8017709303723;8017709303730;8017709303747,Standard,,,,,,,,255,307.0,17.0,3.4,5.0,32.0,No,,,,,07/16/2021,11/08/2021,"United States, Canada",ES_92281_STU8623_09202021134941_418512,No,STU8623
2306889,Smeg,STU8647,",STFABUBL-1,; ,STFABUCR-1,; ,STFABUPB-1,; ,STFABURD-1,; ,STFABUWH,; ,STU8647X,",8017709216634;8017709216641;8017709216627;8017709216658,Standard,,,,,,,,245,307.0,20.0,2.8,5.0,44.0,No,,,,No,11/22/2017,11/24/2017,"United States, Canada",ES_92281_STFABUBL_11232017135650_2794153,No,STU8647
2373235,SPT,SD-2213S,,876840012721,Compact,,,,,,,,203,,,3.1,,,No,,,,,01/20/2021,04/24/2018,"United States, Canada",ES_1084573_SD-2213S_02032021124902_80068184,No,SD-2213S
2373236,SPT,SD-2213W,,876840012738,Compact,,,,,,,,203,,,3.1,,,No,,,,,01/20/2021,04/24/2018,"United States, Canada",ES_1084573_SD-2213W_02032021124902_80068184,No,SD-2213W
