Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Capacity__Cubic_Feet__d,Integrated_Modified_Energy_Factor__cubic_feet_per_kilowatt_hour_per_cycle__d,Integrated_Water_Factor__gallons_per_cycle_per_cubic_foot__d,Corrected_Remaining_Moisture_Content_____d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA457(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGT4027H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK513(3B),WTW8500D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8500D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy56(3B),WTW4850H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals,WTW4850H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy56(3B),WTW4950H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals,WTW4950H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19pBR51(3B),MVWB757J**,4.8,1.57,6.5,36.3,No,No,http://www.whirlpool.com/manuals,MVWB757J..
Inglis,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nMh52(3B),ITW4871F**,3.5,1.57,6.5,44.2,No,No,http://www.whirlpool.com/manuals,ITW4871F..
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",V209EU50(3B),CAW38125H**,3.8,1.57,6.5,42.8,No,No,http://www.whirlpool.com/manuals,CAW38125H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB652(3B),MVWP576K**,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals,MVWP576K..
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh59(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4516F..
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh59(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4665G..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj59(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals,MVWC565F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy57(3B),WTW4850H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals,WTW4850H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh59(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4816F..
Roper,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nGh59(3B),RTW4516F**,3.5,1.57,6.5,44.3,No,No,http://www.whirlpool.com/manuals,RTW4516F..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBJ59(3B),MVWX655D**,4.3,1.57,6.5,46.3,No,No,http://www.whirlpool.com/manuals,MVWX655D..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs59(3B),MVWB766F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals,MVWB766F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx57(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4855H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB558(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals,MVWB865G..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx57(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVWC465H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H186AA52(3B),WFW8620H**,5.0,1.84,4.7,26.9,No,No,http://www.whirlpool.com/manuals,WFW8620H..
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",V17eEs51(3B),ZAW47115G**,4.7,1.57,6.5,37.2,No,No,http://www.whirlpool.com/manuals,ZAW47115G..
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V19sDx51(3B),NTW4519J**,3.8,1.57,6.5,40.9,No,No,http://www.whirlpool.com/manuals,NTW4519J..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh59(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4616F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx57(3B),WTW4955H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4955H..
Roper,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nGh57(3B),RTW4516F**,3.5,1.57,6.5,44.3,No,No,http://www.whirlpool.com/manuals,RTW4516F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA458(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGTLV27H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA458(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WETLV27H..
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh510(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4516F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK510(3B),WTW8500D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8500D.+
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj510(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals,MVWC565F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh510(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4816F..
Roper,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nGh510(3B),RTW4516F**,3.5,1.57,6.5,44.3,No,No,http://www.whirlpool.com/manuals,RTW4516F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pAJ510(3B),WTW5000D**,4.3,1.57,6.5,45.3,No,No,http://www.whirlpool.com/manuals,WTW5000D..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx58(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVWC465H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx58(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4855H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy58(3B),WTW4850H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals,WTW4850H..
Conservator,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nNu56(3B),VAW3584G**,3.5,1.57,6.5,45.4,No,No,http://www.whirlpool.com/manuals,VAW3584G..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA459(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGT4027H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H186AA53(3B),WFW8620H**,5.0,1.84,4.7,26.9,No,No,http://www.whirlpool.com/manuals,WFW8620H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF51(3B),WTW5100H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals,WTW5100H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF51(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals,WTW6120H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD51(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals,WTW5105H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB653(3B),MVWP575GW0,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals,MVWP575GW0
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh511(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4665G..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj511(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals,MVWC565F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh511(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4816F..
Roper,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nGh511(3B),RTW4516F**,3.5,1.57,6.5,44.3,No,No,http://www.whirlpool.com/manuals,RTW4516F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pAJ511(3B),WTW5000D**,4.3,1.57,6.5,45.3,No,No,http://www.whirlpool.com/manuals,WTW5000D..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs511(3B),MVWB765F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals,MVWB765F..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx59(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVWC465H..
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh52(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4665G..
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh52(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4516F..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBD52(3B),MVW6230H**,4.7,1.57,6.5,33.9,No,No,http://www.whirlpool.com/manuals,MVW6230H..
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh51(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4516F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF52(3B),WTW5100H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals,WTW5100H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB652(3B),MVWP575G**,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals,MVWP575G..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD52(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals,WTW5105H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4510(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGT4027H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx53(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVWC465H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx50(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVWC465H..
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zCD50(3B),2111*20*,4.7,1.57,6.5,41.2,No,No,http://www.whirlpool.com/manuals,2111.20.
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB556(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals,MVWB865G..
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zCF50(3B),3131*20*,4.8,1.57,6.5,41.6,No,No,http://www.whirlpool.com/manuals,3131.20.
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB554(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals,MVWB865G..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB551(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals,MVWB865G..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB550(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals,MVWB865G..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj512(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals,MVWC565F..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB655(3B),MVWP575GW0,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals,MVWP575GW0
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh512(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4816F..
Roper,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nGh512(3B),RTW4516F**,3.5,1.57,6.5,44.3,No,No,http://www.whirlpool.com/manuals,RTW4516F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pAJ512(3B),WTW5000D**,4.3,1.57,6.5,45.3,No,No,http://www.whirlpool.com/manuals,WTW5000D..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF55(3B),WTW5100H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals,WTW5100H..
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pEj51(3B),CAW42114G**,4.2,1.57,6.5,45.7,No,No,http://www.whirlpool.com/manuals,CAW42114G..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx510(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVWC465H..
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pEj50(3B),CAW42114G**,4.2,1.57,6.5,45.7,No,No,http://www.whirlpool.com/manuals,CAW42114G..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF55(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals,WTW6120H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4513(3B),WET4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WET4027H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4513(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGT4027H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4513(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGTLV27H..
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sCx52(3B),2036*81*,3.8,1.57,6.5,41.4,No,No,http://www.kenmore.com/energyguide,2036.81.
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4513(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WETLV27H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4511(3B),WET4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WET4027H..
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17eCw53(3B,2037*71*,4.7,1.57,6.5,36.5,No,No,http://www.kenmore.com/energyguide,2037.71.
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17eCw51(3B,2037*71*,4.7,1.57,6.5,36.5,No,No,http://www.kenmore.com/energyguide,2037.71.
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4511(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGT4027H..
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nCv54(3B),2023*71*,3.5,1.57,6.5,45.3,No,No,http://www.kenmore.com/energyguide,2023.71.
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nCv52(3B),2023*71*,3.5,1.57,6.5,45.3,No,No,http://www.kenmore.com/energyguide,2023.71.
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB654(3B),MVWP575GW0,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals,MVWP575GW0
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nCv51(3B),2023*71*,3.5,1.57,6.5,45.3,No,No,http://www.kenmore.com/energyguide,2023.71.
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB654(3B),MVWP576GW0,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals,MVWP576GW0
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh515(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4516F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V209AT51(3B),WTW5005K**,4.2,1.57,6.5,43.3,No,No,http://www.whirlpool.com/manuals,WTW5005K..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H16bAm31(3B),WFW5090G**,2.3,2.38,3.7,28.6,No,No,http://www.whirlpool.com/manuals,WFW5090G..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBJ511(3B),MVWX655D**,4.3,1.57,6.5,46.3,No,No,http://www.whirlpool.com/manuals,MVWX655D..
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nCv59(3B),2023*71*,3.5,1.57,6.5,45.3,No,No,http://www.kenmore.com/energyguide,2023.71.
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sCx53(3B),2036*81*,3.8,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals,2036.81.
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx513(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4855H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx513(3B),WTW4955H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4955H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF56(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals,WTW6120H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD53(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals,WTW5105H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4514(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGT4027H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4514(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGTLV27H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4514(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WETLV27H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBD53(3B),MVW6230RH**,4.7,1.57,6.5,33.9,No,No,http://www.whirlpool.com/manuals,MVW6230RH..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj513(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals,MVWC565F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD55(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals,WTW5105H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh513(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4616F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh513(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4816F..
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pCJ58(3B),2513*41*,4.3,1.57,6.5,47.1,No,No,http://www.whirlpool.com/manuals,2513.41.
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pCj58(3B),2235*51*,4.2,1.57,6.5,46.3,No,No,http://www.whirlpool.com/manuals,2235.51.
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh516(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4516F..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBJ512(3B),MVWX655D**,4.3,1.57,6.5,46.3,No,No,http://www.whirlpool.com/manuals,MVWX655D..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj516(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals,MVWC565F..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx511(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVWC465H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh516(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4616F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx511(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4855H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pAJ516(3B),WTW5000D**,4.3,1.57,6.5,45.3,No,No,http://www.whirlpool.com/manuals,WTW5000D..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF54(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals,WTW6120H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx513(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVWC465H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4515(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGT4027H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aBY51(3B),MVW6200K**,4.8,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals,MVW6200K..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4515(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGTLV27H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4515(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WETLV27H..
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",V209EU51(3B),CAW38125H**,3.8,1.57,6.5,42.8,No,No,http://www.whirlpool.com/manuals,CAW38125H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD54(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals,WTW5105H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy59(3B),WTW4850H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals,WTW4850H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy59(3B),WTW4950H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals,WTW4950H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB656(3B),MVWP576GW0,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals,MVWP576GW0
Conservator,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nNu57(3B),VAW3584G**,3.5,1.57,6.5,45.4,No,No,http://www.whirlpool.com/manuals,VAW3584G..
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V19sDx53(3B),NTW4519J**,3.8,1.57,6.5,40.9,No,No,http://www.whirlpool.com/manuals,NTW4519J..
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh514(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4665G..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V209AT53(3B),WTW5005K**,4.2,1.57,6.5,43.3,No,No,http://www.whirlpool.com/manuals,WTW5005K..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAW51(3B),WTW5010L**,4.6,1.57,6.5,40.1,No,No,http://www.whirlpool.com/manuals,WTW5010L..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh514(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4616F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAV51(3B),WTW5015L**,4.5,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,WTW5015L..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh514(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4816F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V209AT52(3B),WTW5005K**,4.2,1.57,6.5,43.3,No,No,http://www.whirlpool.com/manuals,WTW5005K..
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sCx54(3B),2036*81*,3.8,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals,2036.81.
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj517(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals,MVWC565F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh517(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4616F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx515(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4855H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx515(3B),WTW4955H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4955H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF58(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals,WTW6120H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4516(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGT4027H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4516(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGTLV27H..
