Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Capacity__Cubic_Feet__d,Integrated_Modified_Energy_Factor__cubic_feet_per_kilowatt_hour_per_cycle__d,Integrated_Water_Factor__gallons_per_cycle_per_cubic_foot__d,Corrected_Remaining_Moisture_Content_____d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V209AT51(3B),WTW5005K**,4.2,1.57,6.5,43.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H16bAk31(3B),WFW3090G**,2.0,2.38,3.7,28.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H16bAm31(3B),WFW5090G**,2.3,2.38,3.7,28.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBJ511(3B),MVWX655D**,4.3,1.57,6.5,46.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA858(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nCv59(3B),2023*71*,3.5,1.57,6.5,45.3,No,No,http://www.kenmore.com/energyguide
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sCx53(3B),2036*81*,3.8,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx513(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx513(3B),WTW4955H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCM513(3B),2613*41+,4.8,2.06,4.3,36.0,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCK57(3B),2813*41+,5.3,2.06,4.3,36.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF56(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB946(3B),MHW6630H**,4.8,2.92,3.2,27.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD53(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4514(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4514(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAG52(3B),WTW7120H**,5.3,2.06,4.3,34.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4514(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA861(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBD53(3B),MVW6230RH**,4.7,1.57,6.5,33.9,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj513(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V21zAe51(3B),WTW8127L**,5.2,2.06,4.3,34.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD55(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh513(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh513(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pCJ58(3B),2513*41*,4.3,1.57,6.5,47.1,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pCj58(3B),2235*51*,4.2,1.57,6.5,46.3,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh516(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBJ512(3B),MVWX655D**,4.3,1.57,6.5,46.3,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj516(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx511(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh516(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx511(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pAJ516(3B),WTW5000D**,4.3,1.57,6.5,45.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF54(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx513(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA859(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBE56(3B),MVW7230H**,5.2,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBG53(3B),MVW7232H**,5.3,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA748(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4515(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aBY51(3B),MVW6200K**,4.8,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4515(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4515(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",V209EU51(3B),CAW38125H**,3.8,1.57,6.5,42.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA862(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAG53(3B),WTW7120H**,5.3,2.06,4.3,34.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD54(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V21zAe52(3B),WTW8127L**,5.2,2.06,4.3,34.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB947(3B),MHW6630H**,4.8,2.92,3.2,27.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy59(3B),WTW4850H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy59(3B),WTW4950H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB656(3B),MVWP576GW0,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals
Conservator,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nNu57(3B),VAW3584G**,3.5,1.57,6.5,45.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA750(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17EBB52(3B),MVWB965H**,6.0,2.06,4.3,30.8,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB851(3B),MHW5630H**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V19sDx53(3B),NTW4519J**,3.8,1.57,6.5,40.9,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB948(3B),MHW6630H**,4.8,2.76,3.2,27.1,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh514(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V209AT53(3B),WTW5005K**,4.2,1.57,6.5,43.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAW51(3B),WTW5010L**,4.6,1.57,6.5,40.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh514(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAV51(3B),WTW5015L**,4.5,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh514(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V209AT52(3B),WTW5005K**,4.2,1.57,6.5,43.3,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sCx54(3B),2036*81*,3.8,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V21zAe50(3B),WTW8127L**,5.2,2.06,4.3,34.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H16NAZ55(3B),WFW8540F*,4.5,2.92,3.2,29.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V22aAf50(3B),WTW500CM**,5.3,2.06,4.3,34.0,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H22gA850(3B),WFW5605M**,4.5,2.76,3.2,28.7,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj517(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh517(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx515(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx515(3B),WTW4955H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF58(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBE57(3B),MVW7230H**,5.2,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4516(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H16NAZ53(3B),WFW8540F*,4.5,2.92,3.2,29.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4516(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4516(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA751(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAX52(3B),WTW5057L**,4.7,1.57,6.5,40.0,No,No,http://www.whirlpool.com/manuals
Inglis,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nMh54(3B),ITW4871F**,3.5,1.57,6.5,44.2,No,No,http://www.whirlpool.com/manuals
Conservator,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nNu59(3B),VAW3584G**,3.5,1.57,6.5,45.4,No,No,http://www.whirlpool.com/manuals
Splendide,"Front-loading, standard (1.6 ft3 or greater capacity)",H20dRb40(3B),WDV2200XCD,1.8,1.84,4.7,31.8,No,No,http://www.whirlpool.com/manuals
Splendide,"Front-loading, standard (1.6 ft3 or greater capacity)",H20cRb40(3B),WFL1300XC,1.8,1.84,4.7,31.5,No,No,http://www.whirlpool.com/manuals
AVANTI,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS120-2006PS/01M-US,STW30D0W,3.0,1.57,6.5,36.9,No,No,https://www.avantiproducts.com
AVANTI,"Top-loading, compact (less than 1.6 ft3 capacity)",XQB45-VAS101,CTW14X0W-IS,1.4,1.24,10.4,46.5,No,No,https://www.avantiproducts.com
Avanti,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2404PS/01FM-US,SLTW37D0W,3.7,1.69,5.3,41.7,No,No,HTTPS://WWW.AVANTIPRODUCTS.COM
LG SIGNATURE,"Top-loading, compact (less than 1.6 ft3 capacity)",LUWD1C*,LUWD1C*,0.7,1.15,12.0,38.2,No,No,http://www.lg.com/global/support/ftclabel
LG SIGNATURE,"Front-loading, standard (1.6 ft3 or greater capacity)",LUWM101H*A,LUWM101H*A,2.8,1.84,4.7,30.9,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, compact (less than 1.6 ft3 capacity)",WD100C*,WD205C*,1.0,1.15,12.0,47.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM9500H*A,WM9500H*A,5.8,3.1,2.7,27.5,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT901C*+,WT901C*,3.3,1.57,6.5,41.1,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7300C*,WT7250C*,5.0,2.76,3.2,30.9,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM1388H*,WM1399H*A,2.3,2.07,4.2,33.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM1388H*,WM3499H*A,2.3,2.07,4.2,33.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3500C*,WM3095C*,4.5,2.92,2.9,28.7,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7850H*A,WT7850H*A,5.2,2.38,3.7,30.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM8100H*A+,WM9000H*A,5.2,2.92,3.2,25.9,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKEX200H*A,WKEX200H*A,4.5,2.92,2.9,28.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKEX200H*A,WKGX201H*A,4.5,2.92,2.9,28.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4500H*A,WSEX200H*A,5.0,3.1,2.9,26.5,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4500H*A,WSGX201H*A,5.0,3.1,2.9,26.5,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3500C*,WM3450C*,4.5,2.92,2.9,28.7,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3700H*A,WM3605H*A,4.5,2.92,2.9,29.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3700H*A,WKE100H*A,4.5,2.92,2.9,29.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7800H*A,WT7800H*A,5.0,2.38,3.7,32.8,No,No,http://www.lg.com/global/support/ftclabel
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",WT5680H*A,3146#41#,5.0,2.38,3.7,29.0,No,No,https://www.kenmore.com/energyguides
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",4116####,4116####,4.3,2.85,2.9,28.7,No,No,https://www.kenmore.com/energyguides
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4270H*A,4158####,4.5,2.83,2.9,28.1,No,No,https://www.kenmore.com/energyguides
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",WT5270C*,3142#,4.9,2.76,3.5,32.3,No,No,https://www.kenmore.com/energyguides
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",4116####,4116#,4.3,2.85,2.9,28.7,No,No,https://www.kenmore.com/energyguides
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",4196#,4196#,5.2,2.92,3.2,27.6,No,No,https://www.kenmore.com/energyguides
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4270H*A,4130#,4.5,2.92,3.2,28.1,No,No,https://www.kenmore.com/energyguides
Kenmore,"Top-loading, compact (less than 1.6 ft3 capacity)",WD100C*,5199#,1.0,1.15,12.0,47.6,No,No,http://www.lg.com/global/support/ftclabel
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3270C*,4126#,4.5,2.92,3.2,29.5,No,No,https://www.kenmore.com/energyguides
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7405C*,WT7485C*,5.3,2.06,4.3,34.7,No,No,http://www.lg.com/global/support/ftclabel
LG SIGNATURE,"Top-loading, compact (less than 1.6 ft3 capacity)",UWD1C*,UWD1C*,0.7,1.16,11.9,40.7,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, compact (less than 1.6 ft3 capacity)",WD100C*,WD300C*,1.0,1.15,12.0,47.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM6700H*A,WM6700H*A,5.0,3.1,3.0,27.8,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3050C*,WM3050C*,4.0,2.67,3.3,30.9,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",4116####,WM3170C*,4.3,2.85,2.9,28.7,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3370H*A,WM3370H*A,4.3,2.76,3.2,29.8,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3997H**,WM3997H**,4.2,2.4,3.7,30.2,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4270H*A,WM4270H*A,4.5,2.92,3.2,28.1,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT1501C*,WT1501C*,4.5,2.38,3.7,36.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT1701C*+,WT1701C*,4.9,2.76,3.5,31.3,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT4970C*,WT4970C*,4.5,2.06,4.3,35.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT5270C*,WT5270C*,4.9,2.76,3.5,32.3,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT5480C*+,WT5480C*,5.0,2.76,3.5,31.3,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT5680H*A,WT5680H*A,5.0,2.38,3.7,29.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7600H*A,WT7600H*A,5.2,2.38,3.7,29.9,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4270H*A,WM3770H*A,4.5,2.92,3.2,28.1,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT1501C*,WT1150C*,4.5,2.38,3.7,36.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM1388H*,WM1388H*,2.3,2.07,4.2,33.4,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3488H*,WM3488H*,2.3,2.07,4.2,33.4,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4270H*A,WM4370H*A,4.5,2.92,3.2,28.1,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7200C*,WT1901C*,5.0,2.38,3.7,31.4,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3500C*,WM3400C*,4.5,2.92,2.9,28.7,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3700H*A,WM3600H*A,4.5,2.92,2.9,29.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3900H*A,WM3900H*A,4.5,2.92,2.9,28.8,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7100C*,WT7100C*,4.5,2.06,4.3,33.1,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7300C*,WT7300C*,5.0,2.76,3.2,30.9,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7800C*,WT7800C*,5.5,2.76,3.2,31.3,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7005C*,WT7005C*,4.3,1.57,6.5,37.3,No,No,http://www.lg.com/global/support/ftclabel
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7900H*A,3177#,5.5,2.76,3.2,30.6,No,No,http://www.lg.com/global/support/ftclabel
Magic Chef,"Top-loading, standard (1.6 ft3 or greater capacity)",MCSTCW20W5,313301681,2.1,1.91,6.1,34.1,No,No,https://images.thdstatic.com/catalog/pdfImages/24/24e61458-845c-4e64-b458-9580831c8787.pdf
Magic Chef,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-0301P/01M-US,319067295,0.9,1.15,12.0,43.7,No,No,https://images.thdstatic.com/catalog/pdfImages/5f/5ffc25e4-99a1-43b6-905d-a12ca257173e.pdf
Miele,"Front-loading, standard (1.6 ft3 or greater capacity)",WWD160WCS,WXR860WCS,2.3,2.24,3.7,28.5,No,No,https://www.mieleusa.com/domestic/product-selection-of-washing-machines-1565.htm#5
Miele,"Front-loading, standard (1.6 ft3 or greater capacity)",WWD160WCS,WXI860WCS,2.3,2.24,3.7,28.5,No,No,https://www.mieleusa.com/domestic/product-selection-of-washing-machines-1565.htm#5
Miele,"Front-loading, standard (1.6 ft3 or greater capacity)",WWD160WCS,WWD160WCS,2.3,2.24,3.7,28.5,No,No,https://www.mieleusa.com/domestic/product-selection-of-washing-machines-1565.htm#5
Electrolux,"Front-loading, standard (1.6 ft3 or greater capacity)",EFLW317****,EFLW317****,4.3,2.76,3.2,29.8,No,No,https://energyguide.electrolux-na.com/
Electrolux,"Front-loading, standard (1.6 ft3 or greater capacity)",ELFW7637***,ELFW7537***,4.5,2.92,3.2,28.3,No,No,https://energyguide.electrolux-na.com/
Electrolux,"Front-loading, standard (1.6 ft3 or greater capacity)",ELFW7637***,ELFW7437***,4.5,2.92,3.2,28.3,No,No,https://energyguide.electrolux-na.com/
Frigidaire,"Top-loading, standard (1.6 ft3 or greater capacity)",FFLE3900***,FLCE7523***,3.9,1.57,6.5,35.3,No,No,https://energyguide.electrolux-na.com/
Electrolux,"Front-loading, standard (1.6 ft3 or greater capacity)",EIFLS20****,ELFW4222***,2.4,2.13,3.8,32.7,No,No,https://energyguide.electrolux-na.com/
Frigidaire,"Front-loading, standard (1.6 ft3 or greater capacity)",ELFW7337***,FWFX22D4EW,4.4,2.76,3.2,31.3,No,No,https://energyguide.electrolux-na.com/
