Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s
CAIXUN,LE-65VA5,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65VA4,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65VA2,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65VA1,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65V4,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65T5,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,C65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,C65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,S65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65T3,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65TA4,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65TA3,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65TA1,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65VA5,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65VA4,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65VA1,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65V5,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65V4,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65T4,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,C65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,C65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,S65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65V3,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65V2,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65T3,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65T2,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65T1,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,*****65*********,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,RTAU6504-B,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65TA4,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65TA3,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65TA2,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65VA5,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65VA4,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65VA2,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65VA1,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65V5,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65V4,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65T5,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65V2,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65V1,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65T3,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65T2,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65T1,65.0,101.0,0.31,,,194.0,By annual report date,No
PHILIPS,50PUL7973/F7,50.0,66.6,0.3,,,137.0,By annual report date,No
Hisense,40A4KR,40.0,33.0,0.47,0.48,,63.6,By annual report date,No
Hisense,40A4+HR+,40.0,33.0,0.47,0.48,,63.6,By annual report date,No
Hisense,40H4030K+,40.0,33.0,0.47,0.48,,63.6,By annual report date,No
Hisense,40H4030F+,40.0,33.0,0.47,0.48,,63.6,By annual report date,No
Hisense,40H4+K+,40.0,33.0,0.47,0.48,,63.6,By annual report date,No
Hisense,32A4KR,31.5,25.8,0.38,0.4,,49.9,By annual report date,No
Hisense,32H41K,31.5,25.8,0.38,0.4,,49.9,By annual report date,No
Hisense,32A4+KR+,31.5,25.8,0.38,0.4,,49.9,By annual report date,No
Hisense,32A4+HR+,31.5,25.8,0.38,0.4,,49.9,By annual report date,No
Hisense,32H4+K+,31.5,25.8,0.38,0.4,,49.9,By annual report date,No
TCL,43S310R,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S330R-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S350R-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S310G-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S353-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S355-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S350F,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S350F-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S330F,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S330F-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S310F,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S310F-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,55Q650F,54.6,113.0,0.39,,,208.0,https://share.weiyun.com/iXESRirh,No
TCL,75Q650F,74.5,195.0,0.44,,,359.0,https://share.weiyun.com/Jc6maS8N,No
TCL,*****85**********,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q610G,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q610R,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q610F,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q610G-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q610R-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q610F-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q630F-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q630R-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q630G-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q630F,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q630R,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q630G,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q650F-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q650R-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q650G-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q650F,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q650R,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q650G,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85S430R-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S430G-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S430F,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S410G-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S410F,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S410R,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S410G,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
VIZIO,V65Q6-L4,65.0,190.0,0.25,,,349.0,http://www.Vizio.com/,No
VIZIO,M65Q6-L4,65.0,190.0,0.25,,,349.0,http://www.Vizio.com/,No
SILO,SL8623GF,85.6,285.0,0.5,1.0,,527.0,http://silotv.net/,No
SILO,SL7523GF,75.0,135.0,0.5,1.0,,253.0,http://silotv.net/,No
SILO,SL5023GF,50.0,87.0,0.5,1.0,,166.0,http://silotv.net/,No
Westinghouse,WR65UT4212,64.5,114.0,0.43,,,210.0,By annual report date,No
Westinghouse,WR55UT4212,54.5,67.5,0.37,,,126.0,By annual report date,No
Westinghouse,WR50UT4212,49.5,67.0,0.36,,,124.0,By annual report date,No
Westinghouse,WR43UT4212,42.5,50.6,0.34,,,95.0,By annual report date,No
Westinghouse,WR43FX2210,42.5,38.0,0.5,,,72.8,By annual report date,No
ELEMENT,S75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
ELEMENT,LE-75VA1,75.0,107.0,0.28,,,198.0,By annual report date,No
PG,E450GD75G-G,75.0,107.0,0.28,,,198.0,By annual report date,No
PG,PG75SKA,75.0,107.0,0.28,,,198.0,By annual report date,No
PG,SC-7550GTV,75.0,107.0,0.28,,,198.0,By annual report date,No
PG,*****75*********,75.0,107.0,0.28,,,198.0,By annual report date,No
PG,S75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,E450GD75G-G,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,PG75***,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,PG75SKA,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,SC-7550GTV,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,C75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,C75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,LE-75VA1,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,SC-7550GTV,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,C75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,C75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,*****75*********,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,LE-75VA1,75.0,107.0,0.28,,,198.0,By annual report date,No
SANSUI,E450GD75G-G,75.0,107.0,0.28,,,198.0,By annual report date,No
SANSUI,PG75SKA,75.0,107.0,0.28,,,198.0,By annual report date,No
SANSUI,SC-7550GTV,75.0,107.0,0.28,,,198.0,By annual report date,No
SANSUI,C75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
SANSUI,S75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
SANSUI,*****75*********,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No
element,E450AC86R,85.6,215.0,0.5,,,396.0,https://elementelectronics.com/support,No
element,E450AC58R,57.5,86.1,0.5,,,161.0,https://elementelectronics.com/support,No
element,E2AB43R,42.51,37.8,0.45,,,72.0,https://elementelectronics.com/support,No
ONN,100012590,23.6,22.7,0.5,,,45.0,http://www.onntvsupport.com/energy-guides,No
Element,E500AC55C,55.0,104.0,0.4,,,196.0,By annual report date,No
ONN,100012587,64.5,101.0,0.5,,,187.0,http://www.onntvsupport.com/energy-guides,No
ONN,100012588,70.0,110.0,0.75,,,206.0,By annual report date,No
ONN,100012586,54.64,97.6,0.58,,,182.0,http://www.onntvsupport.com/energy-guides,No
Element,E500AC50C,49.5,81.0,0.34,,,150.0,By annual report date,No
ONN,100097810,39.5,41.7,0.5,,,79.6,By annual report date,No
ONN,100012585,49.5,76.0,0.5,,,142.0,http://www.onntvsupport.com/energy-guides,No
SONY,XR-65A90J,65.0,124.0,0.5,2.0,,228.0,https://electronics.sony.com/tv-video/televisions/oled/p/xr65a90j,No
SONY,XR-50X90J,50.0,89.6,0.5,2.0,,165.0,https://electronics.sony.com/tv-video/televisions/google-tv/p/xr50x90j,No
SONY,XR-100X92,100.0,117.0,0.12,0.26,,215.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr100x92,No
SONY,KD-65X85J,65.0,120.0,0.1,0.13,,220.0,https://electronics.sony.com/tv-video/televisions/google-tv/p/kd65x85j,No
SONY,KD-55X85J,55.0,100.0,0.1,0.12,,184.0,https://electronics.sony.com/tv-video/televisions/google-tv/p/kd55x85j,No
SONY,KD-50X85J,50.0,84.5,0.13,0.16,,156.0,https://electronics.sony.com/tv-video/televisions/google-tv/p/kd50x85j,No
SONY,XR-55X90K,55.0,116.0,0.5,2.0,,225.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55x90k,No
SONY,XR-77A95L,77.0,156.0,0.5,2.0,,299.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr77a95l,No
SONY,XR-65A95L,65.0,126.0,0.5,2.0,,244.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65a95l,No
SONY,XR-55A95L,55.0,109.0,0.5,2.0,,214.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55a95l,No
SONY,XR-98X90L,98.0,272.0,0.5,2.0,,510.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr98x90l,No
SONY,XR-83A80CL,83.0,206.0,0.5,2.0,,390.0,By Annual report date,No
SONY,KD-55X77L,55.0,127.0,0.5,2.0,,246.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd55x77l,No
SONY,XR-75X90CL,75.0,109.0,0.5,2.0,,213.0,By Annual report date,No
SONY,XR-75X90L,75.0,109.0,0.5,2.0,,213.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75x90l,No
SONY,XR-65X90CL,65.0,99.4,0.5,2.0,,196.0,By Annual report date,No
SONY,XR-65A80L,65.0,114.0,0.5,2.0,,223.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65a80l,No
SONY,XR-65A75L,65.0,114.0,0.5,2.0,,223.0,By Annual report date,No
SONY,XR-55A80CL,55.0,102.0,0.5,2.0,,200.0,By Annual report date,No
SONY,XR-55A75L,55.0,102.0,0.5,2.0,,200.0,By Annual report date,No
SONY,XR-77A80CL,77.0,160.0,0.5,2.0,,307.0,By Annual report date,No
SONY,XR-75X93CL,75.0,254.0,0.5,2.0,,467.0,By Annual report date,No
SONY,XR-75X93L,75.0,254.0,0.5,2.0,,467.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75x93l,No
SONY,XR-65X93CL,65.0,240.0,0.5,2.0,,441.0,By Annual report date,No
SONY,XR-42A90K,42.0,71.8,0.3,0.45,,135.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr42a90k,No
SONY,XR-48A90K,48.0,81.2,0.5,2.0,,162.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr48a90k,No
SONY,KD-43X85K,43.0,75.3,0.5,2.0,,152.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd43x85k,No
SONY,KD-50X85K,50.0,92.2,0.5,2.0,,183.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd50x85k,No
SONY,KD-55X85K,55.0,130.0,0.5,2.0,,251.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd55x85k,No
SONY,KD-65X85K,65.0,168.0,0.5,2.0,,322.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd65x85k,No
SONY,KD-75X85K,75.0,210.0,0.5,2.0,,398.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd75x85k,No
SONY,KD-85X85K,85.0,212.0,0.5,2.0,,402.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd85x85k,No
SONY,KD-85X80K,85.0,212.0,0.5,2.0,,402.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd85x80k,No
SONY,XR-75X90CK,75.0,157.0,0.5,2.0,,300.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75x90ck,No
Sharp,4T-C65FS1UR,64.5,97.6,0.5,,,52.8,By annual report date,No
Sharp,4T-C55FS1UR,54.6,83.0,0.5,,,52.8,By annual report date,No
LG,OLED77M3PUA,76.7,218.0,0.4,0.6,,402.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED83M3PUA,82.5,210.0,0.4,0.6,,387.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED97M3PUA,96.5,247.0,0.4,0.6,,455.0,http://www.lg.com/global/support/ftclabel,No
LG,50US670H0UA,49.5,74.0,0.3,,,137.0,http://www.lg.com/global/support/ftclabel,No
LG,55US670H0UA,54.6,74.0,0.3,,,137.0,http://www.lg.com/global/support/ftclabel,No
LG,43US340C0UD,42.5,51.8,0.2,,,96.0,http://www.lg.com/global/support/ftclabel,No
LG,65NANO99UNA,64.5,229.0,0.3,0.4,,421.0,http://www.lg.com/global/support/ftclabel,No
LG,65NANO95UNA,64.5,151.0,0.3,0.4,,278.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED48CXAUB,47.5,92.0,0.3,0.4,,171.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED48CXPUB,47.5,92.0,0.3,0.4,,171.0,http://www.lg.com/global/support/ftclabel,No
LG,75UN7070PUC,74.5,110.0,0.3,0.4,,204.0,http://www.lg.com/global/support/ftclabel,No
LG,60UN7000PUB,60.1,83.9,0.3,0.4,,156.0,http://www.lg.com/global/support/ftclabel,No
LG,43UN7000PUB,42.5,49.6,0.3,0.4,,93.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED77ZXPUA,76.7,252.0,0.3,0.4,,463.0,http://www.lg.com/global/support/ftclabel,No
LG,49UN6900PUB,48.5,56.4,0.3,0.4,,106.0,http://www.lg.com/global/support/ftclabel,No
LG,65UN6951ZUA,64.5,98.9,0.3,0.4,,183.0,http://www.lg.com/global/support/ftclabel,No
LG,60UN6900PUB,60.1,83.9,0.3,0.4,,156.0,http://www.lg.com/global/support/ftclabel,No
LG,55UN6900PUB,54.6,68.6,0.3,0.4,,128.0,http://www.lg.com/global/support/ftclabel,No
LG,55UN6951ZUA,54.6,68.6,0.3,0.4,,128.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED77CXPUA,76.7,170.0,0.3,0.4,,313.0,http://www.lg.com/global/support/ftclabel,No
LG,86UN8570AUD,85.6,167.0,0.3,0.4,,308.0,http://www.lg.com/global/support/ftclabel,No
LG,86UN8570PUC,85.6,167.0,0.3,0.4,,308.0,http://www.lg.com/global/support/ftclabel,No
LG,65NANO85UNA,64.5,90.2,0.3,0.4,,167.0,http://www.lg.com/global/support/ftclabel,No
LG,55NANO85UNA,54.6,72.4,0.3,0.4,,135.0,http://www.lg.com/global/support/ftclabel,No
LG,49NANO85UNA,48.5,68.0,0.3,0.4,,127.0,http://www.lg.com/global/support/ftclabel,No
LG,22LN410D,21.5,17.4,0.3,,,34.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED65GXAUA,64.5,134.0,0.3,0.4,,247.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED65GXPUA,64.5,134.0,0.3,0.4,,247.0,http://www.lg.com/global/support/ftclabel,No
LG,75NANO97UNA,74.5,227.0,0.3,0.4,,417.0,http://www.lg.com/global/support/ftclabel,No
LG,65UN8500AUJ,64.5,105.0,0.3,0.4,,194.0,http://www.lg.com/global/support/ftclabel,No
LG,65UN8500PUI,64.5,105.0,0.3,0.4,,194.0,http://www.lg.com/global/support/ftclabel,No
LG,50UN6900PUC,49.5,76.9,0.3,0.4,,143.0,http://www.lg.com/global/support/ftclabel,No
LG,50UN6951ZUF,49.5,76.9,0.3,0.4,,143.0,http://www.lg.com/global/support/ftclabel,No
LG,50UN6950ZUF,49.5,76.9,0.3,0.4,,143.0,http://www.lg.com/global/support/ftclabel,No
LG,65NANO81ANA,64.5,94.0,0.3,0.4,,174.0,http://www.lg.com/global/support/ftclabel,No
LG,65NANO80UNA,64.5,94.0,0.3,0.4,,174.0,http://www.lg.com/global/support/ftclabel,No
LG,70UN7370PUB,69.5,101.0,0.3,0.4,,186.0,http://www.lg.com/global/support/ftclabel,No
LG,70UN7370PUC,69.5,101.0,0.3,0.4,,186.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED55GXAUA,54.6,110.0,0.3,0.4,,204.0,http://www.lg.com/global/support/ftclabel,No
LG,50UN7300AUD,49.5,76.6,0.3,0.4,,143.0,http://www.lg.com/global/support/ftclabel,No
LG,65UN7300PUF,64.5,93.7,0.3,0.4,,174.0,http://www.lg.com/global/support/ftclabel,No
LG,65UN7300PUB,64.5,93.7,0.3,0.4,,174.0,http://www.lg.com/global/support/ftclabel,No
LG,65NANO90UNA,64.5,94.0,0.3,0.4,,174.0,http://www.lg.com/global/support/ftclabel,No
LG,75UN7370PUB,74.5,110.0,0.3,0.4,,204.0,http://www.lg.com/global/support/ftclabel,No
LG,75UN7370AUH,74.5,110.0,0.3,0.4,,204.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED55CXPUA,54.6,106.0,0.3,0.4,,196.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED65CXAUA,64.5,130.0,0.3,0.4,,240.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED65CXPUA,64.5,130.0,0.3,0.4,,240.0,http://www.lg.com/global/support/ftclabel,No
LG,24LT660VBUA,23.6,31.3,0.4,,,60.0,http://www.lg.com/global/support/ftclabel,No
LG,24LT662VBUB,23.6,31.3,0.4,,,60.0,http://www.lg.com/global/support/ftclabel,No
LG,32LT662MBUC,31.5,26.0,0.3,,,50.0,http://www.lg.com/global/support/ftclabel,No
