ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2260797,Arcitc King,AFRM045AES,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,19.7,4.4,4.5,226,254,11,,,No,,,,,02/01/2016,02/16/2015,United States,ES_1030337_AFRM045AES_02262016110402_4642499,No
2403873,Arctic King,ABDA049ADBS,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,20.1,5,4.9,270,304,11,,,No,,,,,10/30/2022,10/28/2022,"United States, Canada",ES_1030337_ABDA049ADBS_10312022030227_80146806,No
2340003,Arctic King,AFRM016AEB,,813084023717,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,,,No,,,,,06/18/2021,06/24/2021,United States,ES_1030337_AFRM016AEB_06172019094831_4911781,No
2297326,Arctic King,AFRM016BEB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.3,18.5,1.6,1.6,207,232,11,,,No,,,,,06/07/2017,06/07/2017,"United States, Canada",ES_1030337_AFRM016BEB_06082017040642_4802864,No
2210481,Arctic King,AFRM024AES,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,,,No,,,,,05/30/2014,05/13/2014,United States,ES_1030337_AFRM024AES_05152014191325_1205231,No
2336714,Arctic King,AFRM033AEB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,,,No,,,,,03/26/2019,04/16/2019,United States,ES_1030337_AFRM033AEB_04162019022335_1415555,No
2336715,Arctic King,AFRM033AES,,817986026449,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/09/2022,02/16/2022,"United States, Canada",ES_1030337_AFRM033AES_04162019022322_1402305,No
2293777,Arctic King,AFRM033BEB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.9,18.6,3.3,3.3,220,245,10,,,No,,,,,04/01/2017,04/06/2017,United States,ES_1030337_AFRM033BEB_04072017071459_9299491,No
2235748,Arctic King,AFRM044AEB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.7,33.8,4.4,4.4,228,254,10,,,No,,,,,05/20/2015,04/03/2015,United States,ES_1030337_AFRM044AEB_04032015070310_4590277,No
2235749,Arctic King,AFRM044AES,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.7,33.8,4.4,4.4,228,254,10,,,No,,,,,05/20/2015,04/03/2015,United States,ES_1030337_AFRM044AES_04032015070321_4601094,No
2235750,Arctic King,AFRM044AEW,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.7,33.8,4.4,4.4,228,254,10,,,No,,,,,05/20/2015,04/03/2015,United States,ES_1030337_AFRM044AEW_04032015070332_4612106,No
2340000,Arctic King,ARM024S1ARBB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,,,No,,,,,06/18/2019,06/17/2019,"United States, Canada",ES_1030337_ARM024S1ARBB_06172019093932_4372031,No
2340001,Arctic King,ARM024S1ARSV,,810004813373,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/09/2022,02/22/2022,"United States, Canada",ES_1030337_ARM024S1ARSV_06172019093952_4392326,No
2340002,Arctic King,ARM024S1ARWW,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,,,No,,,,,06/18/2019,06/17/2019,"United States, Canada",ES_1030337_ARM024S1ARWW_06172019093915_4355926,No
2336699,Arctic King,ARM044S1ARSV,,810004813397,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,19.7,4.4,4.4,226,254,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/26/2019,04/15/2019,"United States, Canada",ES_1030337_ARM044S1ARSV_04152019093755_1075080,No
2392998,Arctic King,ARM17A5ABB,,810040946196,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,19.3,18.6,1.7,1.7,246,275,11,,,No,,,,,02/12/2022,02/14/2022,"United States, Canada",ES_1030337_ARM17A5ABB_02142022110349_80116053,No
2356895,Arctic King,ARM24S4AWW,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,,,No,,,,,03/20/2020,03/23/2020,"United States, Canada",ES_1030337_ARM24S4AWW_03232020052816_1296306,No
2403056,Arctic King,ARM320D1ARSV,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,10/10/2022,10/14/2022,"United States, Canada",ES_1030337_ARM320D1ARSV_10142022120728_5550001_,No
2378083,Arctic King,ARM32D5ABB,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM32D5ABB_051120210920618_8438417,No
2378082,Arctic King,ARM32D5ASL,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM32D5ASL_051120210921641_5173461,No
2378080,Arctic King,ARM33S5ABB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.5,3.3,3.3,220,245,10,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM33S5ABB_051120210906239_2745100,No
2378081,Arctic King,ARM33S5ASL,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.5,3.3,3.3,220,245,10,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM33S5ASL_05112021090761_4340339,No
2393004,Arctic King,ARM44A5ASL,,810040946219,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.9,19.7,4.4,4.4,269,300,10,,,No,,,,,02/14/2022,02/14/2022,"United States, Canada",ES_1030337_ARM44A5ASL_02142022112035_80116055,No
2356894,Arctic King,ARM44S5ABB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,19.7,4.4,4.4,226,254,11,,,No,,,,,03/20/2020,03/23/2020,"United States, Canada",ES_1030337_ARM44S5ABB_03232020052017_0817940,No
2390410,Arctic King,ARU33B1ABB,,687636005090,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,,,No,,,,,01/07/2022,01/12/2022,"United States, Canada",ES_1030337_ARU33B1ABB_011120222053632_2106401,No
2390411,Arctic King,ARU33B1AWW,,687636005083,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,,,No,,,,,01/07/2022,01/12/2022,"United States, Canada",ES_1030337_ARU33B1AWW_011120222053319_9778347,No
2395169,Arctic King,ARW14B0ABB,,,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,19.5,18.5,1.5,1.5,121,168,28,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/21/2022,04/27/2022,"United States, Canada",ES_1030337_ARW14B0ABB_042720220842690_3480583,No
2402881,Arctic King,ARW24S1ABB,,,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,25.2,18.5,2.3,2.3,138,174,21,,,No,,,,,10/16/2022,10/10/2022,"United States, Canada",ES_1030337_ARW24S1ABB_10112022120148_80142516,No
2401723,Arctic King,ARW34S1ABB,,,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,33.3,18.5,3.3,3.3,143,182,21,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,09/15/2022,09/20/2022,"United States, Canada",ES_1030337_ARW34S1ABB_092020220145827_2308965,No
2274416,Arctic King,ATMP031AEB,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,19.4,18.6,3.1,3.8,270,358,25,,,No,,,,,06/30/2016,08/08/2016,"United States, Canada",ES_1030337_ATMP031AEB_08092016073105_7865280,No
2274417,Arctic King,ATMP031AES,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,19.4,18.6,3.1,3.8,270,358,25,,,No,,,,,06/30/2016,08/08/2016,"United States, Canada",ES_1030337_ATMP031AES_08092016073118_7878650,No
2274418,Arctic King,ATMP031AET,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,19.4,18.6,3.1,3.8,270,358,25,,,No,,,,,06/30/2016,08/08/2016,"United States, Canada",ES_1030337_ATMP031AET_08092016073130_7890006,No
2274419,Arctic King,ATMP031AEW,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,19.4,18.6,3.1,3.8,270,358,25,,,No,,,,,06/30/2016,08/08/2016,"United States, Canada",ES_1030337_ATMP031AEW_08092016073143_7903351,No
2453235,Arctic King,AU83ETWBR1RCM,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,66.9,24,8.3,8.3,167,335,50,,,No,,,,,04/11/2023,04/11/2023,"United States, Canada",ES_1030337_AU83ETWBR1RCM7_04122023100711_80165973,Yes
2210483,Arctic King,FKAFRM024AEU,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,,,No,,,,,05/30/2014,05/13/2014,United States,ES_1030337_FKAFRM024AEU_05152014191341_1221863,No
2210484,Arctic King,FKATMP031AEB,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,05/30/2014,05/13/2014,United States,ES_1030337_FKATMP031AEB_05152014191309_1189487,No
2210485,Arctic King,FKATMP031AEW,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,05/30/2014,05/13/2014,United States,ES_1030337_FKATMP031AEW_05152014191256_1176684,No
2368652,Arctic Wind,1AW1BF44A,",1AW1SLF44A,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.3,20.4,4.2,4.2,226,252,10,,,No,,,,,09/10/2020,02/27/2014,"United States, Canada",ES_1121980_1AW1WF44_10192020104718_1804010,No
2405394,Arctic Wind,1AW2BF33A,,850012484486,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.7,18.7,3.2,3.9,322,359,10,,,No,,,,,11/24/2022,07/08/2014,"United States, Canada",ES_1121980_1AW2BF33A_11252022161730_3376886,No
2369303,Arctic Wind,2ATMSL212E,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,,,No,,,,,10/30/2020,11/09/2020,"United States, Canada",ES_1121980_2ATMSL212E_11102020012605_1565956,Yes
2396580,Avanti,OR525U5D,,079841205257,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,23.6,4.7,4.7,265,302,12,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/11/2022,05/19/2022,"United States, Canada",ES_1131312_OR525U5D_05162022171245_1537439,No
2393670,Avanti,OR543U3S,,079841205431,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,23.6,5.3,5.3,235,308,24,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/09/2022,03/09/2022,United States,ES_1131312_OR543U3S_02232022145908_8850519,No
2315142,Avanti,RA31B0W,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B0W_03012018110822_70170417,No
2315143,Avanti,RA31B1B,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B1B_03012018110822_70170417,No
2315144,Avanti,RA31B3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B3S_03012018110822_70170417,No
2394532,Avanti,RA32J0W,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,34.1,17.7,3.2,3.9,312,359,13,,,No,,,,,03/07/2022,03/13/2022,United States,ES_92257_RA32J0W_04082022144741_1689652,No
2394533,Avanti,RA32J1B,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,34.1,17.7,3.2,3.9,312,359,13,,,No,,,,,03/07/2022,03/13/2022,United States,ES_92257_RA32J1B_04082022144741_9678034,No
2394534,Avanti,RA32J3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,34.1,17.7,3.2,3.9,312,359,13,,,No,,,,,03/07/2022,03/13/2022,United States,ES_92257_RA32J3S_04082022144741_2081220,No
2317775,Avanti,RA45B3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,44.3,18.7,4.5,5.4,327,368,11,,,No,,,,,03/31/2018,03/14/2017,"United States, Canada",ES_0092257_RA45B3S_03292018034257_70177409,No
2215469,Avanti,RA7306WT,",RA7316PST,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.3,21.7,7.4,8.4,345,385,10,,,No,,,,,07/09/2014,07/10/2014,"United States, Canada",ES_92257_RA7306WT_07092014155251_1173822,No
2391834,Avanti,RA730B0W,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA730B0W_01272022060555_80104253,No
2391837,Avanti,RA730B0W-IS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA730B0W-IS_01272022060555_80104253,No
2391835,Avanti,RA731B1B,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA731B1B_01272022060555_80104253,No
2391838,Avanti,RA731B1B-IS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA731B1B-IS_01272022060555_80104253,No
2295334,Avanti,RA7326BT,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,52.3,21.7,7.4,8.4,345,385,10,,,No,,,,,05/01/2017,04/28/2017,"United States, Canada",ES_92257_RA7326BT_04262017182802_7628442,No
2391836,Avanti,RA733B3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA733B3S_01272022060555_80104253,No
2391839,Avanti,RA733B3S-IS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA733B3S-IS_01272022060555_80104253,No
2378191,Avanti,RA75V**,"RA75V0W,RA75V0W,; RA75V1B,RA75V1B,; RA75V3S,RA75V3S,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56,21.3,7.4,8.5,345,386,11,,,No,,,,,05/20/2021,05/21/2021,"United States, Canada",ES_92257_RAV75V**_051920211117471_8909741,No
2310828,Avanti,RM24T1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.9,18.5,2.4,2.4,200,238,16,,,No,,,,,01/01/2018,02/01/2018,United States,ES_92257_RM24T1B_01232018161611_3669244,No
2353671,Avanti,RM24T1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.7,2.4,2.4,200,238,16,,,No,,,,,12/01/2019,01/16/2020,United States,ES_92257_RM24T1B_01102020160309_3271295,No
2381175,Avanti,RM32J0W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33,17,3.2,3.2,218,244,11,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2021,06/24/2021,United States,ES_92257_RM32J0W_06272021143020_1701512,No
2381176,Avanti,RM32J1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33,17,3.2,3.2,218,244,11,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2021,06/24/2021,United States,ES_92257_RM32J1B_06272021143020_1900613,No
2381177,Avanti,RM32JS,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33,17,3.2,3.2,218,244,11,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2021,06/24/2021,United States,ES_92257_RM32JS_06272021143020_4777735,No
2315140,Avanti,RM3306W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM3306W_03012018110822_70170417,No
2215457,Avanti,RM3316B,",RM3306W,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245,10,,,No,,,,,07/09/2014,07/10/2014,"United States, Canada",ES_92257_RM3316B_07092014151134_5711633,No
2315139,Avanti,RM3316B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM3316B_03012018110822_70170417,No
2288537,Bosch,B09IB81NSP,,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,69.8,22,9.1,10.9,394,439,10,R-600a,R-600a (GWP:3 | Lower GWP),Yes,Wi-Fi,No,"802 11 BGN 2,4 Ghz",No,01/01/2017,12/22/2016,"United States, Canada",ES_0031649_B09IB81NSP_12222016042727_70113304,No
2347126,Bosch,B09IB91NS*,,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,69,22,8.3,10.1,388,432,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/01/2020,08/26/2019,"United States, Canada",ES_0031649_B09IB91NS*_09252019123159_80001333,No
2240060,Bosch,B10CB80NVB,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.6,10.3,12.3,345,426,19,,,No,,,,,04/01/2015,04/01/2015,"United States, Canada",ES_31649_B10CB80NVB_05202015111833_159,No
2240061,Bosch,B10CB80NVS,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.6,10.3,12.3,345,426,19,,,No,,,,,04/01/2015,04/01/2015,"United States, Canada",ES_31649_B10CB80NVS_05202015120420_161,No
2237542,Bosch,B10CB80NVW/01,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.6,10.3,12.3,345,426,19,,,No,,,,,04/01/2015,04/01/2015,"United States, Canada",ES_31649_B10CB80NVW/01_04082015103440_157,No
2357257,Bosch,B10CB81NV*,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,70,24,10.3,12.3,383,426,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2020,03/26/2020,"United States, Canada",ES_0031649_B10CB81NV*_03262020045808_80038897,No
2207317,Bosch,B11CB50SSS/01,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,78.7,23.4,11.5,14.5,357,445,20,,,No,,,,,04/01/2014,04/01/2014,"United States, Canada",ES_31649_B11CB50SSS/01_04012014095958_155,No
2250085,Bosch,B11CB81SSS/01,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,78.7,23.4,11.4,14.2,482,527,10,,,No,,,,,10/01/2015,10/09/2015,"United States, Canada",ES_31649_B11CB81SSS/01_10122015150439_165,No
